"COMID"	"Al2O3Cat"	"Al2O3Ws"	"BFICat"	"BFIWs"	"CompStrgthCat"	"CompStrgthWs"	"KffactCat"	"KffactWs"	"Na2OWs"	"PctSilicicWs"	"SandCat"	"SandWs"	"SiO2Cat"	"SiO2Ws"	"Tmax8110Cat"	"Tmax8110Ws"	"Tmean08Cat"	"Tmean08Ws"	"Tmean09Cat"	"Tmean09Ws"	"Tmean8110Cat"	"Tmean8110Ws"	"Tmin8110Cat"	"Tmin8110Ws"	"WtDepCat"	"WtDepWs"	"CaOCat"	"CaOWs"	"CatAreaSqKm"	"CatAreaSqKmRp100"	"ClayCat"	"ClayWs"	"Fe2O3Cat"	"Fe2O3Ws"	"HydrlCondCat"	"HydrlCondWs"	"K2OCat"	"MgOCat"	"MgOWs"	"Na2OCat"	"OmCat"	"OmWs"	"PctNonCarbResidCat"	"PctNonCarbResidWs"	"PctSilicicCat"	"PermCat"	"PermWs"	"Precip08Cat"	"Precip08Ws"	"Precip09Cat"	"Precip09Ws"	"Precip8110Cat"	"Precip8110Ws"	"QC_01"	"QC_02"	"QC_03"	"QC_04"	"QC_05"	"QC_06"	"QC_07"	"QC_08"	"QC_09"	"QC_10"	"QC_11"	"QC_12"	"QC_MA"	"RckDepCat"	"RckDepWs"	"RunoffCat"	"RunoffWs"	"WetIndexCat"	"WetIndexWs"	"WsAreaSqKm"	"WsAreaSqKmRp100"	"ElevCat"	"ElevWs"	"K2OWs"	"NCat"	"NWs"	"P2O5Cat"	"P2O5Ws"	"SCat"	"SLOPE"	"SWs"	"clust"
1385930	5.51845884323202	5.81039052787094	44	43.7430033537643	93.4645538330294	87.7502210041055	0.32	0.2470469527	0.389654414967619	0	44.44	50.2056817393316	44.9755020141844	44.4739193071296	20.3908784106	19.6143701589	12.8419792297	12.548941241	12.9423948179	12.6512055796	13.0227408249	12.6385764431	5.65210473622	5.65757817464	182.88	182.88	2.82325536358532	2.84906223809469	0.635676953405395	0.111451925294143	2.23964529322017	2.59842362027194	1.14708461685837	1.15343835674924	0.140770131160106	0.134292346263172	0.852347228175586	1.70477973638544	1.67290171126568	0.319039007469013	0.0582689081239758	0.172152354412967	4.61512051684126	4.59983273360693	0	2.70604819843154	2.58014280617286	4.63075551821008	4.70430090806291	4.65004589882279	4.65542602685229	4.8783278595427	4.9455985150177	0	0	1.72365905652412	0.0421011760186354	0.55790003115192	0	0.608133806232989	0.608133806232989	0.608133806232989	0.608133806232989	0.538829820175588	0	0.385262400790645	5.03304888893316	4.62471498918117	1.09861228866811	1.09861228866811	6.07695881642568	5.99424873721366	4.14722792511376	2.04303685978604	39.8778474256071	41.1670613490932	1.16560645328048	0.25337324684988	0.254589170412696	0.348318818754428	0.344390201646451	0.404487325435161	0.119427258195104	0.392716451911923	"1"
1385944	5.51845884322813	5.68382484298658	43.926488214143	43.5086286940095	93.4645538327341	90.2276446143502	0.286079371421	0.252685300804	0.383650058531041	0	52.9117938473831	52.8514218935101	44.975502014183	44.6913782614542	20.0394751448	19.668401252	12.6971122502	12.5795662065	12.7884286843	12.6677375853	12.9307888511	12.6762284338	5.81802762674	5.67918379291	182.88	182.88	2.82325536358357	2.83795546542869	2.67526526715616	0.672638303928405	2.35906712655935	2.53793849860982	1.14708461685868	1.15068867675513	0.140770131159887	0.137105915152554	0.852347228178345	1.70477973638598	1.68684724081371	0.319039007469117	0.141924540578983	0.176469559688179	4.61512051684126	4.58982329765746	0	2.78204678325254	2.67233468687585	4.64402373083949	4.67210210430797	4.64936988676967	4.65124197596214	4.86242120466709	4.90077611200294	0	0	1.13365763041091	0	0.260824618281898	0	0.319907219746518	0.319907219746518	0.319907219746518	0.319907219746518	0.316998126785834	0	0.183154543097847	4.89635417987673	4.69625735512971	1.09861228866811	1.09861228866811	6.09778395166712	6.0321523668416	3.37107145196757	1.31849720305407	40.3885459723422	41.049084579318	1.16309431819341	0.253373246849788	0.25406272671983	0.348318818754603	0.346098912000005	0.404487325435883	0.119022980974264	0.397862425754715	"1"
1385946	5.51845884323144	5.92515301864379	44	43.9342190713281	93.4645538331878	85.5038356234441	0.32	0.240333369412	0.395098820380994	0	44.44	48.1236470397229	44.9755020139738	44.2767400224591	20.5424800939	19.5479677675	12.8201492884	12.5152325592	12.9314251821	12.6294567995	12.9306640917	12.5964951879	5.31233005651	5.63946458031	182.88	182.88	2.8232553635836	2.85902767942793	0.18739201360706	0.103368532977033	2.23964529322017	2.65447750181747	1.14708461685858	1.15592508940715	0.140770131159908	0.131734302319364	0.852347228176639	1.70477973638244	1.66008635743917	0.319039007469189	0.0582689081239758	0.171370253854175	4.61512051684126	4.60780660367581	0	2.70604819843154	2.49108964591592	4.65697421701848	4.73257031635138	4.64914481386131	4.65909132715235	4.86788574529817	4.98364769811127	0	0	1.44172906800799	0.0421011760186354	0.368109321564395	0	0.369492447649347	0.369492447649347	0.369492447649347	0.369492447649347	0.365337317017385	0	0.232697764119021	5.03304888893316	4.54551214130988	1.09861228866811	1.09861228866811	6.08910428609243	5.95867169139397	3.53399016825105	1.58068858248144	39.4813576039376	41.3003022200807	1.16787964178375	0.253373246849808	0.255065580020538	0.348318818754102	0.342833479290464	0.404487325435533	0.166631179555328	0.387991382029581	"1"
1385968	5.51845884323604	5.87925006867164	44	44	93.4645538329949	86.4023497207907	0.32	0.249436197216	0.392921155294977	0	44.44	42.7888377817091	44.9755020142132	44.3556082204446	20.3788697029	19.5336963816	12.8197069168	12.7117927406	12.9312028885	12.8309988012	12.9805084981	12.6018319704	5.57772277697	5.66380182496	182.88	182.88	2.82325536358235	2.85505358965308	0.536025424787733	0.259359755447192	2.23964529322017	2.67153769908252	1.14708461685644	1.15493118261089	0.140770131160335	0.132758259637429	0.852347228177407	1.70477973638472	1.66523199488547	0.319039007469426	0.0582689081239758	0.137447068399978	4.61512051684126	4.59729447264433	0	2.70604819843154	2.35018944406207	4.65749848229382	4.69132808881307	4.64912654547751	4.66315685974996	4.88830022901396	4.97643537801089	0	0	0.894862784460535	0	0.14583044821154	0	0.14583044821154	0.14583044821154	0.14583044821154	0.14583044821154	0.14583044821154	0	0.0870947068509338	5.03304888893316	4.55390065467243	1.09861228866811	1.09861228866811	6.19086395720945	5.72182123938521	2.54167285709539	1.15313203911056	39.7312095228675	41.3492568893324	1.16697093827202	0.253373246849707	0.254875131530705	0.348318818754241	0.343456987166792	0.404487325435318	0.0965405096319674	0.389888197284577	"1"
1385984	5.51845884322791	5.51845884322791	44.0639625585023	44.0639625585023	93.4645538327897	93.4645538327897	0.296218976032	0.296218976032	0.375804990529712	0	43.6813033612254	43.6813033612254	44.9755020141824	44.9755020141824	20.3129685005	20.3129685005	12.8486186052	12.8486186052	12.9832892946	12.9832892946	12.9576982042	12.9576982042	5.59758690762	5.59758690762	182.88	182.88	2.82325536358424	2.82325536358424	2.61679711349143	0.762626600329749	2.39049018126918	2.39049018126918	1.1470846168585	1.1470846168585	0.140770131160329	0.140770131160329	0.852347228178093	1.70477973638518	1.70477973638518	0.319039007468885	0.0813374845490518	0.0813374845490518	4.61512051684126	4.61512051684126	0	2.60748834584258	2.60748834584258	4.70327304516715	4.70327304516715	4.70554969489499	4.70554969489499	4.94127723124934	4.94127723124934	0	0	0.936485439159674	0	0.136277618292548	0	0.157003748809665	0.157003748809665	0.157003748809665	0.157003748809665	0.157003748809665	0	0.0925791812930932	4.91221428483563	4.91221428483563	1.09861228866811	1.09861228866811	6.0721225809603	6.0721225809603	2.61679711349143	0.762626600329749	40.0104033592515	40.0104033592515	1.15980385717078	0.253373246849759	0.253373246849759	0.348318818754676	0.348318818754676	0.404487325435661	0.144227597913853	0.404487325435661	"1"
1386014	5.95423154931299	5.95423154931299	43.897538565287	43.897538565287	84.9346462850881	84.9346462850881	0.234576414061	0.234576414061	0.396478324334907	0	51.0824858804687	51.0824858804687	44.2267787165978	44.2267787165978	19.5461890844	19.5461890844	12.404581592	12.404581592	12.5161044298	12.5161044298	12.5903454707	12.5903454707	5.62928609631	5.62928609631	182.88	182.88	2.86153703292434	2.86153703292434	3.10697843476934	0.948293147999649	2.6483072064	2.6483072064	1.15655419725048	1.15655419725048	0.131085104506617	0.131085104506617	0.860899325659035	1.65681295425169	1.65681295425169	0.333953584861159	0.190495301542703	0.190495301542703	4.61344990017068	4.61344990017068	0	2.5584688565161	2.5584688565161	4.75515566776328	4.75515566776328	4.65695226624286	4.65695226624286	4.98862822210914	4.98862822210914	0	0	1.19270961204723	0.0421011760186354	0.25231392861399	0	0.25231392861399	0.25231392861399	0.25231392861399	0.25231392861399	0.247641022914597	0	0.157003748809665	4.53477449336104	4.53477449336104	1.09861228866811	1.09861228866811	6.06682258808393	6.06682258808393	3.10697843476934	0.948293147999649	41.2906293719289	41.2906293719289	1.16845492026308	0.255186151500679	0.255186151500679	0.342437913096132	0.342437913096132	0.386784977650617	0.139661411993435	0.386784977650617	"1"
1386042	7.63743710870039	4.7351164089399	43	42.9912413168227	30.3885126893385	64.5790689359028	0.237237354086	0.158946424918	0.296091207950039	0	55.7615875486381	58.695136933584	42.641654588249	33.2507966103214	19.9378162102	18.498353264	12.4691771763	11.1828906203	12.6038019796	11.4044797266	12.4951482654	11.3242060686	5.04964240627	4.14514380389	182.88	182.88	2.39314292067398	3.028322562107	0.768486537105761	0.163223681102014	2.54749470482757	2.51366969486583	2.39520516812304	1.19048337341786	4.47505016737351	1.50049991615868	0.958260064665889	1.83794487248569	2.21670334381754	0.634148907313261	0.202899550362415	0.20717510892946	3.25734797896335	4.59056111226925	0	2.7298512879179	3.06260775798974	5.03642971900665	5.50424930489334	4.72224925698615	5.00975606036353	5.21550033809473	5.51972456969387	0	0.938443536515288	2.11239264181952	2.23879295990627	0.807368324649968	0.0109399400383344	1.09058011697085	0.534737443812304	0.501986675098786	0.6270073780554	0.711478137244669	0	0.726098280699631	4.6596382525696	4.67885873038716	1.09861228866811	1.09861228866811	6.16857638304189	5.86238078278216	4.53664399130486	2.25257518523977	40.8755800301354	43.6822699724957	1.08090829986216	0.509521190817251	0.264782399319498	0.382334762668459	0.36012759044434	0.245310009297059	0.0920242359381484	0.503950166017257	"1"
1386044	7.2462736691164	5.28877785687496	43	43.3844008870915	64.7731731448598	62.9307007015198	0.168067119796	0.15491406301	0.315197363942339	0	66.6159855564996	49.966579479486	44.6645329553951	34.8801878607071	19.4400814554	17.7901937136	10.9428493853	10.4101535229	11.1936332837	10.7043253566	12.0719282175	10.7354514158	4.70141962005	3.67656424299	182.88	182.88	2.71612738219175	3.01972730999196	1.13738418316865	0.250291683233222	2.14979330254237	2.77154997806911	1.22534564028506	1.12179154466791	0.132209221877092	0.213113687369115	0.909914881308902	1.67400239210263	2.1129665742009	0.35627455752546	0.200020140187982	0.232147056736688	4.61512051684126	4.61512051684126	0	3.37093245790134	2.6325366917875	5.63894809433617	5.74709476537172	5.18189481739942	5.24599431078029	5.42499349196809	5.71295944325473	0.115112807100505	1.47086526257016	1.77053583277643	1.97269117173296	0.555033878430311	0	0.815364813284195	0.848868055556721	0.417393678973438	0.498955451195503	0.498348102254878	0	0.559044196036465	4.97911344172138	4.2643318336712	1.09861228866811	1.09861228866811	6.00063435522459	5.6930070181885	4.02876727953629	2.1718155971047	41.9619714453456	44.9046078974085	1.10443262917748	0.275777735343084	0.254574085798482	0.353933661889756	0.3531269159987	1.33293745470214	0.136413232495972	0.606671698117834	"1"
1386046	7.2051894170581	7.2051894170581	43	43	65.917332157602	65.917332157602	0.168564070869	0.168564070869	0.424077065984755	0	66.566920065925	66.566920065925	44.9112735618047	44.9112735618047	18.6911371492	18.6911371492	11.1575082418	11.1575082418	11.3965216048	11.3965216048	11.5732155108	11.5732155108	4.45180286471	4.45180286471	182.88	182.88	2.69285370044826	2.69285370044826	1.68056716689562	0.57627622882853	2.19208250527587	2.19208250527587	1.22719163562162	1.22719163562162	0.135106361018722	0.135106361018722	0.910727117011927	1.68906300243163	1.68906300243163	0.3535239308967	0.201127945666303	0.201127945666303	4.61512051684126	4.61512051684126	0	3.34515540973649	3.34515540973649	5.55692641500555	5.55692641500555	5.08900849009811	5.08900849009811	5.48831248431225	5.48831248431225	0	0.313349819200359	0.0563803334361076	0.0525924501191706	0.0563803334361076	0	0.0563803334361076	0.0582689081239758	0.0582689081239758	0.0806579030174545	0.0563803334361076	0	0.0449733656427312	4.95319662576292	4.95319662576292	1.09861228866811	1.09861228866811	5.87103431479626	5.87103431479626	1.68056716689562	0.57627622882853	43.2083452124702	43.2083452124702	1.21906914629596	0.276604269443052	0.276604269443052	0.356343832513394	0.356343832513394	1.37427854675269	0.179191796687237	1.37427854675269	"1"
1386050	7.18255361570632	5.03173360277922	43	43.4356013009092	66.5477186154275	62.5826651995713	0.18	0.153117562274	0.300524467772932	0	69.2770446096654	47.753356863035	45.0472178973978	33.55482681499	19.283232111	17.6376137892	10.935344696	10.3199468213	11.1919765472	10.6209534989	11.9573297554	10.6021715484	4.6271531347	3.56244794046	182.88	182.88	2.67979555044242	3.05548003725436	0.394875906553896	0.0542987734073788	2.0515563381903	2.82943087811991	1.22820725210359	1.10696598850124	0.136698991441628	0.22317459628578	0.91117434511248	1.69726490408922	2.15836650895181	0.352005205326569	0.198850858745165	0.236253484474747	4.61512051684126	4.61512051684126	0	3.42458833445273	2.48084178955119	5.60677109072837	5.76688997590743	5.12405779838902	5.26160403969357	5.45102517893682	5.74147992807476	0.115112807100505	1.3865443298751	1.69064916785892	1.91323936676576	0.5031965966015	0	0.775648402071689	0.80692219481879	0.392717535285662	0.462475362824944	0.454889991435687	0	0.518198378095404	5.03304888893316	4.12007866663673	1.09861228866811	1.09861228866811	6.02858303784123	5.65929908480053	3.90609346037105	2.04257006690393	42.1369887134807	45.1768653301665	1.08829295975492	0.277058603596026	0.251533653669302	0.357664802249299	0.352801773956288	1.39653307239258	0.112574197754192	0.412775099529956	"1"
1386052	7.07182312012	5.73742792283325	43	43	69.6314620972	59.3188060242017	0.18	0.151400785606	0.34635463253928	0	69.3	53.3506139128231	45.712234497	35.5807914902433	19.5354347229	17.5599461566	10.935344696	10.2561057288	11.1919765472	10.5750228727	12.0424776077	10.5247271695	4.54262399674	3.48409025909	182.88	182.88	2.61333824117269	3.03623677477133	0.00448990527285205	0.00448990527285205	2.0515563381903	2.68355798868718	1.23316066494608	1.13194695173693	0.14445352401012	0.191506179531735	0.913359231275537	1.73644544254347	2.01935248347515	0.344542436039666	0.198850858745165	0.211515640770673	4.61512051684126	4.61512051684126	0	3.42458833445273	2.8338838282145	5.60677109072837	5.74168504740554	5.12405779838902	5.21634285707678	5.41635366603265	5.73090571414002	0	0.689139159162407	0.993622074810479	0.173953307123438	0.173953307123438	0	0.284426779731108	0.297879897428227	0.289680075114454	0.311886761148598	0.173953307123438	0	0.175632568643158	5.03304888893316	4.43825239289383	1.09861228866811	1.09861228866811	6.87419849545329	5.59584877264774	2.72166378105449	1.1066135265536	41.6089173134798	45.2524485424822	1.12006719015422	0.279270477648104	0.254996522124549	0.36405769557805	0.344891166152624	1.50064986774397	0.00316227766016838	0.456466497682706	"1"
1386054	10.4209293101506	10.8990632832717	46.6933073023276	46.9381201822283	80.3141571046484	85.7063576458582	0.356271424651841	0.351853865840021	1.90227743250553	17.8345072934346	32.9560904375679	32.5405138233155	51.6829418500729	52.2957253486812	18.6028066909776	18.31384679678	10.1516108780076	10.0275159706582	10.4088420361603	10.2965921279248	10.0993508197615	9.89684981070797	1.5909763204899	1.47491047432154	181.290719267776	181.87988853868	2.18467876889348	2.20580787463608	0.76605795996682	0.249964031363294	3.43595150421311	3.43463687817522	1.78347146699315	1.81933458884207	1.48818485775002	1.63541120180909	1.0156270977372	1.4569851093573	1.49768389110979	0.862550356996642	0.478891351960672	0.511636052657126	2.31091283346624	2.38412477089036	0.64390151159614	1.37651737224095	1.38746595856047	5.99219134635037	6.05834657717755	5.46373238778985	5.52393478094018	5.97588943519047	6.03045517326636	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89733754880192	4.81451380467037	2.8105685181402	2.86463304128592	6.3286419540618	6.20652389704444	2.20410498148892	0.974817777769851	44.4061097275488	44.8769913170734	1.35570958361561	0.250738726393401	0.240274492015095	0.443430809339661	0.456022428474252	0.438894735188862	0.00316227766016838	0.449877706037345	"2"
1386056	7.07182312011111	4.70639571011272	43	43.6237233423295	69.6314620972222	63.8893158448431	0.18	0.153451870667	0.279656289627983	0	69.3	45.1093697412288	45.712234497037	32.5451233478859	19.535434723	17.6466248295	10.935344696	10.3378487038	11.1919765472	10.6320070684	12.0424776077	10.6152240689	4.54262399674	3.58001650288	182.88	182.88	2.6133382411735	3.06782149744589	0.0474559411562954	0.0292674976805681	2.0515563381903	2.89182523825097	1.23316066494543	1.09448935383681	0.144453524010082	0.23727254545936	0.913359231275268	1.73644544254164	2.21612649110962	0.344542436039351	0.198850858745165	0.246923536718631	4.61512051684126	4.61512051684126	0	3.42458833445273	2.25874141425153	5.60677109073204	5.77931351235548	5.12405779838902	5.28171096765227	5.41635366603265	5.74942944181061	0.115112807100505	1.16876004857019	1.46971596925896	1.73800701322881	0.376379527213068	0	0.607589292198299	0.634988266386413	0.296394013053802	0.646579544743611	0.376379527213068	0	0.393392526873895	5.03304888893316	3.92444568744862	1.09861228866811	1.09861228866811	6.26442066744714	5.678431829555	3.55576511736666	1.72819824815494	41.701854031086	45.1870887257632	1.07273738928935	0.279270477647998	0.249688942978036	0.364057695578091	0.355984403926291	1.50064986774249	0.0460241241089931	0.35942312899817	"1"
1386074	6.92663564095238	4.61114018975311	43	43.6488680761451	59.6033628191157	64.2239702460584	0.161176870748	0.154012302918	0.273609302192635	0	58.8300476190476	44.9441187065311	41.2058628276871	32.2311772928039	19.079200515	17.602839589	10.899751091	10.3123871911	11.1541272027	10.608493814	11.7684119886	10.5789331413	4.45529120633	3.55115541503	182.88	182.88	2.88440612589795	3.07227066189742	0.842859453788272	0.152463543126469	2.50842718037112	2.89347930711858	1.19264895704126	1.09062532871355	0.141265335483682	0.241321795059805	0.87954407162897	1.74645025199836	2.23234169333973	0.34782261848282	0.207196664760234	0.248334725439102	4.61512051684126	4.61512051684126	0	3.07772880126177	2.24916049419147	5.64694611557928	5.78410766412646	5.18628963395096	5.28433514974942	5.50573506542209	5.75720167563299	0.115112807100505	1.14103300455206	1.44220199305819	1.71595775581177	0.361861470626032	0	0.590006421640432	0.616266136223988	0.598286899535985	0.624868339806651	0.361861470626032	0	0.379121132768562	4.68408453359791	3.91850595515626	1.09861228866811	1.09861228866811	5.98429434471315	5.67799008604215	3.51095123247464	1.61742592315628	42.6285190060598	45.2591642459292	1.06799650738815	0.267144502015563	0.249089931113321	0.343627489783187	0.356813023731249	0.981987203205064	0.144790469299605	0.333752420329603	"1"
1386078	6.71120697280436	6.71120697280436	43.0944881889764	43.0944881889764	56.3863366887947	56.3863366887947	0.140333131435	0.140333131435	0.407529453583889	0	47.9303573591763	47.9303573591763	38.97696779255	38.97696779255	18.541942705	18.541942705	10.8748661159	10.8748661159	11.127665146	11.127665146	11.3618210371	11.3618210371	4.17940293234	4.17940293234	182.88	182.88	2.97841651957954	2.97841651957954	0.910634767017998	0.445134438566371	2.87407370318062	2.87407370318062	1.17092724392426	1.17092724392426	0.147575120400525	0.147575120400525	0.859266210075718	1.79320003369991	1.79320003369991	0.341836006982485	0.217151071345065	0.217151071345065	4.61512051684126	4.61512051684126	0	2.38642118374053	2.38642118374053	5.6741052435098	5.6741052435098	5.2276069049849	5.2276069049849	5.57354069902937	5.57354069902937	0	0.133656384812674	0.0188217542405878	0.0188217542405878	0.0188217542405878	0	0.0295588022415444	0.0334347760862374	0.0324671901375015	0.0382587121170903	0.0188217542405878	0	0.0198026272961797	3.98558864832071	3.98558864832071	1.09861228866811	1.09861228866811	5.66188942759375	5.66188942759375	0.910634767017998	0.445134438566371	43.6953154649329	43.6953154649329	1.16680215386451	0.261464440866581	0.261464440866581	0.337081712842223	0.337081712842223	0.66986436766274	0.328049081693578	0.66986436766274	"1"
1386094	3.27880734520498	4.69832053992857	43	42.9911302734915	68.696063661369	65.0125397197995	0.173832400217	0.15795384585	0.288619687979991	0	53.2466471013184	58.7323287225226	28.604472398501	33.1317385130629	19.3481928436	18.4801036302	11.8738093955	11.1665829698	12.0394181928	11.389274617	12.0571887413	11.3093607637	4.76063004027	4.13367649358	182.88	182.88	3.06823484862151	3.03426559200474	2.39485429005738	0.574251025616089	2.68394167231141	2.51323342819094	1.26084906296848	1.16042216597593	2.22049920891937	1.23187620359209	0.705011053682691	2.45153723926245	2.220692637169	0.202625956568202	0.210443414672828	0.207229197647015	4.57050918973564	4.59985357972556	0	2.7632194640654	3.06618993264143	5.23059591160414	5.50897507791232	4.81572497966543	5.01291890787105	5.31856315516804	5.52304457201579	0	0.938443536515288	2.10376823367089	2.23226991907902	0.800206252853353	0.0109399400383344	1.08518926833597	0.531216313413725	0.497740384217335	0.623261053095779	0.705569700558502	0	0.72124861067082	4.44334736702658	4.6791000532409	1.09861228866811	1.09861228866811	5.84614094419607	5.85782853895145	4.52418136422307	2.23376006456352	42.1917538337766	43.7166966996593	1.0783319022886	0.275754316707901	0.260206062402297	0.376503091313534	0.359837248302882	0.182787267103265	0.108057484701431	0.506381911553789	"1"
1386096	2.95606356091624	5.60542034412515	43	42.9865934950863	71.2118705761981	61.6532130724607	0.122003211901	0.152809997465	0.346182697976348	0	42.7688437156622	58.1552614939529	27.605905577466	36.0156646242749	19.0200485743	18.2334455523	11.8588311205	10.9175504104	12.0220727265	11.1635419766	11.7974773359	11.103295399	4.57140228692	3.96851581356	182.88	182.88	3.09640552138085	2.99774601484809	2.45512590625264	0.789956236488006	2.96865378304058	2.535884642772	1.13536967334128	1.18759817903948	1.59241103365347	1.15787769905787	0.684996495536081	2.4875708964259	2.04865553928808	0.168004247587521	0.220417499392486	0.207869888334642	4.60164016938027	4.59930080939349	0	1.99065097242801	3.04537436315459	5.26908047289311	5.59204927386847	4.84257986665125	5.07893281432966	5.33859562837646	5.57887849940112	0	0.938443536515288	1.82841278687609	2.02061998087149	0.593879178901276	0.0109399400383344	0.845868267577609	0.850578188508774	0.393392526873895	0.477475644084437	0.531804030151182	0	0.547543206701153	3.58953829079851	4.65190477337569	1.09861228866811	1.09861228866811	5.75731803394982	5.75504182719323	4.11661636082647	2.00522971797988	42.7895657277566	44.0985956810418	1.12114812227567	0.256518769207624	0.264306521284064	0.377113215898678	0.350863769872967	0.176022374492663	0.0895280961486393	0.609724005938498	"1"
1386100	7.39578537633905	3.29645071230357	49.052522100884	49.9339808331451	49.8527704676547	70.2649528934207	0.158569942798	0.300932528799	0.188280868366623	0	41.0608268330733	49.8680003872092	39.6552492966199	28.4417626472847	18.21112687	17.551093646	10.6916151047	10.6608257283	10.9385499954	10.9120888821	11.1079186907	10.4543695841	3.99883521713	3.3527159515	182.88	182.88	3.02407557576626	3.1072785763559	1.00455798658579	0.305497432321782	2.98367548230035	2.64626768208328	1.18212174130806	1.04138162341417	0.111129206417555	0.296751524674387	0.878778123965683	1.58184993932779	2.43485385955816	0.375978026032144	0.267845435216895	0.427730522609409	4.61512051684126	4.61512051684126	0	1.75700220697788	2.53579642171853	5.60853839374163	5.62424897555508	5.11887386632515	5.12496908381298	5.56797909212472	5.6391910805511	0	1.0525683501667	1.35325450704169	1.64383933915143	0.317726193800158	0	0.318453731118535	0.559615787935423	0.392717535285662	0.559615787935423	0.318453731118535	0	0.301584977620772	3.50337702467154	4.50018385233843	1.09861228866811	1.2149254789093	5.75888372882803	5.8476452779028	3.36356127901689	1.43860214074324	43.8844370107445	45.2094099635242	1.00480894552234	0.260947347905847	0.242394148086051	0.321500278342833	0.370863913646101	0.287699023325351	0.106028345266726	0.18950803361414	"1"
1386104	4.80827808347767	4.80827808347767	48	48	62.7369761299032	62.7369761299032	0.177334012566	0.177334012566	0.287168309723213	0	46.960918661912	46.960918661912	32.5772766836475	32.5772766836475	17.7900022651	17.7900022651	10.524780447	10.524780447	10.7960989251	10.7960989251	10.7863445468	10.7863445468	3.77639955862	3.77639955862	182.88	182.88	3.0773931709816	3.0773931709816	1.84056550628738	0.637581615110237	2.77419720887881	2.77419720887881	1.09561864021168	1.09561864021168	0.232235266128944	0.232235266128944	0.768504511329065	2.19705195116003	2.19705195116003	0.252444696849165	0.370902843189614	0.370902843189614	4.61512051684126	4.61512051684126	0	2.3320311230985	2.3320311230985	5.72928215278561	5.72928215278561	5.24933110747001	5.24933110747001	5.6565239910295	5.6565239910295	0	0.361861470626032	0.0685927914656117	0.0685927914656117	0.0563803334361076	0	0.0685927914656117	0.131028262406404	0.0889262091944015	0.132781111233818	0.0685927914656117	0	0.0629747991613884	4.25752667387159	4.25752667387159	1.09861228866811	1.09861228866811	5.70061336709198	5.70061336709198	1.84056550628738	0.637581615110237	44.8904439105919	44.8904439105919	1.0754249214896	0.249397234286708	0.249397234286708	0.353462019271157	0.353462019271157	0.230638750583405	0.302447251599349	0.230638750583405	"1"
1386106	7.31408496495604	4.17123029955679	43	43.8369790549718	50.3867116545846	65.9344068564587	0.136662479813	0.157346843949	0.245466225339553	0	48.6908541180693	42.641768889842	39.4803511193253	30.844348725034	18.6085081554	17.4322517003	10.4658409244	10.275339846	10.7560309125	10.5720138261	11.3946521853	10.4396649797	4.17945411145	3.44318289405	182.88	182.88	3.02339934546542	3.08964662458749	1.79437271838286	0.497922738410467	2.80780898056921	2.94314436181182	1.17994188596897	1.07321953913453	0.115309891496388	0.259951273208718	0.875814681280303	1.60874973612933	2.30426150477635	0.37218684519711	0.214866795029621	0.258674903364019	4.61512051684126	4.61512051684126	0	2.57587593148182	2.00683063787142	5.73671581181278	5.79771483234488	5.22817904566112	5.30310917071969	5.60547855607147	5.78471687637549	0.115112807100505	0.995101912298445	1.29527496273272	1.5959473222516	0.291175961706037	0	0.497132296633988	0.51402051466251	0.506215011208307	0.517006482841072	0.291175961706037	0	0.308954207727321	4.17753506611426	3.71602792310035	1.09861228866811	1.09861228866811	5.78287565024526	5.67427275263174	3.26500339987198	1.37422177988562	43.5752197642192	45.5499827507102	1.04632765404792	0.260733260427448	0.246500637023892	0.322844953918148	0.360948192547841	0.311516836290563	0.137888034288694	0.22122693084724	"1"
1386110	7.86612987518033	3.38947939350591	43	44.0451684891765	47.510742187541	69.8017268904262	0.169016393443	0.162491854497	0.194365801363535	0	38.7	41.13712474894	40.941848754918	28.6962370828387	18.9171610661	17.139670704	10.2707452774	10.2279547753	10.5653800964	10.5262415779	11.5528532872	10.2021223019	4.18234195084	3.26004343881	182.88	182.88	3.01407085585648	3.10546517408152	0.053445975705626	0.0353671438372913	3.04452243772342	2.97414355180559	1.19707263182151	1.04480533711388	0.0874484461401446	0.292899528864421	0.897579577376847	1.41400582746041	2.42174520294987	0.396881705602244	0.22314355131421	0.269280023806922	4.61512051684126	4.61512051684126	0	1.45861502269952	1.79527177929632	5.80953872499173	5.81232690028901	5.32683521480143	5.32090674644557	5.65541748653912	5.82472231287964	0.115112807100505	0.877134016672961	1.17310114065885	0.239803992207317	0.239803992207317	0	0.430482871083452	0.433080275141138	0.433080275141138	0.433080275141138	0.239803992207317	0	0.257738196078709	3.03543364040554	3.55834862431644	1.09861228866811	1.09861228866811	6.32682375236096	5.64532245402059	3.05232524978644	1.19595071322302	42.6359791878878	46.0280273329197	1.00929689026694	0.262992393101672	0.242830907052155	0.315342669692854	0.369816750822044	0.296895603669641	0.161685280715345	0.192293158693425	"1"
