BestID	LifeStageCode	Group	Phylum	Subphylum	Superclass	Class	Subclass	Superorder	Order	Suborder	Superfamily	Family	Subfamily	Tribe	Genus	Species	Subspecies	GenusComplex	SpeciesComplex	Variety	FFG	TolVal	Habit	SpecCondTolVal
Bittacomorpha	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorpha						CG	7	BU	
Bittacomorpha	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorpha						CG	7	BU	
Bittacomorpha clavipes	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorpha	Bittacomorpha clavipes							BU	
Bittacomorpha clavipes	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorpha	Bittacomorpha clavipes					CG	7	BU	
Bittacomorpha clavipes	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorpha	Bittacomorpha clavipes					CG	7	BU	
Bittacomorpha occidentalis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorpha	Bittacomorpha occidentalis							BU	
Bittacomorpha occidentalis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorpha	Bittacomorpha occidentalis					CG	7	BU	
Bittacomorpha occidentalis	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorpha	Bittacomorpha occidentalis					CG	7	BU	
Bittacomorphella	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorphella						CG	7	BU	
Bittacomorphella	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorphella						CG	7	BU	
Bittacomorphella ostenii	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorphella	Bittacomorphella ostenii						7	BU	
Bittacomorphella ostenii	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorphella	Bittacomorphella ostenii					CG	7	BU	
Bittacomorphella ostenii	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorphella	Bittacomorphella ostenii					CG	7	BU	
Bittacomorphella pacifica	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorphella	Bittacomorphella pacifica						7	BU	
Bittacomorphella pacifica	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorphella	Bittacomorphella pacifica					CG	7	BU	
Bittacomorphella pacifica	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ptychopteridae			Bittacomorphella	Bittacomorphella pacifica					CG	7	BU	
Bivalvia	U	Benthic macroinvertebrates	Mollusca			Bivalvia															CF			
Bivalvia	X	Benthic macroinvertebrates	Mollusca			Bivalvia															CF			
Blepharicera	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae			Blepharicera						SC	0	CN	
Blepharicera	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae			Blepharicera						SC	0	CN	
Blepharicera jordani	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae			Blepharicera	Blepharicera jordani					SC	0	CN	
Blepharicera jordani	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae			Blepharicera	Blepharicera jordani					SC	0	CN	
Blepharicera kalmiopsis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae	Blepharicerinae		Blepharicera	Blepharicera kalmiopsis					SC	0	CN	
Blepharicera kalmiopsis	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae	Blepharicerinae		Blepharicera	Blepharicera kalmiopsis					SC	0	CN	
Blepharicera micheneri	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae			Blepharicera	Blepharicera micheneri					SC	0	CN	
Blepharicera micheneri	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae			Blepharicera	Blepharicera micheneri					SC	0	CN	
Blepharicera ostensackeni	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae			Blepharicera	Blepharicera ostensackeni					SC	0	CN	
Blepharicera ostensackeni	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae			Blepharicera	Blepharicera ostensackeni					SC	0	CN	
Blephariceridae	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae									SC	0	CN	
Blephariceridae	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae									SC	0	CN	
Blephariceridae	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Blephariceridae									SC	0	CN	
Boccardia proboscidea	U	Benthic macroinvertebrates	Annelida			Sedentaria	Palpata		Canalipalpata			Spionidae			Boccardia	Boccardia proboscidea								
Boccardiella hamata	U	Benthic macroinvertebrates	Annelida			Sedentaria	Palpata		Canalipalpata			Spionidae			Boccardiella	Boccardiella hamata								
Bolshecapnia	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Plecoptera			Capniidae			Bolshecapnia						SH	1	SP	
Bolshecapnia maculata	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Plecoptera			Capniidae			Bolshecapnia	Bolshecapnia maculata						1	SP	
Bolshecapnia maculata	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Plecoptera			Capniidae			Bolshecapnia	Bolshecapnia maculata					SH	1	SP	
Boreochlini	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini									BU	
Boreochlus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus						CG	6	SP	
Boreochlus	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus						CG	6	SP	
Boreoclus gracilistylus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus	Boreoclus gracilistylus							SP	
Boreoclus gracilistylus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus	Boreoclus gracilistylus					CG	6	SP	
Boreoclus gracilistylus	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus	Boreoclus gracilistylus					CG	6	SP	
Boreoclus persimilis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus	Boreoclus persimilis							SP	
Boreoclus persimilis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus	Boreoclus persimilis					CG	6	SP	
Boreoclus persimilis	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus	Boreoclus persimilis					CG	6	SP	
Boreoclus sinuaticornis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus	Boreoclus sinuaticornis							SP	
Boreoclus sinuaticornis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus	Boreoclus sinuaticornis					CG	6	SP	
Boreoclus sinuaticornis	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Podonominae	Boreochlini	Boreochlus	Boreoclus sinuaticornis					CG	6	SP	
Boreoheptagyia	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Diamesinae	Boreoheptagyiini	Boreoheptagyia						CG	6	SP	
Boreoheptagyia	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Diamesinae	Boreoheptagyiini	Boreoheptagyia						CG	6	SP	
Boreoheptagyia lurida	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Diamesinae	Boreoheptagyini	Boreoheptagyia	Boreoheptagyia lurida							SP	
Boreoheptagyia lurida	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Diamesinae	Boreoheptagyini	Boreoheptagyia	Boreoheptagyia lurida					CG	6	SP	
Boreoheptagyia lurida	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Diamesinae	Boreoheptagyini	Boreoheptagyia	Boreoheptagyia lurida					CG	6	SP	
Boreoheptagyiini	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Diamesinae	Boreoheptagyiini							CG	2	BU	
Bosmina	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Cladocera			Bosminidae			Bosmina									
Bosminidae	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Cladocera			Bosminidae												
Bothrioneurum	X	Benthic macroinvertebrates	Annelida			Oligochaeta		Microdrili	Tubificida			Tubificidae			Bothrioneurum						CG	10		
Bothrioneurum vejdovskyanum	X	Benthic macroinvertebrates	Annelida			Oligochaeta		Microdrili	Tubificida			Tubificidae			Bothrioneurum	Bothrioneurum vejdovskyanum					CG	10		
Brachidontes	X	Benthic macroinvertebrates	Mollusca			Bivalvia			Mytiloida			Mytilidae			Brachidontes						CF			
Brachidontes exustus	X	Benthic macroinvertebrates	Mollusca			Bivalvia			Mytiloida			Mytilidae			Brachidontes	Brachidontes exustus					CF			
Brachycentridae	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae										1	CN	
Brachycentridae	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae									CF	1	CN	
Brachycentridae	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae									CF	1	CN	
Brachycentridae	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae										1	CN	
Brachycentrus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus							1	CN	
Brachycentrus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus						OM	1	CN	
Brachycentrus	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus						OM	1	CN	
Brachycentrus americanus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus	Brachycentrus americanus						1	CN	
Brachycentrus americanus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus	Brachycentrus americanus					OM	1	CN	
Brachycentrus americanus	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus	Brachycentrus americanus					OM	1	CN	
Brachycentrus echo	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus	Brachycentrus echo						1	CN	
Brachycentrus echo	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus	Brachycentrus echo					OM	1	CN	
Brachycentrus echo	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus	Brachycentrus echo					OM	1	CN	
Brachycentrus occidentalis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus	Brachycentrus occidentalis						1	CN	
Brachycentrus occidentalis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus	Brachycentrus occidentalis					OM	1	CN	
Brachycentrus occidentalis	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Brachycentridae			Brachycentrus	Brachycentrus occidentalis					OM	1	CN	
Brachycera	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera	Brachycera														
Brachycera	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera	Brachycera														
Brachymesia	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Libellulidae			Brachymesia						P	9	SP	
Brachymesia furcata	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Libellulidae			Brachymesia	Brachymesia furcata					P	9	SP	
Brachymesia gravida	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Libellulidae			Brachymesia	Brachymesia gravida					P	9	SP	
Brachypoda	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Aturidae			Brachypoda						P	5		
Branchinecta	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta									
Branchinecta campestris	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta campestris								
Branchinecta coloradensis	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta coloradensis								
Branchinecta conservatio	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta conservatio								
Branchinecta cornigera	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta cornigera								
Branchinecta dissimilis	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta dissimilis								
Branchinecta gigas	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta gigas								
Branchinecta hiberna	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta hiberna								
Branchinecta kaibabensis	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Branchinectidae			Branchinecta	Branchinecta kaibabensis								
Branchinecta lindahli	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta lindahli								
Branchinecta longiantenna	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta longiantenna								
Branchinecta lynchi	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta lynchi								
Branchinecta mackini	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta mackini								
Branchinecta mesovallensis	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta mesovallensis								
Branchinecta oriena	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta oriena								
Branchinecta oterosanvinceti	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta oterosanvinceti								
Branchinecta packardi	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta packardi								
Branchinecta sandiegonensis	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Artemiidae			Branchinecta	Branchinecta sandiegonensis								
Branchinectidae	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Branchinectidae												
Branchiobdellae	X	Benthic macroinvertebrates	Annelida			Branchiobdellae																		
Branchiobdellida	X	Benthic macroinvertebrates	Annelida			Branchiobdellae			Branchiobdellida												CG	6		
Branchiobdellidae	X	Benthic macroinvertebrates	Annelida			Branchiobdellae			Branchiobdellida			Branchiobdellidae									CG			
Branchiopoda	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda																		
Branchiura	X	Benthic macroinvertebrates	Annelida			Oligochaeta		Microdrili	Tubificida			Tubificidae			Branchiura						CG	10		
Branchiura sowerbyi	X	Benthic macroinvertebrates	Annelida			Oligochaeta		Microdrili	Tubificida			Tubificidae			Branchiura	Branchiura sowerbyi					CG	10		
Brania californiensis	U	Benthic macroinvertebrates	Annelida			Errantia	Aciculata		Phyllodocida			Syllidae			Brania	Brania californiensis								
Brania mediodentata	U	Benthic macroinvertebrates	Annelida			Errantia	Aciculata		Phyllodocida			Syllidae			Brania	Brania mediodentata								
Brechmorhoga	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Libellulidae			Brechmorhoga						P	9	SP	
Brechmorhoga	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Libellulidae			Brechmorhoga						P	9	SP	
Brechmorhoga mendax	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Libellulidae			Brechmorhoga	Brechmorhoga mendax					P	9	SP	
Brechmorhoga mendax	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Libellulidae			Brechmorhoga	Brechmorhoga mendax					P	9	SP	
Brechmorhoga mendax	X	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Libellulidae			Brechmorhoga	Brechmorhoga mendax					P	9	SP	
Brechmorhoga pertinax	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Libellulidae			Brechmorhoga	Brechmorhoga pertinax					P	9	SP	
Brillia	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia						SH	5	SP	2
Brillia	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia						SH	5	SP	2
Brillia	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia						SH	5	SP	2
Brillia flavifrons	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia flavifrons							SP	
Brillia flavifrons	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia flavifrons					SH	5	SP	
Brillia flavifrons	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia flavifrons					SH	5	SP	
Brillia laculata	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia laculata							SP	
Brillia laculata	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia laculata					SH	5	SP	
Brillia laculata	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia laculata					SH	5	SP	
Brillia parva	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia parva							SP	
Brillia parva	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia parva					SH	5	SP	
Brillia parva	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia parva					SH	5	SP	
Brillia retifinis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia retifinis							SP	
Brillia retifinis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia retifinis					SH	5	SP	
Brillia retifinis	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Orthocladiinae	Orthocladiini	Brillia	Brillia retifinis					SH	5	SP	
Brundiniella	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Tanypodinae	Macropelopiini	Brundiniella						P	6	SP	6
Brundiniella	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Tanypodinae	Macropelopiini	Brundiniella						P	6	SP	6
Brundiniella eumorpha	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Tanypodinae	Macropelopiini	Brundiniella	Brundiniella eumorpha							BU	
Brundiniella eumorpha	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Tanypodinae	Macropelopiini	Brundiniella	Brundiniella eumorpha					P	6	BU	
Brundiniella eumorpha	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Tanypodinae	Macropelopiini	Brundiniella	Brundiniella eumorpha					P	6	BU	
Brychius	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Haliplidae			Brychius						MH	5	CB	
Brychius	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Haliplidae			Brychius						MH	5	CB	
Brychius hornii	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Haliplidae			Brychius	Brychius hornii					MH	5	CB	
Brychius hornii	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Haliplidae			Brychius	Brychius hornii					MH	5	CB	
Brychius pacificus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Haliplidae			Brychius	Brychius pacificus					MH	5	CB	
Brychius pacificus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Haliplidae			Brychius	Brychius pacificus					MH	5	CB	
Bryelmis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Elmidae			Bryelmis						CG	4	CN	
Bryelmis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Elmidae			Bryelmis						CG	4	CN	
Bryelmis siskiyou	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Elmidae			Bryelmis	Bryelmis siskiyou					CG	4	CN	
Bryelmis siskiyou	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Elmidae			Bryelmis	Bryelmis siskiyou					CG	4	CN	
Buenoa	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa						P		CB	
Buenoa	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa						P		CB	
Buenoa arida	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa arida					P		CB	
Buenoa arida	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa arida					P		CB	
Buenoa arizonis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa arizonis					P		CB	
Buenoa arizonis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa arizonis					P		CB	
Buenoa confusa	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa confusa					P		CB	
Buenoa confusa	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa confusa					P		CB	
Buenoa hungerfordi	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa hungerfordi					P		CB	
Buenoa hungerfordi	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa hungerfordi					P		CB	
Buenoa macrotibialis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa macrotibialis					P		CB	
Buenoa macrotibialis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa macrotibialis					P		CB	
Buenoa margaritacea	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa margaritacea					P		CB	
Buenoa margaritacea	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa margaritacea					P		CB	
Buenoa omani	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa omani					P		CB	
Buenoa omani	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa omani					P		CB	
Buenoa scimitra	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa scimitra					P		CB	
Buenoa scimitra	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa scimitra					P		CB	
Buenoa uhleri	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa uhleri					P		CB	
Buenoa uhleri	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Hemiptera			Notonectidae			Buenoa	Buenoa uhleri					P		CB	
Byssanodonta	X	Benthic macroinvertebrates	Mollusca			Bivalvia	Heterodonta		Veneroida			Sphaeriidae			Byssanodonta						CF			
Caecidotea	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Malacostraca			Isopoda			Asellidae			Caecidotea						CG	8		
Caecidotea communis	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Malacostraca			Isopoda			Asellidae			Caecidotea	Caecidotea communis					CG			
Caecidotea occidentalis	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Malacostraca			Isopoda			Asellidae			Caecidotea	Caecidotea occidentalis					CG	8		
Caecidotea racovitzai	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Malacostraca			Isopoda			Asellidae			Caecidotea	Caecidotea racovitzai					CG	8		
Caecidotea sequoiae	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Malacostraca			Isopoda			Asellidae			Caecidotea	Caecidotea sequoiae					CG	8		
