StationID_Master	CanonicalStationID	WaterbodyName	WaterbodyType	FinalLatitude	FinalLongitude	Coastal	CARefSite_2017	GIS_County	GIS_State	GIS_EcoL3Code	GIS_EcoL3Name	COMID_NHD2	COMID_NHD2_Notes	StationComment
1	1	Penasquitos		32.94	-117.06	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331212		
1. Point Loma	1. Point Loma	Pueblo San Diego		32.71	-117.22	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332102		
10	10	Otay River	Rivers/Streams	32.67	-117.17	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332064		
10. Ferry Landing	10. Ferry Landing	Otay		32.69	-117.16	1	0	San Diego	California	85	Southern California/Northern Baja Coast	20332064		
101	101	Penasquitos		32.93	-117.06	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331242		
103	103	Penasquitos		32.93	-117.06	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331242		
105	105	Penasquitos		32.94	-117.06	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331166		
106	106	Penasquitos		32.94	-117.04	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331202		
108	108	Penasquitos		32.95	-117.03	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331194		
109	109	Penasquitos		32.95	-117.02	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331142		
11	11	Otay River	Rivers/Streams	32.68	-117.18	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332046		
1-Jan	1-Jan	San Diego River	Rivers/Streams	32.8	-116.95	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333074		
111	111	Penasquitos		32.95	-117.01	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331142		
114	114	Penasquitos		32.95	-117.05	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331156		
115	115	Penasquitos		32.96	-117.05	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331156		
118	118	Penasquitos		32.96	-117.06	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331162		
119	119	Penasquitos		32.97	-117.06	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331162		
11B-46	11B-46	Carlsbad		33.16	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341871		
11B-48	11B-48	Carlsbad		33.16	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341871		
11D-50	11D-50	Carlsbad		33.15	-117.3	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341917		
121	121	Penasquitos		32.98	-117.06	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331118		
123	123	Penasquitos		32.99	-117.05	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331118		
124	124	Penasquitos		32.96	-117.04	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331150		
125	125	Penasquitos		32.97	-117.04	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331150		
128	128	Penasquitos		32.97	-117.03	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331126		
129	129	San Dieguito River	Rivers/Streams	33	-117.03	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20328676		
13	13	Otay River	Rivers/Streams	32.68	-117.17	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332064		
130	130	San Dieguito River	Rivers/Streams	33	-117.04	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20328676		
131	131	San Dieguito River	Rivers/Streams	33	-117.02	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20329174		
132	132	San Dieguito River	Rivers/Streams	33	-117.02	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20328684		
133	133	San Dieguito River	Rivers/Streams	33.01	-117.03	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20328684		
134	134	Penasquitos		33.01	-117.03	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20328684		
135	135	San Dieguito River	Rivers/Streams	33.01	-117.04	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20328684		
136	136	San Dieguito River	Rivers/Streams	33.01	-117.04	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20328684		
138	138	San Dieguito River	Rivers/Streams	33.02	-117.04	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20328684		
14	14	San Diego River	Rivers/Streams	32.8	-116.97	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333122		
140	140	San Dieguito River	Rivers/Streams	33.03	-117.04	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20328640		
141	141	San Dieguito River	Rivers/Streams	33.02	-117.02	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20328652		
16	16	Penasquitos		32.95	-117.06	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331162		
16C-61	16C-61	Carlsbad		33.14	-117.33	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341915		
17	17	San Diego River	Rivers/Streams	32.81	-116.96	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333060		
17-1	17-1	San Diego River	Rivers/Streams	32.81	-116.96	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333060		
17B-46	17B-46	Carlsbad		33.15	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341917		
17B-47	17B-47	Carlsbad		33.15	-117.3	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341917		
17B-52	17B-52	Carlsbad		33.15	-117.3	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341917		
17B-8	17B-8	Carlsbad		33.15	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341917		
17C-83	17C-83	Carlsbad		33.14	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342657		
17D-21	17D-21	Carlsbad		33.14	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341917		
17D-22	17D-22	Carlsbad		33.14	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341917		
17D-37	17D-37	Carlsbad		33.14	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341917		
17D-7	17D-7	Carlsbad		33.14	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341917		
18	18	San Diego River	Rivers/Streams	32.81	-116.97	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333052		
18A	18A	Penasquitos		32.96	-117.03	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331150		
18A-01	18A	Penasquitos		32.96	-117.03	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331150		
18A-02	18A	Penasquitos		32.96	-117.03	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331150		
18D-33A	18D-33A	Carlsbad		33.15	-117.29	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341909		
18D-6	18D-6	Carlsbad		33.14	-117.29	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341921		
19C-1	19C-1	Carlsbad		33.14	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341921		
1b	1b	Otay River	Rivers/Streams	32.69	-117.18	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332104		
1c	1c	Otay River	Rivers/Streams	32.69	-117.18	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332104		
1C-21	1C-21	Carlsbad		33.17	-117.34	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342621		
1d	1d	Otay River	Rivers/Streams	32.68	-117.18	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332046		
1D-20	1D-20	Carlsbad		33.18	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341853		
1D-21	1D-21	Carlsbad		33.18	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341853		
2. Shelter Island	2. Shelter Island	Pueblo San Diego		32.71	-117.22	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332102		
20	20	San Diego River	Rivers/Streams	32.79	-116.96	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333122		
21	21	San Diego River	Rivers/Streams	32.79	-116.97	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333122		
21A	21A	Penasquitos		32.95	-117.02	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331142		
21B	21A	Penasquitos		32.95	-117.02	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331142		
21C-14	21C-14	Carlsbad		33.13	-117.33	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342643		
22	22	San Diego River	Rivers/Streams	32.78	-116.96	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333122		
22B-11	22B-11	Carlsbad		33.14	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	24845754		
23	23	San Diego River	Rivers/Streams	32.78	-116.97	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333122		
24	24	San Diego River	Rivers/Streams	32.78	-116.96	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333122		
25	25	San Diego River	Rivers/Streams	32.77	-116.95	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20334478		
25D-2	25D-2	Carlsbad		33.13	-117.25	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342573		
26	26	San Diego River	Rivers/Streams	32.81	-116.95	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333074		
27	27	San Diego River	Rivers/Streams	32.8	-116.95	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333074		
27B-47	27B-47	Carlsbad		33.13	-117.33	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342643		
27B-75	27B-75	Carlsbad		33.12	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342643		
27D-17	27D-17	Carlsbad		33.12	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342643		
27D-17-2	27D-17-2	Carlsbad		33.12	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
27D-31A	27D-31A	Carlsbad		33.12	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342643		
28	28	San Diego River	Rivers/Streams	32.8	-116.95	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20333074		
28C-70	28C-70	Carlsbad		33.12	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342643		
28C-73	28C-73	Carlsbad		33.12	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342643		
28C-8	28C-8	Carlsbad		33.12	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342643		
29B-39	29B-39	Carlsbad		33.13	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341927		
29B-44	29B-44	Carlsbad		33.13	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341927		
3. America's Cup Harbor	3. America's Cup Harbor	Pueblo San Diego		32.72	-117.22	1	0	San Diego	California	85	Southern California/Northern Baja Coast	20332102		
30A-16	30A-16	Carlsbad		33.13	-117.27	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341927		
30A-38	30A-38	Carlsbad		33.13	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341927		
30A-46	30A-46	Carlsbad		33.13	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341927		
30A-64	30A-64	Carlsbad		33.13	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341927		
30B-19	30B-19	Carlsbad		33.13	-117.27	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341927		
31525RCGA	31525RCGA	Rincon to Goleta		34.39	-119.69	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596197		
31526SBCP	31526SBCP	Santa Barbara Channel Oil Platform		34.34	-119.62	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596193		
31527GPTC	31527GPTC	Goleta to Pt Conception		34.42	-119.97	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596173		
315ABHxxx	315ABH	Arroyo Burro Creek at Hope Street	Rivers/Streams	34.43	-119.74	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596153		
315ABU	315ABU	Arroyo Burro at Cliff Drive		34.4	-119.73	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595459		
315ABUxxx	315ABU	Arroyo Burro at Cliff Drive		34.4	-119.73	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595459		
315ANN	315ANN	Glenn Annie Creek at Los Carneros Road	Rivers/Streams	34.43	-119.85	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595369		
315ANNxxx	315ANN	Glenn Annie Creek at Los Carneros Road	Rivers/Streams	34.43	-119.85	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595369		
315APC	315APC	Arroyo Paredon Creek at Via Real	Rivers/Streams	34.41	-119.55	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595455		
315APCxxx	315APC	Arroyo Paredon Creek at Via Real	Rivers/Streams	34.41	-119.55	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595455		
315ARH101	315ARH101	Arroyo Hondo ~0.5mi above Hwy 101		34.48	-120.14	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17594741		
315ATA	315ATA	Atascadero Creek at Ward Drive	Rivers/Streams	34.42	-119.81	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595429		
315ATAxxx	315ATA	Atascadero Creek at Ward Drive	Rivers/Streams	34.42	-119.81	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595429		
315ATU	315ATU	Atascadero Creek @ Patterson Avenue	Rivers/Streams	34.42	-119.8	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595395		
315ATUxxx	315ATU	Atascadero Creek @ Patterson Avenue	Rivers/Streams	34.42	-119.8	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595395		
315BEL	315BEL	Bell Ck on Bacara Resort Access Road		34.43	-119.91	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595359		
315BELxxx	315BEL	Bell Ck on Bacara Resort Access Road		34.43	-119.91	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595359		
315CAP	315CAP	El Capitan Creek below Highway 101	Rivers/Streams	34.46	-120.02	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17594801		
315CAPxxx	315CAP	El Capitan Creek below Highway 101	Rivers/Streams	34.46	-120.02	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17594801		
315CAU	315CAU	Carpinteria Creek at Highway 192	Rivers/Streams	34.4	-119.48	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596157		
315CAUxxx	315CAU	Carpinteria Creek at Highway 192	Rivers/Streams	34.4	-119.48	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596157		
315CCDxxx	315CCD	Carpinteria Creek Downstream	Rivers/Streams	34.39	-119.51	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596159		
315CCUxxx	315CCU	Carpinteria Creek Upstream	Rivers/Streams	34.39	-119.51	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596159		
315CRP	315CRP	Carpinteria Creek at 8th Street foot bridge	Rivers/Streams	34.39	-119.51	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596159		
315CRPxxx	315CRP	Carpinteria Creek at 8th Street foot bridge	Rivers/Streams	34.39	-119.51	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596159		
315DEVxxx	315DEV	Devereux Slough at Golf Course culvert		34.41	-119.87	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595433		
315DOS	315DOS	Dos Pueblos Canyon Creek at Highway 101	Rivers/Streams	34.44	-119.95	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595317		
315FRC	315FRC	Franklin Creek at 7th Street	Rivers/Streams	34.4	-119.52	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595477		
315FRCMVD	315FRCMVD	Franklin Creek 300 feet below Meadow View Road	Rivers/Streams	34.4	-119.51	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595477		
315FRCMVU	315FRCMVU	Franklin Creek 300 feet above Meadow View Road	Rivers/Streams	34.4	-119.51	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595477		
315FRCxxx	315FRC	Franklin Creek at 7th Street	Rivers/Streams	34.4	-119.52	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595477		
315GAV	315GAV	Canada de la Gaviota at State Park entrance		34.47	-120.22	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17594763		
315GAVxxx	315GAV	Canada de la Gaviota at State Park entrance		34.47	-120.22	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17594763		
315MIS	315MIS	Mission Creek at Montecito Street	Rivers/Streams	34.41	-119.69	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595453		
315MISxxx	315MIS	Mission Creek at Montecito Street	Rivers/Streams	34.41	-119.69	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595453		
315MIU	315MIU	Mission Creek at Foothill Road	Rivers/Streams	34.44	-119.7	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595453		
315MIUxxx	315MIU	Mission Creek at Foothill Road	Rivers/Streams	34.44	-119.7	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595453		
315MTC	315MTC	Montecito Creek at Jamison Lane	Rivers/Streams	34.42	-119.63	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595449		
315MTCxxx	315MTC	Montecito Creek at Jamison Lane	Rivers/Streams	34.42	-119.63	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595449		
315RIN	315RIN	Rincon Creek at Bates Road	Rivers/Streams	34.37	-119.47	0	0	Ventura	California	85	Southern California/Northern Baja Coast	17596161		
315RINxxx	315RIN	Rincon Creek at Bates Road	Rivers/Streams	34.37	-119.47	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17596161		
315RSB	315RSB	Canada del Refugio above Highway 101		34.46	-120.06	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17594785		
315RSBxxx	315RSB	Canada del Refugio above Highway 101		34.46	-120.06	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17594785		
315SBRB03	315SBRB03	Santa Barbara Harbor random site 3	Bay(s) & Harbors	34.4	-119.69	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596197		
315SBRB11	315SBRB11	Santa Barbara Harbor random site 11	Bay(s) & Harbors	34.4	-119.69	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596197		
315SBRB13	315SBRB13	Santa Barbara Harbor random site 13	Bay(s) & Harbors	34.4	-119.69	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596197		
315SBRB19	315SBRB19	Santa Barbara Harbor random site 19	Bay(s) & Harbors	34.4	-119.69	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596197		
315SBRB27	315SBRB27	Santa Barbara Harbor random site 27	Bay(s) & Harbors	34.4	-119.69	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596197		
315SBRB29	315SBRB29	Santa Barbara Harbor random site 29	Bay(s) & Harbors	34.4	-119.68	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17596197		
315SCC	315SCC	Sycamore Creek at Punta Gorda	Rivers/Streams	34.42	-119.66	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595447		
315SCCxxx	315SCC	Sycamore Creek at Punta Gorda	Rivers/Streams	34.42	-119.66	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595447		
315SJCxxx	315SJC	San Jose Creek @ Kellogg Boulevard	Rivers/Streams	34.42	-119.82	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595405		
315SMCxxx	315SMC	Santa Monica Creek @ Carpenteria Avenue	Rivers/Streams	34.4	-119.52	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595473		
315SPC	315SPC	San Pedro Creek above Holister Road	Rivers/Streams	34.43	-119.83	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595383		
315SPCxxx	315SPC	San Pedro Creek above Holister Road	Rivers/Streams	34.43	-119.83	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595383		
315TCI	315TCI	Tecolote Creek @ Bacara Resort access Road	Rivers/Streams	34.43	-119.91	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595353		
315TCIxxx	315TCI	Tecolote Creek @ Bacara Resort access Road	Rivers/Streams	34.43	-119.91	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595353		
315TOR	315TOR	Toro Canyon Creek at  Via Real	Rivers/Streams	34.41	-119.56	0	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595451		
315TORxxx	315TOR	Toro Canyon Creek at  Via Real	Rivers/Streams	34.41	-119.56	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17595451		
31623NCHI	31623NCHI	Northern Channel Islands		33.98	-119.58	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17591358		
316CAW03A	316CAW03A	Canada Del Puerto Near mouth (Santa Cruz Island)	Rivers/Streams	34.01	-119.68	1	0	Santa Barbara	California	85	Southern California/Northern Baja Coast	17590276		
31A	31A	Sweetwater River	Rivers/Streams	32.66	-117.08	0	0	San Diego	California	85	Southern California/Northern Baja Coast	948070401		
31B-34	31B-34	Carlsbad		33.13	-117.24	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342573		
32a	32a	Otay River	Rivers/Streams	32.69	-117.16	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332064		
33a	33a	Otay River	Rivers/Streams	32.69	-117.16	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332064		
33b	33b	Otay River	Rivers/Streams	32.69	-117.16	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332064		
35A-12	35A-12	Carlsbad		33.11	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20342643		
35C-11	35C-11	Carlsbad		33.11	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
35C-51A	35C-51A	Carlsbad		33.11	-117.32	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
35C-61A	35C-61A	Carlsbad		33.11	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
35C-85	35C-85	Carlsbad		33.11	-117.31	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
36A	36A	Penasquitos		32.97	-117.02	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20331124		
36B-2	36B-2	Carlsbad		33.12	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
36B-4	36B-4	Carlsbad		33.12	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
36B-43	36B-43	Carlsbad		33.12	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
36B-6	36B-6	Carlsbad		33.12	-117.29	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
36B-74	36B-74	Carlsbad		33.12	-117.29	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
36B-95	36B-95	Carlsbad		33.12	-117.29	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
37a	37a	Otay River	Rivers/Streams	32.7	-117.18	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332104		
37A-10	37A-10	Carlsbad		33.11	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
37A-17	37A-17	Carlsbad		33.12	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
37A-70	37A-70	Carlsbad		33.11	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
37b	37b	Otay River	Rivers/Streams	32.7	-117.18	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332064		
37B-19	37B-19	Carlsbad		33.11	-117.27	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
37B-22	37B-22	Carlsbad		33.11	-117.27	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
37B-6	37B-6	Carlsbad		33.12	-117.27	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
37B-82	37B-82	Carlsbad		33.12	-117.27	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
37c	37c	Otay River	Rivers/Streams	32.69	-117.18	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332064		
37C-28	37C-28	Carlsbad		33.11	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
37C-29	37C-29	Carlsbad		33.11	-117.28	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20341941		
3c	3c	Otay River	Rivers/Streams	32.69	-117.18	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332064		
4. Laurel Street	4. Laurel Street	Pueblo San Diego		32.72	-117.17	0	0	San Diego	California	85	Southern California/Northern Baja Coast	20332040		
40124VTRC	40124VTRC	Ventura to Rincon	Coastal & Bay Shoreline	34.25	-119.31	1	0	Ventura	California	85	Southern California/Northern Baja Coast	948070379		
401JCCARx	401JCCARx	Javon Canyon Creek Above Road	Rivers/Streams	34.34	-119.39	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586930		
401JCCBRx	401JCCBRx	Javon Canyon Creek Below Road	Rivers/Streams	34.34	-119.39	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586938		
401PJC1xx	401PJC1xx	Padre Juan Canyon Creek Below Spill	Rivers/Streams	34.33	-119.38	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586954		
401PJC2xx	401PJC2xx	Padre Juan Canyon Creek ~ 300 m. below spill	Rivers/Streams	34.32	-119.38	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586954		
401PJC3xx	401PJC3xx	Padre Juan Canyon Creek Above spill	Rivers/Streams	34.34	-119.37	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586954		
401PJC4xx	401PJC4xx	Padre Juan Canyon Creek Above PJC3	Rivers/Streams	34.34	-119.36	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586926		
401VCJVCL	401VCJVCL	Javon Canyon Lower	Rivers/Streams	34.33	-119.4	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586938		
401VCJVCU	401VCJVCU	Javon Canyon Upper	Rivers/Streams	34.33	-119.4	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586938		
401VCMADL	401VCMADL	Madranio Lower	Rivers/Streams	34.34	-119.41	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586920		
401VCMADU	401VCMADU	Madranio Upper	Rivers/Streams	34.34	-119.41	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586920		
401VCPJCL	401VCPJCL	Padre Juan Canyon Lower	Rivers/Streams	34.31	-119.39	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586954		
401VCPJCU	401VCPJCU	Padre Juan Canyon Upper	Rivers/Streams	34.32	-119.38	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586954		
401VCSAUL	401VCSAUL	Los Sauces Lower	Rivers/Streams	34.34	-119.42	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586906		
401VCSAUU	401VCSAUU	Los Sauces Upper	Rivers/Streams	34.35	-119.41	1	0	Ventura	California	85	Southern California/Northern Baja Coast	17586906		
402BA0031	SMC00031	Ventura River Random Site 31	Rivers/Streams	34.44	-119.29	0	0	Ventura	California	85	Southern California/Northern Baja Coast	17586626		
402BA0079	SMC00079	San Antonio Creek Random Site 79	Rivers/Streams	34.41	-119.27	0	0	Ventura	California	85	Southern California/Northern Baja Coast	17586810		
402BA0143	SMC00143	Ventura River Random Site 143	Rivers/Streams	34.36	-119.31	0	0	Ventura	California	85	Southern California/Northern Baja Coast	17587720		
