StationID_Master	BMISampleID	CollDate	BestID	SumOfResult_Value	Genus	Family	SpecCondTolVal
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/10/2000_1	11/10/2000 0:00:00	Rhyacophila	1.00	Rhyacophila	Rhyacophilidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/10/2000_1	11/10/2000 0:00:00	Simulium	226.00	Simulium	Simuliidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/10/2000_1	11/10/2000 0:00:00	Tanypodinae	10.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/10/2000_1	11/10/2000 0:00:00	Tanytarsini	14.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/10/2000_1	11/10/2000 0:00:00	Tinodes	1.00	Tinodes	Psychomyiidae	2
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/10/2000_1	11/10/2000 0:00:00	Tipula	2.00	Tipula	Tipulidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/10/2000_1	11/10/2000 0:00:00	Wormaldia	5.00	Wormaldia	Philopotamidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Argia	40.00	Argia	Coenagrionidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Baetis	112.00	Baetis	Baetidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Caloparyphus	6.00	Caloparyphus	Stratiomyidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Cheumatopsyche	12.00	Cheumatopsyche	Hydropsychidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Coenagrionidae	16.00		Coenagrionidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Cordulegaster dorsalis	1.00	Cordulegaster	Cordulegastridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Dixa	2.00	Dixa	Dixidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Helicopsyche	2.00	Helicopsyche	Helicopsychidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Hydropsyche	131.00	Hydropsyche	Hydropsychidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Hydropsychidae	25.00		Hydropsychidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Hydroptila	7.00	Hydroptila	Hydroptilidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Hydroptilidae	1.00		Hydroptilidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Lepidostoma	15.00	Lepidostoma	Lepidostomatidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Malenka	1.00	Malenka	Nemouridae	2
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Maruina lanceolata	2.00	Maruina	Psychodidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Ochthebius	1.00	Ochthebius	Hydraenidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Orthocladiinae	24.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Simuliidae	387.00		Simuliidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Tanytarsini	15.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_11/14/1998_1	11/14/1998 0:00:00	Tipula	3.00	Tipula	Tipulidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Argia	24.00	Argia	Coenagrionidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Baetis	287.00	Baetis	Baetidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Chelifera/ Metachela	1.00		Empididae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Dixa	1.00	Dixa	Dixidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Dixidae	1.00		Dixidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Empididae	1.00		Empididae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Fallceon quilleri	1.00	Fallceon	Baetidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Helicopsyche	2.00	Helicopsyche	Helicopsychidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Helochares normatus	1.00	Helochares	Hydrophilidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Hyalella	1.00	Hyalella	Hyalellidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Hydropsyche	72.00	Hydropsyche	Hydropsychidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Hydropsychidae	4.00		Hydropsychidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Hydroptila	7.00	Hydroptila	Hydroptilidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Lepidostoma	13.00	Lepidostoma	Lepidostomatidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Limonia	1.00	Limonia	Tipulidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Malenka	79.00	Malenka	Nemouridae	2
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Orthocladiinae	202.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Rhyacophila	9.00	Rhyacophila	Rhyacophilidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Scirtidae	1.00		Scirtidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Simuliidae	77.00		Simuliidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Tanypodinae	4.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Tanytarsini	15.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/13/1999_1	5/13/1999 0:00:00	Tipulidae	1.00		Tipulidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Agabinus	1.00	Agabinus	Dytiscidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Agabus	3.00	Agabus	Dytiscidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Argia	15.00	Argia	Coenagrionidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Baetis	144.00	Baetis	Baetidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Chelifera/ Metachela	3.00		Empididae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Chironomini	4.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Cordulegaster dorsalis	1.00	Cordulegaster	Cordulegastridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Dixa	1.00	Dixa	Dixidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Empididae	2.00		Empididae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Erioptera	1.00	Erioptera	Tipulidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Fallceon quilleri	2.00	Fallceon	Baetidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Hydropsyche	27.00	Hydropsyche	Hydropsychidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Lepidostoma	2.00	Lepidostoma	Lepidostomatidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Orthocladiinae	116.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Probezzia	16.00	Probezzia	Ceratopogonidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Simuliidae	280.00		Simuliidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Tanypodinae	1.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Tanytarsini	137.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/21/1998_1	5/21/1998 0:00:00	Tipula	1.00	Tipula	Tipulidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Amiocentrus aspilus	2.00	Amiocentrus	Brachycentridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Anacaena	1.00	Anacaena	Hydrophilidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Argia	14.00	Argia	Coenagrionidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Baetis	114.00	Baetis	Baetidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Chelifera/ Metachela	11.00		Empididae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Chironomidae	1.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Chironomini	13.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Cordulegaster dorsalis	1.00	Cordulegaster	Cordulegastridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Dixa	2.00	Dixa	Dixidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Empididae	2.00		Empididae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Euparyphus	4.00	Euparyphus	Stratiomyidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Helichus	1.00	Helichus	Dryopidae	2
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Hemerodromia	1.00	Hemerodromia	Empididae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Hexatoma	1.00	Hexatoma	Tipulidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Hyalella	2.00	Hyalella	Hyalellidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Hydropsyche	64.00	Hydropsyche	Hydropsychidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Hydropsychidae	10.00		Hydropsychidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Hydroptila	19.00	Hydroptila	Hydroptilidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Hydroptilidae	2.00		Hydroptilidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Lepidostoma	45.00	Lepidostoma	Lepidostomatidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Meringodixa chalonensis	2.00	Meringodixa	Dixidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Nemouridae	5.00		Nemouridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Ochrotrichia	2.00	Ochrotrichia	Hydroptilidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Orthocladiinae	217.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Perlidae	1.00		Perlidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Rhyacophila	1.00	Rhyacophila	Rhyacophilidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Simuliidae	24.00		Simuliidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Simulium	66.00	Simulium	Simuliidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Tanypodinae	16.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Tanytarsini	35.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Tipula	1.00	Tipula	Tipulidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2000_1	5/22/2000 0:00:00	Zapada	64.00	Zapada	Nemouridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Amiocentrus aspilus	2.00	Amiocentrus	Brachycentridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Apatania	12.00	Apatania	Apataniidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Argia	39.00	Argia	Coenagrionidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Baetis	137.00	Baetis	Baetidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Belostomatidae	1.00		Belostomatidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Chironomini	5.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Cordulegaster dorsalis	1.00	Cordulegaster	Cordulegastridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Dixa	4.00	Dixa	Dixidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Empididae	1.00		Empididae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Fallceon quilleri	1.00	Fallceon	Baetidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Hetaerina americana	1.00	Hetaerina	Calopterygidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Hyalella	1.00	Hyalella	Hyalellidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Hydropsyche	77.00	Hydropsyche	Hydropsychidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Hydropsychidae	17.00		Hydropsychidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Isoperla	1.00	Isoperla	Perlodidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Lepidostoma	2.00	Lepidostoma	Lepidostomatidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Malenka	37.00	Malenka	Nemouridae	2
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Maruina lanceolata	1.00	Maruina	Psychodidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Nemotelus	1.00	Nemotelus	Stratiomyidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Neotrichia	1.00	Neotrichia	Hydroptilidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Orthocladiinae	272.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Psychoda	1.00	Psychoda	Psychodidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Serratella	5.00	Serratella	Ephemerellidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Simulium	85.00	Simulium	Simuliidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Tanypodinae	7.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Tanytarsini	54.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_5/22/2001_1	5/22/2001 0:00:00	Wormaldia	9.00	Wormaldia	Philopotamidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Aeshnidae	1.00		Aeshnidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Amiocentrus aspilus	1.00	Amiocentrus	Brachycentridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Anacaena	1.00	Anacaena	Hydrophilidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Argia	9.00	Argia	Coenagrionidae	5
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Atrichopogon	1.00	Atrichopogon	Ceratopogonidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Baetis	178.00	Baetis	Baetidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Caloparyphus	11.00	Caloparyphus	Stratiomyidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Chironomini	2.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Coenagrionidae	22.00		Coenagrionidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Cordulegaster dorsalis	5.00	Cordulegaster	Cordulegastridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Corduliidae	1.00		Corduliidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Dixa	10.00	Dixa	Dixidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Dixidae	1.00		Dixidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Fallceon quilleri	4.00	Fallceon	Baetidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Gumaga	1.00	Gumaga	Sericostomatidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Hexatoma	1.00	Hexatoma	Tipulidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Holorusia hespera	1.00	Holorusia	Tipulidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Hydropsyche	354.00	Hydropsyche	Hydropsychidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Hydroptila	6.00	Hydroptila	Hydroptilidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Lepidostoma	23.00	Lepidostoma	Lepidostomatidae	1
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Limonia	5.00	Limonia	Tipulidae	3
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Malenka	29.00	Malenka	Nemouridae	2
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Maruina lanceolata	3.00	Maruina	Psychodidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Mystacides	1.00	Mystacides	Leptoceridae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Myxosargus	1.00	Myxosargus	Stratiomyidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Orthocladiinae	127.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Pedicia	4.00	Pedicia	Tipulidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Peltodytes	1.00	Peltodytes	Haliplidae	4
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Simuliidae	55.00		Simuliidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Tabanidae	1.00		Tabanidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Tanypodinae	7.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Tanytarsini	5.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_CSBP_Trans_9/6/1998_1	9/6/1998 0:00:00	Wiedemannia	1.00	Wiedemannia	Empididae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Agabus	1.00	Agabus	Dytiscidae	3
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Apedilum	2.00	Apedilum	Chironomidae	5
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Baetidae	2.00		Baetidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Baetis adonis	147.00	Baetis	Baetidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Brillia	7.00	Brillia	Chironomidae	2
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Chironomidae	2.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Coenagrionidae	2.00		Coenagrionidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Cricotopus	2.00	Cricotopus	Chironomidae	4
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Dasyhelea	10.00	Dasyhelea	Ceratopogonidae	6
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Dixa	7.00	Dixa	Dixidae	4
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Dytiscidae	2.00		Dytiscidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Eukiefferiella	2.00	Eukiefferiella	Chironomidae	4
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Fallceon quilleri	8.00	Fallceon	Baetidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Hydrophilidae	15.00		Hydrophilidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Hydropsyche	3.00	Hydropsyche	Hydropsychidae	3
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Hydropsychidae	5.00		Hydropsychidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Hydroptila	1.00	Hydroptila	Hydroptilidae	4
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Limnophyes	43.00	Limnophyes	Chironomidae	6
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Micropsectra	90.00	Micropsectra	Chironomidae	6
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Nemouridae	1.00		Nemouridae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Orthocladiinae	22.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Orthocladius complex	2.00		Chironomidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Paracladopelma	1.00	Paracladopelma	Chironomidae	3
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Paraphaenocladius	3.00	Paraphaenocladius	Chironomidae	
903SLKYS3	903SLKYS3_BMI_RWB_5/7/2008_1	5/7/2008 0:00:00	Pentaneura	1.00	Pentaneura	Chironomidae	5
