StationID_Master	BMISampleID	CollDate	BestID	SumOfResult_Value	Genus	Family	SpecCondTolVal
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Caloparyphus/ Euparyphus	2.00		Stratiomyidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Chironomini	1.00		Chironomidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Coenagrionidae	1.00		Coenagrionidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Limonia	16.00	Limonia	Tipulidae	3
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Orthocladiinae	161.00		Chironomidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Psychoda	7.00	Psychoda	Psychodidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Tanytarsini	4.00		Chironomidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Tipula	20.00	Tipula	Tipulidae	5
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Agabus	4.00	Agabus	Dytiscidae	3
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Argia	1.00	Argia	Coenagrionidae	5
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Baetidae	2.00		Baetidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Baetis	240.00	Baetis	Baetidae	4
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Blephariceridae	1.00		Blephariceridae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Caenis	8.00	Caenis	Caenidae	2
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Caloparyphus/ Euparyphus	4.00		Stratiomyidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Chironomini	204.00		Chironomidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Chloroperlidae	1.00		Chloroperlidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Culicidae	1.00		Culicidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Dasyhelea	17.00	Dasyhelea	Ceratopogonidae	6
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Diphetor hageni	8.00	Diphetor	Baetidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Dolichopodidae	1.00		Dolichopodidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Drunella	5.00	Drunella	Ephemerellidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Epeorus	1.00	Epeorus	Heptageniidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Euparyphus	6.00	Euparyphus	Stratiomyidae	5
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Gumaga	1.00	Gumaga	Sericostomatidae	1
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Hydropsyche	1.00	Hydropsyche	Hydropsychidae	3
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Isoperla denningi	1.00	Isoperla	Perlodidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Lepidostoma	2.00	Lepidostoma	Lepidostomatidae	1
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Malenka	2.00	Malenka	Nemouridae	2
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Orthocladiinae	168.00		Chironomidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Paraleptophlebia	9.00	Paraleptophlebia	Leptophlebiidae	1
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Perlodidae	1.00		Perlodidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Psychoda	5.00	Psychoda	Psychodidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Rhyacophila	2.00	Rhyacophila	Rhyacophilidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Sanfilippodytes	2.00	Sanfilippodytes	Dytiscidae	2
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Simulium	8.00	Simulium	Simuliidae	4
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Tanypodinae	1.00		Chironomidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Tanytarsini	19.00		Chironomidae	
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Tinodes	2.00	Tinodes	Psychomyiidae	2
315ABHxxx	315ABHxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Zaitzevia	3.00	Zaitzevia	Elmidae	3
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Baetidae	2.00		Baetidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Chironomini	37.00		Chironomidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Corixidae	1.00		Corixidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Culicidae	2.00		Culicidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Dasyhelea	1.00	Dasyhelea	Ceratopogonidae	6
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Hydrophilidae	2.00		Hydrophilidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Notonecta	1.00	Notonecta	Notonectidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Oreodytes	1.00	Oreodytes	Dytiscidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Orthocladiinae	25.00		Chironomidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Peltodytes	3.00	Peltodytes	Haliplidae	4
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Sanfilippodytes	1.00	Sanfilippodytes	Dytiscidae	2
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Tanypodinae	3.00		Chironomidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Tanytarsini	20.00		Chironomidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Tipula	1.00	Tipula	Tipulidae	5
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Tropisternus	8.00	Tropisternus	Hydrophilidae	5
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Aeshnidae	3.00		Aeshnidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Agabus	2.00	Agabus	Dytiscidae	3
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Argia	3.00	Argia	Coenagrionidae	5
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Baetis	8.00	Baetis	Baetidae	4
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Callibaetis	6.00	Callibaetis	Baetidae	4
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Chironomidae	131.00		Chironomidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Coenagrionidae	3.00		Coenagrionidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Corixidae	5.00		Corixidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Culex	34.00	Culex	Culicidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Cymbiodyta	2.00	Cymbiodyta	Hydrophilidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Dixella	1.00	Dixella	Dixidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Eucorethra underwoodi	3.00	Eucorethra	Chaoboridae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Gyrinus	1.00	Gyrinus	Gyrinidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Peltodytes	1.00	Peltodytes	Haliplidae	4
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Scathophagidae	1.00		Scathophagidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Sigara	12.00	Sigara	Corixidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Simulium	1.00	Simulium	Simuliidae	4
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Syrphidae	1.00		Syrphidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Tipula	1.00	Tipula	Tipulidae	5
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Archilestes	1.00	Archilestes	Lestidae	2
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Argia	2.00	Argia	Coenagrionidae	5
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Baetis	2.00	Baetis	Baetidae	4
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Berosus	1.00	Berosus	Hydrophilidae	1
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Caenis	1.00	Caenis	Caenidae	2
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Callibaetis	1.00	Callibaetis	Baetidae	4
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Caloparyphus/ Euparyphus	1.00		Stratiomyidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Chironomini	13.00		Chironomidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Dolichopodidae	1.00		Dolichopodidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Dytiscidae	3.00		Dytiscidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Fallceon quilleri	1.00	Fallceon	Baetidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Gyrinus	1.00	Gyrinus	Gyrinidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Hyalella	1.00	Hyalella	Hyalellidae	5
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Lepidostoma	1.00	Lepidostoma	Lepidostomatidae	1
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Neoclypeodytes	1.00	Neoclypeodytes	Dytiscidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Orthocladiinae	349.00		Chironomidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Paraleptophlebia	5.00	Paraleptophlebia	Leptophlebiidae	1
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Peltodytes	3.00	Peltodytes	Haliplidae	4
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Probezzia	6.00	Probezzia	Ceratopogonidae	3
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Sanfilippodytes	7.00	Sanfilippodytes	Dytiscidae	2
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Scatella	17.00	Scatella	Ephydridae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Scathophagidae	1.00		Scathophagidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Simulium	10.00	Simulium	Simuliidae	4
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Stictotarsus	6.00	Stictotarsus	Dytiscidae	2
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Tanypodinae	2.00		Chironomidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Tanytarsini	22.00		Chironomidae	
315ABUxxx	315ABUxxx_BMI_CSBP_Trans_4/21/2001_1	4/21/2001 0:00:00	Tipula	1.00	Tipula	Tipulidae	5
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Agabus	1.00	Agabus	Dytiscidae	3
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Archilestes	4.00	Archilestes	Lestidae	2
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Baetis	31.00	Baetis	Baetidae	4
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Callibaetis	2.00	Callibaetis	Baetidae	4
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Chironomidae	167.00		Chironomidae	
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Culex	1.00	Culex	Culicidae	
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Diphetor hageni	1.00	Diphetor	Baetidae	
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Dytiscidae	1.00		Dytiscidae	
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Hyalella	1.00	Hyalella	Hyalellidae	5
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Hydropsyche	1.00	Hydropsyche	Hydropsychidae	3
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Hydroptila	1.00	Hydroptila	Hydroptilidae	4
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Libellulidae	1.00		Libellulidae	
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Psychoda	3.00	Psychoda	Psychodidae	
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Sanfilippodytes	1.00	Sanfilippodytes	Dytiscidae	2
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Sialis	2.00	Sialis	Sialidae	
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Simulium	17.00	Simulium	Simuliidae	4
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Stictotarsus	1.00	Stictotarsus	Dytiscidae	2
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Trichoclinocera	1.00	Trichoclinocera	Empididae	
315ABUxxx	315ABUxxx_BMI_RWB_4/28/2005_1	4/28/2005 0:00:00	Wormaldia	1.00	Wormaldia	Philopotamidae	1
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Agapetus	9.00	Agapetus	Glossosomatidae	1
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Baetidae	2.00		Baetidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Baetis	7.00	Baetis	Baetidae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Baetis tricaudatus	74.00	Baetis	Baetidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Brachycentridae	2.00		Brachycentridae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Brillia	17.00	Brillia	Chironomidae	2
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Caenis bajaensis	2.00	Caenis	Caenidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Calineuria californica	3.00	Calineuria	Perlidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Callibaetis	2.00	Callibaetis	Baetidae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Caloparyphus/ Euparyphus	5.00		Stratiomyidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Centroptilum	2.00	Centroptilum	Baetidae	1
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Chironomini	11.00		Chironomidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Corynoneura	3.00	Corynoneura	Chironomidae	3
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Diphetor hageni	87.00	Diphetor	Baetidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Dixella	1.00	Dixella	Dixidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Dytiscidae	1.00		Dytiscidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Eubrianax edwardsii	2.00	Eubrianax	Psephenidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Eukiefferiella	4.00	Eukiefferiella	Chironomidae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Fallceon quilleri	3.00	Fallceon	Baetidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Glossosomatidae	1.00		Glossosomatidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Gumaga	14.00	Gumaga	Sericostomatidae	1
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Heptageniidae	15.00		Heptageniidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Hydropsyche	5.00	Hydropsyche	Hydropsychidae	3
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Hydroptila	1.00	Hydroptila	Hydroptilidae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Labrundinia/ Nilotanypus	4.00		Chironomidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Larsia	1.00	Larsia	Chironomidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Lauterborniella	1.00	Lauterborniella	Chironomidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Lepidostoma	10.00	Lepidostoma	Lepidostomatidae	1
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Limonia	1.00	Limonia	Tipulidae	3
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Malenka	1.00	Malenka	Nemouridae	2
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Micrasema	18.00	Micrasema	Brachycentridae	2
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Micropsectra	9.00	Micropsectra	Chironomidae	6
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Nemouridae	4.00		Nemouridae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Neoplasta	2.00	Neoplasta	Empididae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Neotrichia	2.00	Neotrichia	Hydroptilidae	3
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Ochrotrichia	31.00	Ochrotrichia	Hydroptilidae	3
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Oecetis disjuncta	1.00	Oecetis	Leptoceridae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Orthocladiinae	13.00		Chironomidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Paraleptophlebia	11.00	Paraleptophlebia	Leptophlebiidae	1
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Parametriocnemus	6.00	Parametriocnemus	Chironomidae	3
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Peltodytes	1.00	Peltodytes	Haliplidae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Pentaneura	3.00	Pentaneura	Chironomidae	5
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Phaenopsectra	1.00	Phaenopsectra	Chironomidae	3
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Polypedilum	53.00	Polypedilum	Chironomidae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Psectrocladius	3.00	Psectrocladius	Chironomidae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Rheocricotopus	1.00	Rheocricotopus	Chironomidae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Rheotanytarsus	10.00	Rheotanytarsus	Chironomidae	3
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Rhyacophila betteni group	6.00	Rhyacophila	Rhyacophilidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Rhyacophila rotunda group	1.00	Rhyacophila	Rhyacophilidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Scatella	1.00	Scatella	Ephydridae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Simulium	48.00	Simulium	Simuliidae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Stempellinella	1.00	Stempellinella	Chironomidae	3
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Stictotarsus	7.00	Stictotarsus	Dytiscidae	2
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Stictotarsus striatellus	1.00	Stictotarsus	Dytiscidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Sweltsa	2.00	Sweltsa	Chloroperlidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Synorthocladius	1.00	Synorthocladius	Chironomidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Tanypodinae	3.00		Chironomidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Tanytarsini	9.00		Chironomidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Tanytarsus	4.00	Tanytarsus	Chironomidae	5
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Thienemanniella	3.00	Thienemanniella	Chironomidae	3
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Thienemannimyia group	3.00		Chironomidae	
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Tinodes	1.00	Tinodes	Psychomyiidae	2
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Tipula	1.00	Tipula	Tipulidae	5
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Tricorythodes	3.00	Tricorythodes	Leptohyphidae	4
315ARH101	315ARH101_BMI_RWB_6/14/2010_1	6/14/2010 0:00:00	Zavrelimyia/ Paramerina	1.00		Chironomidae	
315ATAxxx	315ATAxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Chironomini	71.00		Chironomidae	
315ATAxxx	315ATAxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Coenagrionidae	1.00		Coenagrionidae	
315ATAxxx	315ATAxxx_BMI_CSBP_Trans_3/26/2002_1	3/26/2002 0:00:00	Tanytarsini	18.00		Chironomidae	
315ATAxxx	315ATAxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Callibaetis	3.00	Callibaetis	Baetidae	4
315ATAxxx	315ATAxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Chironomidae	688.00		Chironomidae	
315ATAxxx	315ATAxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Coenagrionidae	2.00		Coenagrionidae	
315ATAxxx	315ATAxxx_BMI_CSBP_Trans_4/13/2004_1	4/13/2004 0:00:00	Corixidae	2.00		Corixidae	
