FEATUREID	AreaSqKM	P_High	P_Mod	P_VeryHigh	P_TotalFire
20342497	0.9657	NA	50.450714	49.54928767	100.0000017
20342499	3.5856	NA	81.99346191	18.0065382	100.0000001
20342501	4.3956	NA	50.98909181	49.0109083	100.0000001
20342505	4.8456	1.528746049	50.13814426	NA	51.66689031
20342507	2.3778	15.10390647	12.2294855	33.47222505	60.80561702
20342517	1.3599	26.78141109	18.181753	55.03683621	100.0000003
20342519	3.0915	0.005323386	9.179743952	90.81493058	99.99999792
20342521	3.6819	NA	0.07234081	91.19686938	91.26921019
20342523	7.4565	2.026733991	NA	97.97326541	99.9999994
20342525	13.3884	0.060997887	39.05622766	60.88277435	99.9999999
20342527	9.702	NA	21.90784447	78.09215443	99.9999989
20342529	4.7835	5.36695971	58.51933997	36.1137021	100.0000018
20342533	3.2148	NA	10.1314741	89.86820925	99.99968336
20342535	13.3254	2.913488059	30.16770373	2.01656014	35.09775193
20342537	5.0085	NA	8.621541179	89.57210937	98.19365055
20342545	2.6244	5.860101404	17.10606118	77.03383576	99.99999835
20342549	1.6506	10.08908661	9.958894237	54.28061325	74.3285941
20342555	12.9177	2.459173435	11.71385223	64.66635804	78.83938371
20342557	7.4151	0.496124152	3.990711085	24.99890906	29.4857443
20342559	0.2313	NA	2.823978108	27.05958797	29.88356608
20342563	6.417	1.064217714	5.11811276	57.75301371	63.93534419
20342565	3.6558	NA	NA	19.02435088	19.02435088
20342575	30.6972	0.163651629	3.114943451	4.549772884	7.828367963
20342579	10.5642	NA	NA	15.46183305	15.46183305
20342583	5.85	NA	1.53126901	77.9426219	79.47389091
20342587	8.9172	NA	NA	2.612039432	2.612039432
20342589	3.0609	5.912902412	2.897748678	91.18934845	99.99999954
20342591	2.3112	12.45725544	47.36806013	40.17468428	99.99999986
20342595	9.8946	9.146490528	20.73042376	7.326259654	37.20317394
20342603	0.1809	NA	11.68474826	88.31526016	100.0000084
20342611	0.054	20.42797781	79.5719633	NA	99.99994112
20342613	0.0441	NA	100.0000414	NA	100.0000414
20342617	0.0684	NA	100.0000101	NA	100.0000101
20342623	1.2735	0.354511744	2.004788343	97.64069934	99.99999943
20342631	1.8459	5.278606999	5.148202432	38.59439801	49.02120744
20342637	0.0684	NA	11.03969892	NA	11.03969892
20342639	2.9691	NA	2.432026983	NA	2.432026983
20342653	0.027	NA	0.015675944	NA	0.015675944
20342667	6.2046	NA	11.46528778	6.275227211	17.74051499
20342675	0.3915	NA	11.71263933	NA	11.71263933
20342687	1.4085	4.479226268	11.46535791	1.421264048	17.36584823
20342693	0.3987	4.058339192	94.42357525	1.518083101	99.99999754
20342695	0.36	NA	99.99999358	NA	99.99999358
20342697	0.1026	NA	100.0000181	NA	100.0000181
20342717	0.1017	25.71534624	74.28465025	NA	99.99999649
20342719	0.0018	NA	NA	100.0001866	100.0001866
20342727	0.8037	NA	NA	0.517183315	0.517183315
20342957	0.8424	NA	NA	94.15866924	94.15866924
20342961	3.5505	NA	NA	70.08914301	70.08914301
20342963	1.5939	NA	NA	70.32847893	70.32847893
20342965	2.5209	NA	NA	2.96746671	2.96746671
20342969	4.6953	NA	NA	69.33915784	69.33915784
20342971	2.2149	NA	NA	54.5688016	54.5688016
20342973	3.1716	NA	NA	55.77591488	55.77591488
20342979	6.8382	NA	NA	69.70118265	69.70118265
20342981	2.7432	NA	NA	92.82791109	92.82791109
20342983	1.0053	NA	NA	0.003392294	0.003392294
20342987	2.2257	NA	NA	3.061054876	3.061054876
20342989	0.8415	NA	NA	100.0000049	100.0000049
20342991	0.0756	NA	NA	88.46108695	88.46108695
20342995	1.0188	NA	NA	28.50635675	28.50635675
20342999	3.3543	NA	NA	56.69604264	56.69604264
20343001	2.6874	NA	NA	27.11314525	27.11314525
20343005	3.2364	NA	NA	66.88306779	66.88306779
20343007	1.5048	NA	NA	52.37679189	52.37679189
20343013	1.2186	NA	NA	98.01021645	98.01021645
20343015	4.3542	NA	NA	1.350400079	1.350400079
20343017	2.4057	NA	NA	32.69612992	32.69612992
20343021	1.647	NA	NA	5.542076591	5.542076591
20343025	2.2527	NA	NA	26.06738084	26.06738084
20343029	0.81	NA	NA	43.63242704	43.63242704
20343031	3.0492	NA	NA	63.91799881	63.91799881
20343033	1.2465	NA	NA	71.78745612	71.78745612
20343035	2.4084	NA	NA	6.302957558	6.302957558
20343037	4.9563	NA	NA	5.928639245	5.928639245
20343041	5.4927	NA	NA	7.666146134	7.666146134
20343043	1.5426	NA	NA	76.10355054	76.10355054
20343045	0.5787	NA	NA	0.736634617	0.736634617
20343047	2.3886	NA	NA	39.12937776	39.12937776
20343049	2.4255	NA	NA	73.53207738	73.53207738
20343051	0.0783	NA	NA	100.0000094	100.0000094
20343053	0.0963	NA	NA	100.0000039	100.0000039
20343057	1.0467	NA	NA	6.260196508	6.260196508
20343063	0.1656	NA	NA	99.99998743	99.99998743
20343065	0.6786	NA	NA	48.68390121	48.68390121
20343071	1.0044	NA	NA	99.99999668	99.99999668
20343073	1.8387	NA	NA	31.98510735	31.98510735
20343075	0.0216	NA	NA	99.99998448	99.99998448
20343077	0.0918	NA	NA	99.99999274	99.99999274
20343079	2.1636	NA	NA	93.2559381	93.2559381
20343081	0.45	NA	NA	31.99670487	31.99670487
20343083	2.124	NA	NA	100.0000031	100.0000031
20343085	3.0186	NA	NA	84.25457059	84.25457059
20343087	3.0447	NA	NA	57.21265472	57.21265472
20343091	4.5387	NA	NA	10.77518137	10.77518137
20343093	10.0368	NA	5.338825546	43.98479793	49.32362347
20343101	0.7866	NA	62.11513032	37.88486846	99.99999878
20343103	3.6972	NA	NA	15.50560466	15.50560466
20343105	5.3568	NA	NA	83.78409879	83.78409879
20343111	5.3343	NA	24.03819046	61.72119389	85.75938436
20343113	1.9683	NA	NA	65.92210857	65.92210857
20343115	2.3832	NA	NA	90.69700499	90.69700499
20343117	4.9293	NA	NA	99.45174839	99.45174839
20343121	0.2637	24.32044637	64.1299671	11.54960979	100.0000233
20343123	5.5827	NA	NA	84.2558531	84.2558531
20343127	0.9918	NA	26.12792176	72.12776181	98.25568358
20343129	1.2447	NA	43.68840812	56.31158982	99.99999794
20343131	3.6675	NA	NA	1.119228154	1.119228154
20343133	1.9323	NA	NA	8.300062769	8.300062769
20343137	10.3266	34.3277735	NA	12.95709999	47.28487348
20343139	4.0581	NA	NA	0.992636231	0.992636231
20343143	0.5616	32.23918404	24.33382232	43.42699731	100.0000037
20343145	0.9819	38.69812841	NA	61.30186911	99.99999751
20343147	3.1104	4.91465091	NA	60.16521428	65.07986519
20343149	1.0458	16.58659082	NA	82.41213795	98.99872877
20343151	0.0468	79.12531159	NA	20.87464157	99.99995316
20343153	5.1192	20.18176613	NA	47.19520518	67.37697131
20343157	2.0214	53.88640602	NA	12.60275681	66.48916282
20343159	1.3212	NA	NA	27.71115675	27.71115675
20343161	1.0485	16.06062889	NA	64.46082651	80.5214554
20343167	1.6722	10.51669936	45.9157976	38.80939785	95.24189481
20343169	1.683	NA	46.34398234	52.51384704	98.85782939
20343171	3.0825	NA	NA	34.49395399	34.49395399
20343173	3.8079	NA	NA	2.112850192	2.112850192
20343175	0.7596	NA	4.496639273	5.551634558	10.04827383
20343179	0.0108	NA	99.99982475	NA	99.99982475
20343181	0.9108	NA	98.87970098	1.120299726	100.0000007
20343183	4.6458	NA	NA	39.06344596	39.06344596
20343185	0.8532	NA	NA	11.34172652	11.34172652
20343191	5.6286	22.73550902	NA	31.2433483	53.97885731
20343193	0.2691	NA	NA	78.51342578	78.51342578
20343195	1.485	13.39378982	NA	59.09112659	72.48491641
20343197	1.1808	1.301535574	NA	34.10446066	35.40599624
20343201	0.3033	38.50477584	NA	61.49521919	99.99999503
20343203	4.6854	34.99980126	NA	46.12374497	81.12354624
20343205	1.7946	NA	NA	15.54374163	15.54374163
20343209	1.5723	5.378754826	NA	84.93057428	90.3093291
20343211	1.611	NA	NA	76.10178	76.10178
20343213	3.2616	NA	NA	86.25027619	86.25027619
20343217	1.9539	6.436130696	53.72531669	36.91882617	97.08027355
20343219	1.845	NA	18.65610519	78.74088228	97.39698746
20343221	4.0581	2.653489664	NA	82.53290063	85.1863903
20343223	2.0448	NA	NA	51.84922629	51.84922629
20343225	1.2888	NA	NA	2.538908945	2.538908945
20343227	1.6605	NA	NA	35.61959441	35.61959441
20343229	5.1057	NA	NA	16.30224167	16.30224167
20343231	2.088	10.91040546	85.47650868	3.613085141	99.99999928
20343233	1.2051	NA	NA	84.18359565	84.18359565
20343237	0.9963	46.70884562	NA	53.29115083	99.99999645
20343239	1.0539	NA	83.82316672	16.15899297	99.98215969
20343241	15.0255	3.800226762	52.25292806	42.62420581	98.67736064
20343243	0.7461	NA	56.38664832	20.39481762	76.78146595
20343245	0.0765	NA	NA	99.99999033	99.99999033
20343247	0.3924	65.15359848	34.77350222	0.072894181	99.99999488
20343249	0.4545	NA	63.71000438	36.28999809	100.0000025
20343253	1.7082	NA	NA	2.571685034	2.571685034
20343255	0.3933	NA	NA	95.76445098	95.76445098
20343257	0.7191	NA	85.79111305	0.53879386	86.32990691
20343261	1.7082	NA	NA	46.58586319	46.58586319
20343263	0.2844	NA	NA	79.00891201	79.00891201
20343267	2.2959	10.07491797	NA	16.51333818	26.58825615
20343273	0.5508	NA	NA	0.027392386	0.027392386
20343275	0.7056	NA	NA	10.32466236	10.32466236
20343281	3.1716	NA	NA	3.441828509	3.441828509
20343285	0.5445	NA	NA	97.65166448	97.65166448
20343287	0.6606	NA	NA	95.38567631	95.38567631
20343291	2.367	NA	NA	77.63041451	77.63041451
20343295	0.2034	NA	100.0000122	NA	100.0000122
20343297	0.6831	NA	NA	46.43718824	46.43718824
20343299	2.1708	NA	NA	54.1285183	54.1285183
20343301	1.8216	NA	38.56096354	35.64852495	74.20948849
20343303	2.2932	97.04705796	2.950774201	0.002164245	99.99999641
20343307	4.6818	NA	NA	2.227861761	2.227861761
20343309	2.1762	17.36325898	NA	34.30834212	51.6716011
20343311	0.6651	NA	NA	88.84264048	88.84264048
20343315	6.7428	43.40613206	NA	56.5448843	99.95101636
20343317	0.8451	NA	NA	24.69030763	24.69030763
20343319	1.6047	NA	NA	7.7002855	7.7002855
20343321	1.8612	2.738966681	NA	31.34151796	34.08048464
20343323	6.4782	0.004045653	NA	31.64516166	31.64920731
20343325	8.5995	NA	0.945552044	15.10269767	16.04824972
20343327	0.2565	NA	NA	45.337649	45.337649
20343331	1.0557	NA	NA	14.47799685	14.47799685
20343333	2.9439	NA	NA	53.40639056	53.40639056
20343337	0.0918	NA	NA	88.6095619	88.6095619
20343339	0.5247	NA	NA	99.99999803	99.99999803
20343341	3.4659	NA	0.147333501	29.4814826	29.6288161
20343343	0.4428	NA	NA	21.41733388	21.41733388
20343345	1.4805	NA	NA	31.03001716	31.03001716
20343347	1.4625	NA	NA	6.235456266	6.235456266
20343349	2.8638	98.29730254	NA	1.702700547	100.0000031
20343351	1.4697	90.78043008	9.219568735	NA	99.99999882
20343353	1.1691	NA	NA	0.521562555	0.521562555
20343359	9.5805	NA	NA	1.544540394	1.544540394
20343367	2.1663	NA	NA	8.767811284	8.767811284
20343369	1.0926	NA	NA	5.791256783	5.791256783
20343371	2.673	NA	NA	38.35501658	38.35501658
20343373	2.6415	NA	NA	38.59588401	38.59588401
20343375	3.1518	99.99999764	NA	NA	99.99999764
20343377	1.7388	NA	NA	25.19279024	25.19279024
20343379	0.8694	99.99999829	NA	NA	99.99999829
20343383	4.3227	NA	NA	64.87600052	64.87600052
20343387	5.1183	NA	4.546771938	18.00870688	22.55547881
20343389	0.2655	NA	NA	99.99999613	99.99999613
20343391	0.4896	99.99999865	NA	NA	99.99999865
20343393	2.8008	NA	6.644615831	20.42986347	27.0744793
20343395	2.0439	99.99999973	NA	NA	99.99999973
20343397	0.1746	33.25404446	NA	66.74595224	99.99999669
20343399	1.3275	8.510730497	NA	91.48926814	99.99999863
20343403	3.0888	NA	NA	99.97131444	99.97131444
20343405	0.2772	0.606021168	99.39398597	NA	100.0000071
20343407	1.3203	NA	NA	99.99999696	99.99999696
20343413	0.6327	NA	18.68505379	81.31495143	100.0000052
20343415	1.7064	NA	36.28933378	22.974995	59.26432878
20343417	1.8846	NA	NA	26.42279213	26.42279213
20343419	2.6694	77.30165327	22.69834562	NA	99.99999889
20343421	0.9648	NA	NA	0.310679474	0.310679474
20343423	6.4782	59.34606594	27.06894979	13.58498391	99.99999963
20343425	0.4599	NA	NA	21.60113378	21.60113378
20343427	0.3474	NA	NA	56.35472529	56.35472529
20343429	1.89	91.20296296	NA	8.797041807	100.0000048
20343431	0.2619	68.35323202	31.64676599	NA	99.99999801
20343433	2.0475	22.09626266	29.95504818	47.94869221	100.000003
20343435	1.323	NA	NA	100.0000028	100.0000028
20343437	2.1015	30.24775978	69.59755853	0.154684377	100.0000027
20343443	4.3056	NA	NA	80.84980744	80.84980744
20343445	1.3851	NA	NA	83.78040314	83.78040314
20343447	2.358	11.87154418	NA	88.12845422	99.9999984
20343449	1.5579	NA	NA	18.16443808	18.16443808
20343451	2.3373	NA	NA	49.25846883	49.25846883
20343453	0.6822	NA	NA	32.79553142	32.79553142
20343455	0.1557	NA	NA	99.99998971	99.99998971
20343457	2.5542	NA	NA	33.51085944	33.51085944
20343459	2.4498	0.084088198	11.9176217	65.19059685	77.19230675
20343461	0.8667	NA	0.361059475	99.6389376	99.99999708
20343463	0.4095	NA	NA	99.28156581	99.28156581
20343465	4.8087	NA	3.890732614	45.34905065	49.23978326
20343467	0.0468	NA	NA	99.99998081	99.99998081
20343469	0.9441	71.15837166	28.83897979	0.002646985	99.99999844
20343471	1.3095	NA	NA	100.0000054	100.0000054
20343473	10.0125	23.08569667	5.159026784	71.75527575	99.99999921
20343475	1.1799	42.54963435	0.454971667	56.99539609	100.0000021
20343477	0.3231	NA	NA	100.0000132	100.0000132
20343479	4.0374	26.13865373	56.35978209	10.83152065	93.32995647
20343481	1.4607	NA	NA	83.95350759	83.95350759
20343483	0.9711	NA	44.90827234	51.15296577	96.0612381
20343485	2.7783	41.12857519	NA	58.87142542	100.0000006
20343491	0.4923	NA	NA	60.89134212	60.89134212
20343493	2.0439	39.4090254	8.829539487	51.76143366	99.99999855
20343501	1.2069	56.47253523	NA	43.52746443	99.99999966
20343505	4.8168	0.144281755	16.55003247	51.03018421	67.72449843
20343507	1.3995	33.02219634	NA	66.97780171	99.99999805
20343509	1.4733	NA	NA	98.74229003	98.74229003
20343511	1.9656	15.94563321	7.187271514	76.86710045	100.0000052
20343513	2.5758	1.909819005	NA	98.09018258	100.0000016
20343515	1.971	NA	NA	4.508259194	4.508259194
20343517	0.6147	NA	NA	98.45921061	98.45921061
20343519	3.3489	2.628779994	34.79430861	62.57397394	99.99706254
20343521	0.7974	NA	26.90651536	62.73023795	89.63675331
20343523	3.6315	2.211825432	6.942143124	44.83997641	53.99394497
20343525	1.3221	NA	10.35735578	89.64264726	100.000003
20343527	1.7955	NA	1.497941773	41.28091694	42.77885871
20343529	3.9762	NA	NA	53.60632126	53.60632126
20343531	1.4859	NA	28.75538076	50.75316502	79.50854578
20343533	3.7989	0.381694105	NA	25.8257375	26.2074316
20343535	1.1385	NA	20.8797171	52.42782491	73.30754201
20343537	1.3545	NA	NA	99.99999611	99.99999611
20343539	1.1358	NA	8.950378104	88.89554467	97.84592278
20343541	5.5224	1.042494002	24.43758881	74.51991723	100
20343543	3.8673	0.031943154	27.74957216	59.87654138	87.65805669
20344335	4.8177	NA	NA	99.66994092	99.66994092
20344337	4.0617	NA	NA	94.48571504	94.48571504
20344341	2.4912	NA	NA	80.71193864	80.71193864
20344343	2.7504	NA	NA	47.25183973	47.25183973
20344345	3.2265	NA	NA	52.33575836	52.33575836
20344349	1.7379	NA	NA	60.54205202	60.54205202
20344351	3.9231	NA	NA	2.465362868	2.465362868
20344353	7.3953	45.17579107	46.98299489	7.841212213	99.99999817
20344355	0.3456	35.72067546	NA	64.27933272	100.0000082
20344359	1.3932	NA	NA	22.88517083	22.88517083
20344361	1.989	NA	53.57060173	38.6735032	92.24410492
20344365	3.6495	NA	2.278134842	57.94809036	60.22622521
20344367	1.8855	16.22661448	NA	61.86980431	78.09641879
20344369	6.5988	NA	39.78551774	39.16057465	78.9460924
20344373	5.9103	61.7759194	38.22408077	NA	100.0000002
20344375	2.3742	NA	NA	69.08656219	69.08656219
20344377	1.8108	NA	NA	31.67509929	31.67509929
20344379	0.1485	16.78290669	83.21708569	NA	99.99999238
20344385	0.2214	NA	NA	99.99999228	99.99999228
20344387	2.2581	18.5766507	NA	62.78466745	81.36131816
20344389	4.0644	76.63472287	NA	23.33154372	99.96626659
20344391	1.6353	99.99999935	NA	NA	99.99999935
20344393	0.5454	100.0000031	NA	NA	100.0000031
20344395	6.633	NA	15.48913358	26.74507782	42.23421141
20344397	3.8286	NA	NA	27.22215421	27.22215421
20344399	6.1002	NA	NA	52.77869002	52.77869002
20344401	0.2907	NA	NA	77.11416902	77.11416902
20344403	2.0781	NA	NA	35.12072246	35.12072246
20344409	2.0889	7.361324667	83.48685529	9.151820829	100.0000008
20344411	0.9603	7.423499179	80.99448819	11.58201127	99.99999864
20344413	2.5767	74.01495626	25.98504224	NA	99.99999851
20344415	4.1409	85.03814148	NA	14.91217161	99.95031309
20344419	0.2016	NA	43.64108036	56.35890585	99.99998621
20344421	1.5003	NA	NA	81.89659432	81.89659432
20344423	3.3525	NA	NA	18.26150833	18.26150833
20344425	5.3856	15.27150579	NA	49.18930659	64.46081238
20344427	1.6857	NA	NA	67.5038744	67.5038744
20344429	5.9427	42.23970605	7.102078893	50.65821503	99.99999997
20344433	1.512	NA	NA	56.60221015	56.60221015
20344435	3.2175	NA	0.885271809	20.88058161	21.76585342
20344437	1.9269	NA	10.15820401	89.84179773	100.0000017
20344439	0.3762	7.348665213	92.65133054	NA	99.99999575
20344441	0.2376	NA	NA	100.0000019	100.0000019
20344443	2.5947	NA	NA	39.6512476	39.6512476
20344445	0.8937	NA	1.371312898	23.95233829	25.32365118
20344447	2.3391	0.080384992	34.72698661	34.07241166	68.87978326
20344449	3.6864	13.49637818	2.44728529	38.61736849	54.56103197
20344453	3.7845	0.486628924	43.79275541	54.25618737	98.5355717
20344455	3.8448	NA	NA	65.74657575	65.74657575
20344457	3.8736	NA	NA	54.83888517	54.83888517
20344459	1.4103	NA	NA	2.668129424	2.668129424
20344461	7.263	10.6038557	7.195710878	28.01718242	45.816749
20344463	10.2519	NA	NA	3.384656719	3.384656719
20344465	1.395	NA	NA	77.81421533	77.81421533
20344469	0.0036	NA	99.48782444	0.512254979	100.0000794
20344471	0.0693	NA	99.99997975	NA	99.99997975
20344473	2.5461	NA	23.43006552	2.364405606	25.79447113
20344475	2.016	18.31084837	81.68915093	NA	99.9999993
20344477	0.0198	NA	99.99999178	NA	99.99999178
20344479	0.4761	NA	100.0000041	NA	100.0000041
20344481	2.7513	NA	56.69898036	43.30102011	100.0000005
20344483	0.5427	NA	99.99999395	NA	99.99999395
20344485	5.706	NA	8.178458527	39.5088439	47.68730243
20344489	1.4697	99.01638525	0.983621156	NA	100.0000064
20344491	4.3668	86.88744469	3.535311152	9.577242939	99.99999878
20344493	0.3492	61.04236541	38.95763789	NA	100.0000033
20344495	0.1305	99.99998138	NA	NA	99.99998138
20344497	0.3069	90.43815225	9.561853904	NA	100.0000062
20344499	0.5274	NA	NA	83.03264851	83.03264851
20344501	1.3068	NA	35.49987243	64.50013014	100.0000026
20344503	4.2129	24.437831	64.75024489	10.81192356	99.99999945
20344505	0.423	NA	26.09455146	32.38512971	58.47968117
20344507	3.3462	73.18287758	26.81712341	NA	100.000001
20344509	0.9243	26.06499893	73.93500319	NA	100.0000021
20344511	1.521	NA	38.45403351	61.54596439	99.9999979
20344515	0.0738	100.0000136	NA	NA	100.0000136
20344517	3.546	84.66108802	10.27596494	5.062947291	100.0000003
20344519	0.0153	99.99997356	NA	NA	99.99997356
20344521	2.8368	3.962015831	1.486864321	94.55112158	100.0000017
20344523	0.3528	26.66268588	NA	37.87123737	64.53392324
20346067	2.0412	3.083296354	68.28599216	23.38513543	94.75442394
20346069	0.747	NA	83.39142615	5.352354021	88.74378017
20346071	0.4995	NA	100	NA	100
20346073	0.4833	NA	79.04476715	20.95523436	100.0000015
20346075	0.1179	NA	100.0000137	NA	100.0000137
20348191	0.4806	NA	NA	14.66434815	14.66434815
20348193	4.464	NA	NA	0.098078541	0.098078541
20348207	2.2581	NA	NA	10.69256544	10.69256544
20348209	3.7179	NA	NA	5.167967894	5.167967894
20348211	2.4408	NA	NA	19.60854801	19.60854801
20348213	2.8305	NA	NA	71.44670874	71.44670874
20348215	1.548	NA	NA	67.77030683	67.77030683
20348217	4.0986	0.197686497	NA	86.16914028	86.36682677
20348219	1.4238	NA	NA	100.0000014	100.0000014
20348223	10.0935	NA	NA	52.29548691	52.29548691
20348227	0.3078	NA	NA	82.11229256	82.11229256
20348229	1.7631	NA	NA	90.0400253	90.0400253
20348235	0.387	NA	NA	68.30142622	68.30142622
20348237	0.6741	NA	NA	100.0000016	100.0000016
20348247	1.1097	NA	NA	12.78542841	12.78542841
20348249	1.3275	NA	NA	5.696064216	5.696064216
20348253	1.2951	NA	NA	3.314888484	3.314888484
20348259	9.4824	0.268601284	NA	45.6811126	45.94971388
20348261	2.133	NA	NA	0.558832867	0.558832867
20348263	3.1212	7.383035787	NA	4.821373619	12.20440941
20348265	1.0638	NA	NA	0.29649	0.29649
20348275	4.6692	NA	NA	42.58792725	42.58792725
20348277	6.0453	NA	NA	32.46333269	32.46333269
20348281	3.1914	NA	NA	39.98795531	39.98795531
20348287	2.736	NA	NA	13.42143108	13.42143108
20348293	2.4201	NA	NA	4.993749465	4.993749465
20348295	2.4597	NA	NA	46.54727193	46.54727193
20348297	0.4545	NA	NA	100.0000055	100.0000055
20348309	0.4716	NA	NA	100.000006	100.000006
20348311	4.3056	0.480243405	NA	1.954260744	2.434504149
20348313	0.8307	1.026921374	NA	15.10178707	16.12870844
20348319	10.0953	NA	NA	13.78374394	13.78374394
20348321	0.7362	NA	NA	0.804090371	0.804090371
20348323	0.8037	NA	NA	0.041664727	0.041664727
20348325	1.0233	NA	NA	7.918908072	7.918908072
20348329	1.5228	NA	NA	33.84176214	33.84176214
20348337	3.7161	NA	NA	29.81227857	29.81227857
20348339	1.9782	NA	NA	50.44991632	50.44991632
20348345	3.7494	NA	NA	19.97491818	19.97491818
20348347	6.2892	NA	NA	16.96176116	16.96176116
20348351	3.2859	NA	NA	12.15410819	12.15410819
20348363	3.4767	NA	NA	0.414347294	0.414347294
20348375	1.26	NA	NA	63.25238296	63.25238296
20348377	1.1646	NA	NA	55.0227701	55.0227701
20348381	2.5443	NA	NA	13.21174324	13.21174324
20348385	5.8131	NA	NA	2.02788029	2.02788029
20348393	1.3752	NA	NA	99.99999441	99.99999441
20348395	3.2436	NA	NA	92.36704131	92.36704131
20348401	1.1403	NA	NA	41.49675897	41.49675897
20348403	1.4301	NA	NA	95.08946821	95.08946821
20348413	2.4804	4.278824207	NA	6.511196085	10.79002029
20348415	1.6137	4.374851655	3.581278707	32.95130586	40.90743622
20348421	0.6957	NA	NA	99.99999814	99.99999814
20348423	0.7218	NA	NA	99.99999713	99.99999713
20348427	0.8091	NA	NA	0.261665572	0.261665572
20348429	0.3312	NA	NA	93.83675689	93.83675689
20348431	2.8926	NA	NA	29.53510774	29.53510774
20348433	1.0575	26.31301906	NA	73.68698043	99.99999949
20348435	0.3474	46.01544057	NA	45.32686805	91.34230862
20348439	0.6372	NA	NA	92.00538206	92.00538206
20348441	5.7573	NA	NA	35.85108477	35.85108477
20348443	1.5588	NA	NA	0.018796571	0.018796571
20348447	0.1773	NA	NA	50.97962728	50.97962728
20348449	2.5272	NA	NA	92.32556842	92.32556842
20348451	0.0495	NA	NA	40.53859358	40.53859358
20348453	3.4083	NA	NA	100.0000003	100.0000003
20348455	0.5895	NA	NA	100.0000029	100.0000029
20348457	0.6651	23.53392564	NA	60.79214892	84.32607455
20348461	1.1511	NA	NA	97.49840577	97.49840577
20348463	1.845	NA	NA	97.45200499	97.45200499
20348465	4.0194	1.017542408	NA	0.172291879	1.189834286
20348467	6.7194	16.5349043	NA	11.16373401	27.6986383
20348471	1.5471	NA	NA	85.36259527	85.36259527
20348473	0.8811	10.07303112	NA	3.782270518	13.85530164
20348475	1.971	7.761774354	NA	12.39904306	20.16081741
20348477	0.2124	NA	NA	100.0000071	100.0000071
20348479	1.9269	NA	NA	100.0000027	100.0000027
20348481	1.566	NA	NA	99.99999933	99.99999933
20348483	0.4635	NA	NA	100.0000064	100.0000064
20348485	0.1395	NA	NA	99.99999181	99.99999181
20348487	0.5832	NA	NA	100.0000062	100.0000062
20348489	2.4399	NA	NA	5.159929449	5.159929449
20348491	2.3517	NA	NA	4.035512369	4.035512369
20348493	0.117	NA	NA	100.000016	100.000016
20348495	1.0728	NA	NA	99.99999921	99.99999921
20348497	2.6046	NA	NA	88.36442371	88.36442371
20348499	1.017	NA	NA	35.14171634	35.14171634
20348501	1.953	9.429147153	NA	90.57085634	100.0000035
20348503	0.225	NA	NA	99.99998924	99.99998924
20348505	0.1692	NA	NA	100.0000008	100.0000008
20348507	0.0045	NA	NA	99.99966614	99.99966614
20348509	0.5724	NA	NA	99.99999832	99.99999832
20348511	0.1035	NA	NA	100.000002	100.000002
20348515	0.0693	NA	NA	99.99998412	99.99998412
20348523	1.3347	NA	NA	99.99999721	99.99999721
20348525	0.4275	NA	NA	99.99999579	99.99999579
20348529	1.0323	NA	NA	99.99999877	99.99999877
20348531	1.3581	14.69072936	14.24498338	71.06428628	99.99999902
20348533	12.8961	14.30661477	0.596567621	83.50280548	98.40598787
20348539	2.5308	NA	NA	99.59774312	99.59774312
20348541	1.3491	3.132729162	NA	96.86727297	100.0000021
20348543	0.1206	NA	NA	66.15987731	66.15987731
20348545	0.3078	NA	NA	99.99999843	99.99999843
20348547	0.8271	NA	NA	100.0000044	100.0000044
20348557	0.1449	NA	NA	61.57776841	61.57776841
20348565	3.8115	NA	NA	50.68648404	50.68648404
20348567	1.2528	NA	NA	98.46247768	98.46247768
20348569	0.7272	NA	NA	20.53372502	20.53372502
20348571	2.9619	NA	NA	41.07354139	41.07354139
20348573	2.0088	NA	NA	99.9588672	99.9588672
20348575	0.3537	NA	NA	100.000017	100.000017
20348577	0.027	NA	NA	99.99999288	99.99999288
20348579	0.6678	NA	NA	99.99999939	99.99999939
20348581	1.2699	36.84928254	6.402437103	56.7482817	100.0000013
20348583	0.0891	NA	NA	100.0000066	100.0000066
20348585	0.0477	NA	NA	100.0000149	100.0000149
20348587	0.6039	33.7469757	NA	66.25302802	100.0000037
20348593	2.6622	NA	NA	6.002017766	6.002017766
20348595	0.2142	NA	NA	93.00085757	93.00085757
20348597	4.0851	NA	NA	94.97906766	94.97906766
20348601	8.2467	NA	NA	0.289883095	0.289883095
20348603	0.0585	NA	NA	100.0000155	100.0000155
20348605	0.2115	NA	NA	100.0000035	100.0000035
20348607	10.7361	3.679869542	NA	56.77228752	60.45215706
20348609	2.0241	NA	NA	20.12769416	20.12769416
20348613	0.0306	NA	NA	99.99996138	99.99996138
20348615	0.3852	NA	NA	99.99999711	99.99999711
20348617	0.0891	NA	NA	99.99998785	99.99998785
20348619	9.00E-04	NA	NA	100.0003355	100.0003355
20348623	4.5486	0.646061862	NA	0.007121656	0.653183517
20348625	1.5093	NA	NA	67.38072493	67.38072493
20348629	0.3204	NA	NA	85.44241708	85.44241708
20348631	0.4842	NA	NA	62.48789793	62.48789793
20348635	0.1539	NA	NA	100.0000072	100.0000072
20348637	0.5301	NA	NA	99.99999456	99.99999456
20348661	0.5418	NA	NA	100.0000053	100.0000053
20348665	0.1116	NA	NA	99.99999075	99.99999075
