StationID_Master	ChemSampleID	SampDate	SampYear	StdParamName	ResultValue	COMID	clust
403S01163	403S01163_2009-06-08	6/8/2009	2009	Silica_SiO2_f_mg_L	19.4	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Copper_uf_ug_L	0.74	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	TN_uf_mg_L	0.1215	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Manganese_f_ug_L	5.22	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	TDS_f_mg_L	546.5	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	IPI	0.96	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Calcium_uf_mg_L	67.4	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Alkalinity_CaCO3_f_mg_L	169	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Cadmium_f_ug_L	0.04	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	P_uf_mg_L	0.0115	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	H_AqHab_score	1	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Iron_uf_ug_L	49.7	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Chlor_a_particulate_mg_m2	13.82	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Lead_f_ug_L	0.021	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Chromium_f_ug_L	0.66	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Chloride_f_mg_L	5.36	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Cadmium_uf_ug_L	0.05	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Cyfluthrin_Total_ug_L	6.00E-04	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Aluminum_f_ug_L	2.75	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Arsenic_f_ug_L	1.23	17569197	5
403S01163	403S01163_2009-06-08	6/8/2009	2009	Aluminum_uf_ug_L	29.7	17569197	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	TDS_f_mg_L	1030	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	H_SubNat_score	0.98	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	H_AqHab_score	0.87	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Hardness_CaCO3_f_mg_L	614	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Selenium_ug_L	2.53	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Sulfate_f_mg_L	494	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Aluminum_f_ug_L	2.325	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	PCT_SAFN_score	0.6	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Alkalinity_CaCO3_f_mg_L	202	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Chloride_f_mg_L	11.5	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Selenium_f_ug_L	1.94	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	PO4_P_f_mg_L	0.0141	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Zinc_uf_ug_L	4.21	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	TN_uf_mg_L	0.129	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Silica_SiO2_f_mg_L	18.15	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Calcium_uf_mg_L	146	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Copper_uf_ug_L	0.68	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Ev_FlowHab_score	0.54	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Zinc_f_ug_L	4.115	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	XCMG_score	0.8	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	P_uf_mg_L	0.0142	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	AFDM_algae_particulate_g_m2	54.1	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Chromium_f_ug_L	0.83	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Nickel_f_ug_L	9.245	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Aluminum_uf_ug_L	11.4	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Nickel_uf_ug_L	9.21	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	DOC_f_mg_L	1.32	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Chromium_ug_L	0.88	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Manganese_uf_ug_L	4.36	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Iron_uf_ug_L	56.1	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	TSS_particulate_mg_L	0.3	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Cadmium_f_ug_L	0.02	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Cadmium_uf_ug_L	0.02	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Arsenic_uf_ug_L	0.48	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Manganese_f_ug_L	3.845	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Copper_f_ug_L	0.73	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Chlor_a_particulate_mg_m2	33.18	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	IPI	1	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Iron_f_ug_L	26.8	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	NO3_N_f_mg_L	0.0146	17567929	5
403S01195	403S01195_2009-06-10	6/10/2009	2009	Arsenic_f_ug_L	0.45	17567929	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Copper_f_ug_L	1.84	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Manganese_f_ug_L	21.5	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	DOC_f_mg_L	1.84	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Sulfate_f_mg_L	210	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Cyhalothrin_Total_lambda_ug_L	9.00E-04	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Manganese_uf_ug_L	28.6	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Chromium_ug_L	0.94	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	IPI	0.92	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Copper_uf_ug_L	1.82	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Nickel_f_ug_L	14.9	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Lead_f_ug_L	0.018	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Ev_FlowHab_score	0.33	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	NO3_N_f_mg_L	1.86	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Alkalinity_CaCO3_f_mg_L	294	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	NH3_N_f_mg_L	0.0107	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Selenium_ug_L	4.92	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	H_AqHab_score	0.81	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Silica_SiO2_f_mg_L	27.1	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	TDS_f_mg_L	830	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Hardness_CaCO3_f_mg_L	413	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Chromium_f_ug_L	0.91	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Lead_uf_ug_L	0.028	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Iron_f_ug_L	8.24	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Nickel_uf_ug_L	14.9	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	NO2_N_f_mg_L	0.0142	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Arsenic_uf_ug_L	2.38	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Selenium_f_ug_L	5.01	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	PCT_SAFN_score	0.61	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Arsenic_f_ug_L	2.3	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	PO4_P_f_mg_L	0.19	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Cadmium_f_ug_L	0.12	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	H_SubNat_score	0.46	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Chlor_a_particulate_mg_m2	135.53	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Calcium_uf_mg_L	106.5	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Iron_uf_ug_L	18.1	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	AFDM_algae_particulate_g_m2	53.17	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	TSS_particulate_mg_L	0.6	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Aluminum_f_ug_L	2.8	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	XCMG_score	1	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	P_uf_mg_L	0.194	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Zinc_uf_ug_L	3.73	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Zinc_f_ug_L	3.61	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Cadmium_uf_ug_L	0.12	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Chloride_f_mg_L	107	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	TN_uf_mg_L	1.84	17574691	5
403S01272	403S01272_2009-06-09	6/9/2009	2009	Aluminum_uf_ug_L	6.92	17574691	5
403S01536	403S01536_2011-07-12	7/12/2011	2011	Cadmium_tot_mg_kg_dw	0.03	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Aluminum_uf_ug_L	112	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Lead_uf_ug_L	0.104	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Manganese_f_ug_L	11.7	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	DOC_f_mg_L	1.9	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Ev_FlowHab_score	0.69	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Cadmium_f_ug_L	0.23	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Zinc_tot_mg_kg_dw	69.6	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	H_AqHab_score	0.74	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Arsenic_uf_ug_L	6.62	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Arsenic_tot_mg_kg_dw	16.4	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	H_SubNat_score	0.66	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Clay_LT0_0039mm_pct	9.6	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Chlor_a_particulate_mg_m2	3.85	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Iron_uf_ug_L	183	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Aluminum_tot_mg_kg_dw	29769	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Alkalinity_CaCO3_f_mg_L	121	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	AFDM_algae_particulate_g_m2	159.31	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	MoistureTotal_pct	26.91	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Arsenic_f_ug_L	6.3	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Nickel_f_ug_L	1.36	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Nickel_tot_mg_kg_dw	45.8	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Cadmium_uf_ug_L	0.07	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Calcium_uf_mg_L	18.1	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Chromium_ug_L	0.44	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Lead_tot_mg_kg_dw	13.6	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Copper_f_ug_L	1.83	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Manganese_uf_ug_L	127	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	TDS_f_mg_L	223	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Copper_uf_ug_L	3.51	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	TSS_particulate_mg_L	5	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Aluminum_f_ug_L	2.65	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Silica_SiO2_f_mg_L	18	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Iron_f_ug_L	3.44	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Chromium_tot_mg_kg_dw	79.2	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Nickel_uf_ug_L	1.56	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	NO3NO2_N_mg_L	0.254	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	PCT_SAFN_score	0.62	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	TN_uf_mg_L	0.603	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	IPI	0.96	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Copper_tot_mg_kg_dw	39.4	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Sand_0_0625_LT2mm_pct	49.1	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Chromium_f_ug_L	0.12	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	XCMG_score	0.85	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	TOC_pct_dw	1.24	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Manganese_tot_mg_kg_dw	1836	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Hardness_CaCO3_uf_mg_L	106	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Chloride_f_mg_L	10	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	NO2_N_f_mg_L	0.00345	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Sulfate_f_mg_L	11.5	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	Silt_0_0039_LT0_0625mm_pct	43.6	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	SuspendedSediment_particulate_mg_L	6.1	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	PO4_P_f_mg_L	0.0383	17569981	4
403S01536	403S01536_2011-07-12	7/12/2011	2011	P_uf_mg_L	0.0287	17569981	4
403S01707	403S01707_2010-06-07	6/7/2010	2010	AFDM_algae_particulate_g_m2	71.59	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Selenium_ug_L	2.84	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Chromium_ug_L	0.3	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	IPI	0.92	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Hardness_CaCO3_f_mg_L	502	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	PCT_SAFN_score	0.97	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	H_SubNat_score	0.74	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	H_AqHab_score	0.63	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Chromium_f_ug_L	0.295	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Ev_FlowHab_score	0.6	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Chlor_a_particulate_mg_m2	58.93	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Cadmium_uf_ug_L	0.04	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Zinc_uf_ug_L	1.3	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Alkalinity_CaCO3_f_mg_L	237	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	P_uf_mg_L	0.0388	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Manganese_uf_ug_L	1.34	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	DOC_f_mg_L	3.29	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Nickel_f_ug_L	4.27	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Selenium_f_ug_L	2.375	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Copper_f_ug_L	0.645	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Zinc_f_ug_L	1.155	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Copper_uf_ug_L	0.67	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Silica_SiO2_f_mg_L	20.8	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Calcium_uf_mg_L	131	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Aluminum_uf_ug_L	2.76	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Arsenic_uf_ug_L	0.27	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Chloride_f_mg_L	20.1	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	TDS_f_mg_L	792	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Nickel_uf_ug_L	4.6	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Manganese_f_ug_L	1.195	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Cadmium_f_ug_L	0.035	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	XCMG_score	0.63	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	PO4_P_f_mg_L	0.0331	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Iron_f_ug_L	0.35	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	TN_uf_mg_L	0.214	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Iron_uf_ug_L	6.48	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Sulfate_f_mg_L	351	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	TSS_particulate_mg_L	0.4	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Silver_f_ug_L	0.04	17568571	2
403S01707	403S01707_2010-06-07	6/7/2010	2010	Arsenic_f_ug_L	0.275	17568571	2
403S01728	403S01728_2011-07-13	7/13/2011	2011	PO4_P_f_mg_L	0.0453	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Cadmium_uf_ug_L	0.13	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	PCT_SAFN_score	0.71	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Copper_tot_mg_kg_dw	20.9	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Arsenic_tot_mg_kg_dw	1.82	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Ev_FlowHab_score	0.86	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Nickel_f_ug_L	2.89	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Manganese_tot_mg_kg_dw	537	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Lead_f_ug_L	0.028	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	P_uf_mg_L	0.01645	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Nickel_tot_mg_kg_dw	15.7	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Zinc_tot_mg_kg_dw	89	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	AFDM_algae_particulate_g_m2	86.67	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Iron_f_ug_L	2.37	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Chloride_f_mg_L	10	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	TDS_f_mg_L	492	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	TN_uf_mg_L	0.3095	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Alkalinity_CaCO3_f_mg_L	290	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Aluminum_tot_mg_kg_dw	34415	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Nickel_uf_ug_L	2.805	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Lead_tot_mg_kg_dw	14.2	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Iron_uf_ug_L	10.5	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	NH3_N_uf_mg_L	0.0424	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Cadmium_f_ug_L	0.17	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Arsenic_uf_ug_L	0.895	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Sand_0_0625_LT2mm_pct	49.2	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Hardness_CaCO3_uf_mg_L	364.5	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Chromium_tot_mg_kg_dw	30.1	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Chromium_ug_L	0.145	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Clay_LT0_0039mm_pct	11.5	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Chromium_f_ug_L	0.14	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	MoistureTotal_pct	35.13	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	TSS_particulate_mg_L	7.7	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Manganese_f_ug_L	1.37	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Lead_uf_ug_L	0.024	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	H_SubNat_score	0.88	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	IPI	0.99	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Copper_uf_ug_L	0.655	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Calcium_uf_mg_L	34.2	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Selenium_ug_L	0.64	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Silica_SiO2_f_mg_L	35	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Silt_0_0039_LT0_0625mm_pct	46.4	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Aluminum_uf_ug_L	5.255	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Arsenic_f_ug_L	0.97	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	TOC_pct_dw	0.86	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Manganese_uf_ug_L	2.195	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Copper_f_ug_L	0.64	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	H_AqHab_score	0.9	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Chlor_a_particulate_mg_m2	60	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Selenium_f_ug_L	0.9	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	DOC_f_mg_L	2.34	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Sulfate_f_mg_L	40.5	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Silver_uf_ug_L	0.04	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	Aluminum_f_ug_L	3.47	17569947	4
403S01728	403S01728_2011-07-13	7/13/2011	2011	XCMG_score	0.6	17569947	4
403S01784	403S01784_2009-06-09	6/9/2009	2009	Calcium_uf_mg_L	90.5	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Silica_SiO2_f_mg_L	22.2	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Lead_uf_ug_L	0.042	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Zinc_uf_ug_L	11.6	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	NO2_N_f_mg_L	0.0091	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	H_SubNat_score	0.53	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Selenium_f_ug_L	6.25	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Lead_f_ug_L	0.016	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Hardness_CaCO3_f_mg_L	437	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Arsenic_f_ug_L	2.47	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Iron_f_ug_L	8.69	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Cadmium_uf_ug_L	0.15	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	PO4_P_f_mg_L	0.488	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	DOC_f_mg_L	2.72	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Iron_uf_ug_L	49.25	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Ev_FlowHab_score	0.51	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	IPI	0.91	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Arsenic_uf_ug_L	2.5	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Copper_uf_ug_L	3.32	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Manganese_f_ug_L	3.51	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Zinc_f_ug_L	11.7	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	H_AqHab_score	0.79	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	P_uf_mg_L	0.53	17575785	5
403S01784	403S01784_2009-06-09	6/9/2009	2009	Selenium_ug_L	5.08	17575785	5
