"ANALYSIS_TYPE"	"CHEMICAL_NAME"	"FinalUnit"	"StdParamName"	"GroupNum"	"GroupName"	"LogTransf"	"SSD"	"SSTV"	"SensMin"	"SensMax"	"TolMin"	"TolMax"	"UseInStressorID"	"DirIncStress"	"SSTVname"	"Label"	"MinWQO_CAR9"	"MCL_Primary"	"MCL_Secondary"	"Analyte"
"Total"	"Microcystin-RR"	"ug/L"	"Microcystin_RR_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Microcystin RR (µg/L)"	NA	NA	NA	"Microcystin_RR_ug_L"
"Total"	"Microcystin-YR"	"ug/L"	"Microcystin_YR_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Microsystin YR (µg/L)"	NA	NA	NA	"Microcystin_YR_ug_L"
"Total"	"Nodularin"	"ug/L"	"Nodularin_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Nodularin (µg/L)"	NA	NA	NA	"Nodularin_ug_L"
"Total"	"Okadaic Acid"	"ug/L"	"Okadaic_Acid_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Okadaic acid (most protoble number)"	NA	NA	NA	"Okadaic_Acid_ug_L"
"Particulate"	"Microcystins, Total"	"ug/L"	"TotalMicrocystins_particulate_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total particulate microcystins (µg/L)"	NA	NA	NA	"TotalMicrocystins_particulate_ug_L"
"Particulate"	"Microcystins, Total"	"ug/m2"	"TotalMicrocystins_particulate_ug_m2"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total particulate microcystins (ug/m2)"	NA	NA	NA	"TotalMicrocystins_particulate_ug_m2"
"Total"	"Sodium"	"mg/L"	"Sodium_uf_mg_L"	5	"Ions"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total sodium (mg/L)"	0.006	NA	NA	"Sodium_uf_mg_L"
"Field_None"	"SpecificConductivity"	"uS/cm"	"SpecificConductivity_fld_uS_cm"	17	"Water quality"	1	0	1	1	2	5	6	1	"Inc"	"SpecCondTolVal"	"Field-measured specific conductivity (µS/cm)"	NA	NA	NA	"SpecificConductivity_fld_uS_cm"
"Field_Total"	"SpecificConductivity"	"µS/cm"	"SpecificConductivity_fld_uS_cm"	17	"Water quality"	1	0	1	1	2	5	6	1	"Inc"	"SpecCondTolVal"	"Field-measured specific conductivity (µS/cm)"	NA	NA	NA	"SpecificConductivity_fld_uS_cm"
"Field_Total"	"SpecificConductivity"	"uS/cm"	"SpecificConductivity_fld_uS_cm"	17	"Water quality"	1	0	1	1	2	5	6	1	"Inc"	"SpecCondTolVal"	"Field-measured specific conductivity (µS/cm)"	NA	NA	NA	"SpecificConductivity_fld_uS_cm"
"Total"	"SpecificConductivity"	"uS/cm"	"SpecificConductivity_uS_cm"	17	"Water quality"	1	0	1	1	2	5	6	1	"Inc"	"SpecCondTolVal"	"Specific conductivity (µS/cm)"	NA	NA	NA	"SpecificConductivity_uS_cm"
"Dissolved"	"Strontium"	"ug/L"	"Strontium_f_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved strontium (µg/L)"	NA	NA	NA	"Strontium_f_ug_L"
"Total"	"Strontium"	"ug/L"	"Strontium_uf_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total strontium (µg/L)"	NA	NA	NA	"Strontium_uf_ug_L"
"Dissolved"	"Sulfate"	"mg/L"	"Sulfate_f_mg_L"	5	"Ions"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved sulfate (mg/L)"	65	NA	NA	"Sulfate_f_mg_L"
"Particulate"	"Suspended Sediment Concentration"	"mg/L"	"SuspendedSediment_particulate_mg_L"	17	"Water quality"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Suspended particulates (mg/L)"	NA	NA	NA	"SuspendedSediment_particulate_mg_L"
"Dissolved"	"Total Dissolved Solids"	"mg/L"	"TDS_f_mg_L"	17	"Water quality"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total dissolved solids (mg/L)"	300	NA	NA	"TDS_f_mg_L"
"Dissolved"	"Thallium"	"ug/L"	"Thallium_f_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved thallium (µg/L)"	NA	0.002	NA	"Thallium_f_ug_L"
"Total"	"Thallium"	"ug/L"	"Thallium_uf_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total thallium (µg/L)"	NA	0.002	NA	"Thallium_uf_ug_L"
"Dissolved"	"Tin"	"ug/L"	"Tin_f_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved tin (µg/L)"	NA	NA	NA	"Tin_f_ug_L"
"Total"	"Tin"	"ug/L"	"Tin_uf_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total tin (µg/L)"	NA	NA	NA	"Tin_uf_ug_L"
"Dissolved"	"Titanium"	"ug/L"	"Titanium_f_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved titanium (µg/L)"	NA	NA	NA	"Titanium_f_ug_L"
"Total"	"Titanium"	"ug/L"	"Titanium_uf_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total titanium (µg/L)"	NA	NA	NA	"Titanium_uf_ug_L"
"Total"	"Nitrogen, Total Kjeldahl"	"mg/L"	"TKN_uf_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total Kjeldahl nitrogen (mg/L)"	NA	NA	NA	"TKN_uf_mg_L"
"Not Recorded"	"Nitrogen, Total"	"mg/L"	"TN_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total nitrogen (mg/L)"	NA	NA	NA	"TN_mg_L"
"Total"	"Nitrogen, Total"	"mg/L"	"TN_uf_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total nitrogen (mg/L)"	NA	NA	NA	"TN_uf_mg_L"
"Total"	"Total Organic Carbon"	"% dw"	"TOC_pct_dw"	7	"Nutrients"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total organic carbon (percent dry weight)"	NA	NA	NA	"TOC_pct_dw"
"Total"	"Total Organic Carbon"	"mg/L"	"TOC_uf_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total organic carbon (mg/L)"	NA	NA	NA	"TOC_uf_mg_L"
"Field_None"	"TransectsSampled"	"count"	"Transects_count"	17	"Water quality"	0	0	0	NA	NA	NA	NA	0	""	""	"Number of transects sampled (count)"	NA	NA	NA	"Transects_count"
"Particulate"	"Total Suspended Solids"	"mg/L"	"TSS_particulate_mg_L"	17	"Water quality"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total suspended solids (mg/L)"	NA	NA	NA	"TSS_particulate_mg_L"
"Field_None"	"Turbidity"	"NTU"	"Turbidity_fld_NTU"	17	"Water quality"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Field-measured turbidity (NTU)"	20	NA	5	"Turbidity_fld_NTU"
"Field_Total"	"Turbidity"	"NTU"	"Turbidity_fld_NTU"	17	"Water quality"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Field-measured turbidity (NTU)"	20	NA	5	"Turbidity_fld_NTU"
"Total"	"Turbidity"	"NTU"	"Turbidity_NTU"	17	"Water quality"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Turbidity (NTU)"	20	NA	5	"Turbidity_NTU"
"Dissolved"	"Vanadium"	"ug/L"	"Vanadium_f_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved vanadium (µg/L)"	NA	NA	NA	"Vanadium_f_ug_L"
"Total"	"Vanadium"	"ug/L"	"Vanadium_uf_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total vanadium (µg/L)"	NA	NA	NA	"Vanadium_uf_ug_L"
"Field_None"	"Velocity"	"ft/s"	"Velocity_fld_ft_s"	17	"Water quality"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Field-measured velocity (ft/s)"	NA	NA	NA	"Velocity_fld_ft_s"
"Field_None"	"Temperature"	"°C"	"WaterTemp_fld_degC"	17	"Water quality"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Field-measured water temperature (degrees C)"	NA	NA	NA	"WaterTemp_fld_degC"
"Field_None"	"Temperature"	"Deg C"	"WaterTemp_fld_degC"	17	"Water quality"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Field-measured water temperature (degrees C)"	NA	NA	NA	"WaterTemp_fld_degC"
"Dissolved"	"Zinc"	"ug/L"	"Zinc_f_ug_L"	6	"Metals_metalloids"	1	1	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved zinc (µg/L)"	NA	NA	5000	"Zinc_f_ug_L"
"Total"	"Zinc"	"mg/kg dw"	"Zinc_tot_mg_kg_dw"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total zinc (mg/kg dry weight)"	NA	NA	NA	"Zinc_tot_mg_kg_dw"
"Total"	"Zinc"	"ug/L"	"Zinc_uf_ug_L"	6	"Metals_metalloids"	1	1	0	NA	NA	NA	NA	1	"Inc"	""	"Total zinc (µg/L)"	NA	NA	5000	"Zinc_uf_ug_L"
"None"	"BFR_Average"	NA	"BFR_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average base flow recession coefficient"	NA	NA	NA	"BFR_Average"
"None"	"BFR_Dry"	NA	"BFR_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season base flow recession coefficient"	NA	NA	NA	"BFR_Dry"
"None"	"BFR_Wet"	NA	"BFR_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season base flow recession coefficient"	NA	NA	NA	"BFR_Wet"
"None"	"C_Average"	NA	"C_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"C_Average"
"None"	"C_C_All"	"ratio"	"C_C_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall Colwell's constancy, a measure of flow uniformity"	NA	NA	NA	"C_C_All"
"None"	"C_C_Average"	"ratio"	"C_C_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average Colwell's constancy, a measure of flow uniformity"	NA	NA	NA	"C_C_Average"
"None"	"C_C_Dry"	"ratio"	"C_C_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season Colwell's constancy, a measure of flow uniformity"	NA	NA	NA	"C_C_Dry"
"None"	"C_C_Wet"	"ratio"	"C_C_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season Colwell's constancy, a measure of flow uniformity"	NA	NA	NA	"C_C_Wet"
"None"	"C_CP_All"	"ratio"	"C_CP_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall maximized Colwell's constancy, the likelihood that flow is constant throughout the year"	NA	NA	NA	"C_CP_All"
"None"	"C_CP_Average"	"ratio"	"C_CP_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average maximized Colwell's constancy, the likelihood that flow is constant throughout the year"	NA	NA	NA	"C_CP_Average"
"None"	"C_CP_Dry"	"ratio"	"C_CP_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season maximized Colwell's constancy, the likelihood that flow is constant throughout the year"	NA	NA	NA	"C_CP_Dry"
"None"	"C_CP_Wet"	"ratio"	"C_CP_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season maximized Colwell's constancy, the likelihood that flow is constant throughout the year"	NA	NA	NA	"C_CP_Wet"
"None"	"C_Dry"	NA	"C_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"C_Dry"
"None"	"C_M_All"	"ratio"	"C_M_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall Colwell's contingency, the repeatability of season patterns"	NA	NA	NA	"C_M_All"
"None"	"C_M_Average"	"ratio"	"C_M_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average Colwell's contingency, the repeatability of season patterns"	NA	NA	NA	"C_M_Average"
"None"	"C_M_Dry"	"ratio"	"C_M_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season Colwell's contingency, the repeatability of season pattern"	NA	NA	NA	"C_M_Dry"
"None"	"C_M_Wet"	"ratio"	"C_M_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season Colwell's contingency, the repeatability of season patterns"	NA	NA	NA	"C_M_Wet"
"None"	"C_MP_All"	"ratio"	"C_MP_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall maximized Colwell's contingency, the likelihood that the pattern of high and low flow events is repeated across years"	NA	NA	NA	"C_MP_All"
"None"	"C_MP_Average"	"ratio"	"C_MP_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average maximized Colwell's contingency, the likelihood that the pattern of high and low flow events is repeated across years"	NA	NA	NA	"C_MP_Average"
"None"	"C_MP_Dry"	"ratio"	"C_MP_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season maximized Colwell's contingency, the likelihood that the pattern of high and low flow events is repeated across years"	NA	NA	NA	"C_MP_Dry"
"None"	"C_MP_Wet"	"ratio"	"C_MP_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season maximized Colwell's contingency, the likelihood that the pattern of high and low flow events is repeated across years"	NA	NA	NA	"C_MP_Wet"
"None"	"C_P_All"	"ratio"	"C_P_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall Colwell's predictability, the likelihood of being able to predict high and low flow events"	NA	NA	NA	"C_P_All"
"None"	"C_P_Average"	"ratio"	"C_P_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average Colwell's predictability, the likelihood of being able to predict high and low flow events"	NA	NA	NA	"C_P_Average"
"None"	"C_P_Dry"	"ratio"	"C_P_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season Colwell's predictability, the likelihood of being able to predict high and low flow events"	NA	NA	NA	"C_P_Dry"
"None"	"C_P_Wet"	"ratio"	"C_P_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season Colwell's predictability, the likelihood of being able to predict high and low flow events"	NA	NA	NA	"C_P_Wet"
"None"	"C_Wet"	NA	"C_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"C_Wet"
"None"	"CP_Average"	NA	"CP_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"CP_Average"
"None"	"CP_Dry"	"ratio"	"CP_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"CP_Dry"
"None"	"CP_Wet"	"ratio"	"CP_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"CP_Wet"
"None"	"FracYearsNoFlow_Average"	"fraction"	"FracYearsNoFlow_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average fraction of years with at least one no-flow day"	NA	NA	NA	"FracYearsNoFlow_Average"
"None"	"FracYearsNoFlow_Dry"	"fraction"	"FracYearsNoFlow_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season fraction of years with at least one no-flow day during the dry season"	NA	NA	NA	"FracYearsNoFlow_Dry"
"None"	"FracYearsNoFlow_Wet"	"fraction"	"FracYearsNoFlow_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season fraction of years with at least one no-flow day during the wet season"	NA	NA	NA	"FracYearsNoFlow_Wet"
"None"	"HighDur_Average"	"days/event"	"HighDur_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average median annual longest number of consecutive days that flow was greater than the high-flow threshold (days/event)"	NA	NA	NA	"HighDur_Average"
"None"	"HighDur_Dry"	"days/event"	"HighDur_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Dry-season median longest # days flow > high-flow threshold (days/event)"	NA	NA	NA	"HighDur_Dry"
"None"	"HighDur_Wet"	"days/event"	"HighDur_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Wet-season median longest # days flow > high-flow threshold (days/event)"	NA	NA	NA	"HighDur_Wet"
"None"	"HighNum_All"	"events/year"	"HighNum_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall median annual number of continuous events that flow was greater than the high-flow threshold (events/yr)"	NA	NA	NA	"HighNum_All"
"None"	"HighNum_Average"	"events/year"	"HighNum_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average median annual number of continuous events that flow was greater than the high-flow threshold (events/yr)"	NA	NA	NA	"HighNum_Average"
"None"	"HighNum_Dry"	"events/year"	"HighNum_Dry"	19	"Modeled flow metrics"	1	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Dry-season median # continuous events flow > high-flow threshold (events/yr)"	NA	NA	NA	"HighNum_Dry"
"None"	"HighNum_Wet"	"events/year"	"HighNum_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season median number of continuous events that flow was greater than the high-flow threshold (events/yr)"	NA	NA	NA	"HighNum_Wet"
"None"	"Hydroperiod_All"	"fraction"	"Hydroperiod_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall fraction of period of analysis with flows"	NA	NA	NA	"Hydroperiod_All"
"None"	"Hydroperiod_Average"	"fraction"	"Hydroperiod_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average fraction of period of analysis with flows"	NA	NA	NA	"Hydroperiod_Average"
"None"	"Hydroperiod_Dry"	"fraction"	"Hydroperiod_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season fraction of period of analysis with flows"	NA	NA	NA	"Hydroperiod_Dry"
"None"	"Hydroperiod_Wet"	"fraction"	"Hydroperiod_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season fraction of period of analysis with flows"	NA	NA	NA	"Hydroperiod_Wet"
"None"	"LowDur_All"	"days/event"	"LowDur_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall median annual longest number of consecutive days that flow was less than or equal to the low-flow threshold (days/event)"	NA	NA	NA	"LowDur_All"
"None"	"LowDur_Average"	"days/event"	"LowDur_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average median annual longest number of consecutive days that flow was less than or equal to the low-flow threshold (days/event)"	NA	NA	NA	"LowDur_Average"
"None"	"LowDur_Dry"	"days/event"	"LowDur_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season median longest number of consecutive days that flow was less than or equal to the low-flow threshold (days/event)"	NA	NA	NA	"LowDur_Dry"
"None"	"LowDur_Wet"	"days/event"	"LowDur_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season median longest number of consecutive days that flow was less than or equal to the low-flow threshold (days/event)"	NA	NA	NA	"LowDur_Wet"
"None"	"LowNum_Average"	"events/year"	"LowNum_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"LowNum_Average"
"None"	"LowNum_Dry"	"events/year"	"LowNum_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"LowNum_Dry"
"None"	"LowNum_Wet"	"events/year"	"LowNum_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"LowNum_Wet"
"None"	"M_Average"	NA	"M_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"M_Average"
"None"	"M_Dry"	NA	"M_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"M_Dry"
"None"	"M_Wet"	NA	"M_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"M_Wet"
"None"	"MaxMonth_Average"	"month"	"MaxMonth_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average month of maximum mean monthly streamflow (month)"	NA	NA	NA	"MaxMonth_Average"
"None"	"MaxMonth_Dry"	"month"	"MaxMonth_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season month of maximum mean monthly streamflow (month)"	NA	NA	NA	"MaxMonth_Dry"
"None"	"MaxMonth_Wet"	"month"	"MaxMonth_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season month of maximum mean monthly streamflow (month)"	NA	NA	NA	"MaxMonth_Wet"
"None"	"MaxMonthQ_All"	"m3/s"	"MaxMonthQ_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall maximum mean monthly streamflow (m3/s)"	NA	NA	NA	"MaxMonthQ_All"
"None"	"MaxMonthQ_Average"	"m3/s"	"MaxMonthQ_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average maximum mean monthly streamflow (m3/s)"	NA	NA	NA	"MaxMonthQ_Average"
"None"	"MaxMonthQ_Dry"	"m3/s"	"MaxMonthQ_Dry"	19	"Modeled flow metrics"	1	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Dry-season maximum mean monthly streamflow (m3/s)"	NA	NA	NA	"MaxMonthQ_Dry"
"None"	"MaxMonthQ_Wet"	"m3/s"	"MaxMonthQ_Wet"	19	"Modeled flow metrics"	1	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Wet-season maximum mean monthly streamflow (m3/s)"	NA	NA	NA	"MaxMonthQ_Wet"
"None"	"MedianNoFlowDays_All"	"days/y"	"MedianNoFlowDays_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall median annual number of no-flow days (days/yr)"	NA	NA	NA	"MedianNoFlowDays_All"
"None"	"MedianNoFlowDays_Average"	"days/y"	"MedianNoFlowDays_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average median annual number of no-flow days (days/yr)"	NA	NA	NA	"MedianNoFlowDays_Average"
"None"	"MedianNoFlowDays_Dry"	"days/y"	"MedianNoFlowDays_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season median annual number of no-flow days (days/yr)"	NA	NA	NA	"MedianNoFlowDays_Dry"
"None"	"MedianNoFlowDays_Wet"	"days/y"	"MedianNoFlowDays_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season median annual number of no-flow days (days/yr)"	NA	NA	NA	"MedianNoFlowDays_Wet"
"None"	"MinMonth_Average"	"month"	"MinMonth_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average month of minimum mean monthly streamflow (month)"	NA	NA	NA	"MinMonth_Average"
"None"	"MinMonth_Dry"	"month"	"MinMonth_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season month of minimum mean monthly streamflow (month)"	NA	NA	NA	"MinMonth_Dry"
"None"	"MinMonth_Wet"	"month"	"MinMonth_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season month of minimum mean monthly streamflow (month)"	NA	NA	NA	"MinMonth_Wet"
"None"	"MinMonthQ_All"	"m3/s"	"MinMonthQ_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall minimum mean monthly streamflow (m3/s)"	NA	NA	NA	"MinMonthQ_All"
"None"	"MinMonthQ_Average"	"m3/s"	"MinMonthQ_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average minimum mean monthly streamflow (m3/s)"	NA	NA	NA	"MinMonthQ_Average"
"None"	"MinMonthQ_Dry"	"m3/s"	"MinMonthQ_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season minimum mean monthly streamflow (m3/s)"	NA	NA	NA	"MinMonthQ_Dry"
"None"	"MinMonthQ_Wet"	"m3/s"	"MinMonthQ_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season minimum mean monthly streamflow (m3/s)"	NA	NA	NA	"MinMonthQ_Wet"
"None"	"MP_Average"	NA	"MP_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"MP_Average"
"None"	"MP_Dry"	NA	"MP_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"MP_Dry"
"None"	"MP_Wet"	NA	"MP_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"MP_Wet"
"None"	"NoDisturb_All"	"days"	"NoDisturb_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall median annual longest number of consecutive days that flow between the low- and high-flow threshold (days)"	NA	NA	NA	"NoDisturb_All"
"None"	"NoDisturb_Average"	"days"	"NoDisturb_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Avg median annual longest # days between the low- and high-flow threshold (days)"	NA	NA	NA	"NoDisturb_Average"
"None"	"NoDisturb_Dry"	"days"	"NoDisturb_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Dry-season median longest # days between the low- and high-flow threshold (days)"	NA	NA	NA	"NoDisturb_Dry"
