"StationID_Master"	"ChemSampleID"	"SampDate"	"SampleType"	"matrixname"	"StdParamName"	"ResultText"	"ResultValue"	"ResultHalfMDL"	"ConvertTo"	"COMID_NHD2"	"clust"
"402WE0803"	"402WE0803_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	17586740	2
"402WE0803"	"402WE0803_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.000116791	0.000116791	0.000116791	"RBI"	17586740	2
"402WE0803"	"402WE0803_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-45.5	-45.5	-45.5	"NoDisturb"	17586740	2
"403BA0027"	"403BA0027_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0	0	0	"HighDur"	17567373	6
"403BA0027"	"403BA0027_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	-1.1e-05	-1.1e-05	-1.1e-05	"Q99"	17567373	6
"403BA0027"	"403BA0027_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	-2.56e-05	-2.56e-05	-2.56e-05	"MaxMonthQ"	17567373	6
"403BA0027"	"403BA0027_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-103	-103	-103	"NoDisturb"	17567373	6
"403BA0027"	"403BA0027_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	-0.002737067	-0.002737067	-0.002737067	"QmaxIDR"	17567373	6
"403BA0027"	"403BA0027_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	17567373	6
"403BA0027"	"403BA0027_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.000207687	0.000207687	0.000207687	"RBI"	17567373	6
"403BA0068"	"403BA0068_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0.021076799	0.021076799	0.021076799	"Q99"	17574729	2
"403BA0068"	"403BA0068_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.013005003	0.013005003	0.013005003	"QmaxIDR"	17574729	2
"403BA0068"	"403BA0068_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.002969617	0.002969617	0.002969617	"MaxMonthQ"	17574729	2
"403BA0068"	"403BA0068_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0.5	0.5	0.5	"HighDur"	17574729	2
