"StationID_Master"	"ChemSampleID"	"SampDate"	"SampleType"	"matrixname"	"StdParamName"	"ResultText"	"ResultValue"	"ResultHalfMDL"	"ConvertTo"	"COMID_NHD2"	"clust"
"801SJR159"	"801SJR159_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0.017132474	0.017132474	0.017132474	"Q99"	22535256	5
"801SJR159"	"801SJR159_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.039003428	0.039003428	0.039003428	"MaxMonthQ"	22535256	5
"801SJR159"	"801SJR159_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-91	-91	-91	"NoDisturb"	22535256	5
"801SJR159"	"801SJR159_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	-2.15e-05	-2.15e-05	-2.15e-05	"RBI"	22535256	5
"801SJR159"	"801SJR159_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	22535256	5
"801SJR159"	"801SJR159_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-2	-2	-2	"HighDur"	22535256	5
"801WE0550"	"801WE0550_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-51	-51	-51	"NoDisturb"	22558834	6
"801WE0550"	"801WE0550_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.001412959	0.001412959	0.001412959	"RBI"	22558834	6
"801WE0550"	"801WE0550_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	22558834	6
"801WE0550"	"801WE0550_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.0516	0.0516	0.0516	"QmaxIDR"	22558834	6
"801WE0550"	"801WE0550_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0	0	0	"HighDur"	22558834	6
"801WE0550"	"801WE0550_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.01763678	0.01763678	0.01763678	"MaxMonthQ"	22558834	6
"801WE0550"	"801WE0550_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0.04360285	0.04360285	0.04360285	"Q99"	22558834	6
"801WE0669"	"801WE0669_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-0.5	-0.5	-0.5	"HighDur"	22558640	6
"801WE0669"	"801WE0669_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	6.5	6.5	6.5	"HighNum"	22558640	6
"801WE0669"	"801WE0669_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.13424	0.13424	0.13424	"QmaxIDR"	22558640	6
"801WE0669"	"801WE0669_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.319977281	0.319977281	0.319977281	"MaxMonthQ"	22558640	6
"801WE0669"	"801WE0669_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-40	-40	-40	"NoDisturb"	22558640	6
"801WE0669"	"801WE0669_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0.52844579	0.52844579	0.52844579	"Q99"	22558640	6
"801WE0669"	"801WE0669_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.208411371	0.208411371	0.208411371	"RBI"	22558640	6
"801WE0674"	"801WE0674_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.000252813	0.000252813	0.000252813	"RBI"	22558770	6
"801WE0674"	"801WE0674_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	22558770	6
"801WE0674"	"801WE0674_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	22558770	6
"801WE0674"	"801WE0674_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-30.5	-30.5	-30.5	"NoDisturb"	22558770	6
"801WE0674"	"801WE0674_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.002602	0.002602	0.002602	"QmaxIDR"	22558770	6
"801WE0674"	"801WE0674_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.000619361	0.000619361	0.000619361	"MaxMonthQ"	22558770	6
"801WE0674"	"801WE0674_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0	0	0	"HighDur"	22558770	6
"801WE0989"	"801WE0989_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	6.5	6.5	6.5	"HighNum"	22560610	1
"801WE0989"	"801WE0989_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.761156593	0.761156593	0.761156593	"RBI"	22560610	1
"801WE0989"	"801WE0989_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	17.612	17.612	17.612	"QmaxIDR"	22560610	1
"801WE0989"	"801WE0989_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	5	5	5	"HighDur"	22560610	1
"801WE0989"	"801WE0989_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	15.74428112	15.74428112	15.74428112	"MaxMonthQ"	22560610	1
"801WE0989"	"801WE0989_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	79.07212516	79.07212516	79.07212516	"Q99"	22560610	1
"801WE0989"	"801WE0989_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-18	-18	-18	"NoDisturb"	22560610	1
"801WE1008"	"801WE1008_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	22558750	6
"801WE1008"	"801WE1008_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.000908619	0.000908619	0.000908619	"QmaxIDR"	22558750	6
"801WE1008"	"801WE1008_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	2.61e-05	2.61e-05	2.61e-05	"RBI"	22558750	6
"801WE1008"	"801WE1008_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-137	-137	-137	"NoDisturb"	22558750	6
"801WE1008"	"801WE1008_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	1.5	1.5	1.5	"HighDur"	22558750	6
"801WE1008"	"801WE1008_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	22558750	6
"801WE1008"	"801WE1008_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	6.7e-05	6.7e-05	6.7e-05	"MaxMonthQ"	22558750	6
"801WE1020"	"801WE1020_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	-2.3e-05	-2.3e-05	-2.3e-05	"QmaxIDR"	22557786	6
"801WE1020"	"801WE1020_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	22557786	6
"801WE1020"	"801WE1020_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0	0	0	"HighDur"	22557786	6
"801WE1020"	"801WE1020_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-92.5	-92.5	-92.5	"NoDisturb"	22557786	6
"801WE1020"	"801WE1020_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	22557786	6
"801WE1020"	"801WE1020_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	1.08e-10	1.08e-10	1.08e-10	"RBI"	22557786	6
"801WE1020"	"801WE1020_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	-1.01e-06	-1.01e-06	-1.01e-06	"MaxMonthQ"	22557786	6
"801WE1043"	"801WE1043_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-63	-63	-63	"NoDisturb"	22555368	6
"801WE1043"	"801WE1043_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0.019007811	0.019007811	0.019007811	"Q99"	22555368	6
"801WE1043"	"801WE1043_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.008672857	0.008672857	0.008672857	"MaxMonthQ"	22555368	6
"801WE1043"	"801WE1043_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.04359	0.04359	0.04359	"QmaxIDR"	22555368	6
"801WE1043"	"801WE1043_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	-1.84e-08	-1.84e-08	-1.84e-08	"RBI"	22555368	6
"801WE1043"	"801WE1043_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	22555368	6
"801WE1043"	"801WE1043_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0	0	0	"HighDur"	22555368	6
"801WE1127"	"801WE1127_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0	0	0	"HighDur"	22555080	6
"801WE1127"	"801WE1127_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0.5	0.5	0.5	"HighNum"	22555080	6
"801WE1127"	"801WE1127_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	-0.000765074	-0.000765074	-0.000765074	"MaxMonthQ"	22555080	6
"801WE1127"	"801WE1127_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0.012305992	0.012305992	0.012305992	"Q99"	22555080	6
"801WE1127"	"801WE1127_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.0086843	0.0086843	0.0086843	"QmaxIDR"	22555080	6
"801WE1127"	"801WE1127_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.005517866	0.005517866	0.005517866	"RBI"	22555080	6
"801WE1127"	"801WE1127_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-110.5	-110.5	-110.5	"NoDisturb"	22555080	6
"802SJR116"	"802SJR116_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-176	-176	-176	"NoDisturb"	22532986	5
"802SJR116"	"802SJR116_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	13.6594	13.6594	13.6594	"QmaxIDR"	22532986	5
"802SJR116"	"802SJR116_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	1.5	1.5	1.5	"HighNum"	22532986	5
"802SJR116"	"802SJR116_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	6.661473025	6.661473025	6.661473025	"Q99"	22532986	5
"802SJR116"	"802SJR116_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-6.5	-6.5	-6.5	"HighDur"	22532986	5
"802SJR116"	"802SJR116_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	4.714067692	4.714067692	4.714067692	"MaxMonthQ"	22532986	5
"802SJR116"	"802SJR116_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.082925895	0.082925895	0.082925895	"RBI"	22532986	5
"802WE0658"	"802WE0658_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0.5	0.5	0.5	"HighDur"	22535146	6
"802WE0658"	"802WE0658_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	22535146	6
"802WE0658"	"802WE0658_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0.001463608	0.001463608	0.001463608	"Q99"	22535146	6
"802WE0658"	"802WE0658_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.00664	0.00664	0.00664	"QmaxIDR"	22535146	6
"802WE0658"	"802WE0658_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.003097717	0.003097717	0.003097717	"MaxMonthQ"	22535146	6
"802WE0658"	"802WE0658_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-44.5	-44.5	-44.5	"NoDisturb"	22535146	6
"802WE0658"	"802WE0658_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.002362378	0.002362378	0.002362378	"RBI"	22535146	6
"901ATCDOS"	"901ATCDOS_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	7.92003	7.92003	7.92003	"QmaxIDR"	20350681	1
"901ATCDOS"	"901ATCDOS_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	1.305546429	1.305546429	1.305546429	"RBI"	20350681	1
"901ATCDOS"	"901ATCDOS_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	16.5	16.5	16.5	"HighNum"	20350681	1
"901ATCDOS"	"901ATCDOS_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-11.5	-11.5	-11.5	"HighDur"	20350681	1
"901ATCDOS"	"901ATCDOS_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.408251736	0.408251736	0.408251736	"MaxMonthQ"	20350681	1
"901ATCDOS"	"901ATCDOS_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	2.922819499	2.922819499	2.922819499	"Q99"	20350681	1
"901ATCDOS"	"901ATCDOS_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-112.5	-112.5	-112.5	"NoDisturb"	20350681	1
"901PS0057"	"901PS0057_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.259668019	0.259668019	0.259668019	"MaxMonthQ"	20350529	1
"901PS0057"	"901PS0057_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	2.215662	2.215662	2.215662	"QmaxIDR"	20350529	1
"901PS0057"	"901PS0057_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	1.556478713	1.556478713	1.556478713	"Q99"	20350529	1
"901PS0057"	"901PS0057_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-9	-9	-9	"HighDur"	20350529	1
"901PS0057"	"901PS0057_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	11	11	11	"HighNum"	20350529	1
"901PS0057"	"901PS0057_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-55.5	-55.5	-55.5	"NoDisturb"	20350529	1
"901PS0057"	"901PS0057_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.638366482	0.638366482	0.638366482	"RBI"	20350529	1
"901S00313"	"901S00313_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	20348383	3
"901S00313"	"901S00313_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	-0.000889866	-0.000889866	-0.000889866	"RBI"	20348383	3
"901S00313"	"901S00313_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	20348383	3
"901S00313"	"901S00313_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	-3.41e-10	-3.41e-10	-3.41e-10	"MaxMonthQ"	20348383	3
"901S00313"	"901S00313_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0.5	0.5	0.5	"HighDur"	20348383	3
"901S00313"	"901S00313_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-122	-122	-122	"NoDisturb"	20348383	3
"901S00313"	"901S00313_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.003789649	0.003789649	0.003789649	"QmaxIDR"	20348383	3
"901S00469"	"901S00469_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-8.5	-8.5	-8.5	"HighDur"	20348759	3
"901S00469"	"901S00469_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	-0.000346958	-0.000346958	-0.000346958	"RBI"	20348759	3
"901S00469"	"901S00469_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.001493925	0.001493925	0.001493925	"MaxMonthQ"	20348759	3
"901S00469"	"901S00469_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	20348759	3
"901S00469"	"901S00469_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.02464	0.02464	0.02464	"QmaxIDR"	20348759	3
"901S00469"	"901S00469_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	20348759	3
"901S00469"	"901S00469_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-182	-182	-182	"NoDisturb"	20348759	3
"901S00997"	"901S00997_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-12.5	-12.5	-12.5	"HighDur"	20350837	1
"901S00997"	"901S00997_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-85.5	-85.5	-85.5	"NoDisturb"	20350837	1
"901S00997"	"901S00997_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	21	21	21	"HighNum"	20350837	1
"901S00997"	"901S00997_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	1.610960331	1.610960331	1.610960331	"RBI"	20350837	1
"901S00997"	"901S00997_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.281609	0.281609	0.281609	"QmaxIDR"	20350837	1
"901S00997"	"901S00997_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0.498377929	0.498377929	0.498377929	"Q99"	20350837	1
"901S00997"	"901S00997_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.01017241	0.01017241	0.01017241	"MaxMonthQ"	20350837	1
"901S01705"	"901S01705_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	7.15e-05	7.15e-05	7.15e-05	"MaxMonthQ"	20348431	3
"901S01705"	"901S01705_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	-4.96e-07	-4.96e-07	-4.96e-07	"RBI"	20348431	3
"901S01705"	"901S01705_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.000102	0.000102	0.000102	"QmaxIDR"	20348431	3
"901S01705"	"901S01705_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0	0	0	"HighDur"	20348431	3
"901S01705"	"901S01705_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	20348431	3
"901S01705"	"901S01705_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0.000550721	0.000550721	0.000550721	"Q99"	20348431	3
"901S01705"	"901S01705_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-52	-52	-52	"NoDisturb"	20348431	3
"901S01811"	"901S01811_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	5.190421	5.190421	5.190421	"QmaxIDR"	20348641	2
"901S01811"	"901S01811_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-30.5	-30.5	-30.5	"NoDisturb"	20348641	2
"901S01811"	"901S01811_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-9	-9	-9	"HighDur"	20348641	2
"901S01811"	"901S01811_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	1.39045081	1.39045081	1.39045081	"RBI"	20348641	2
"901S01811"	"901S01811_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	17	17	17	"HighNum"	20348641	2
"901S01811"	"901S01811_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	1.654726884	1.654726884	1.654726884	"Q99"	20348641	2
"901S01811"	"901S01811_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.640046261	0.640046261	0.640046261	"MaxMonthQ"	20348641	2
"901S01849"	"901S01849_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	20348657	3
"901S01849"	"901S01849_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	20348657	3
"901S01849"	"901S01849_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-121.5	-121.5	-121.5	"NoDisturb"	20348657	3
"901S01849"	"901S01849_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	0	0	0	"HighDur"	20348657	3
"901S01849"	"901S01849_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	-0.000879435	-0.000879435	-0.000879435	"RBI"	20348657	3
"901S01849"	"901S01849_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0	0	0	"QmaxIDR"	20348657	3
"901S01849"	"901S01849_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	-3.41e-10	-3.41e-10	-3.41e-10	"MaxMonthQ"	20348657	3
"901S02873"	"901S02873_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-3	-3	-3	"HighDur"	20348717	3
"901S02873"	"901S02873_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	-0.000113282	-0.000113282	-0.000113282	"Q99"	20348717	3
"901S02873"	"901S02873_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	20348717	3
"901S02873"	"901S02873_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.029589	0.029589	0.029589	"QmaxIDR"	20348717	3
"901S02873"	"901S02873_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.001207655	0.001207655	0.001207655	"MaxMonthQ"	20348717	3
"901S02873"	"901S02873_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-98.5	-98.5	-98.5	"NoDisturb"	20348717	3
"901S02873"	"901S02873_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	-5.3e-06	-5.3e-06	-5.3e-06	"RBI"	20348717	3
"901S04309"	"901S04309_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.06989637	0.06989637	0.06989637	"QmaxIDR"	20351601	3
"901S04309"	"901S04309_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	20351601	3
"901S04309"	"901S04309_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0.5	0.5	0.5	"HighNum"	20351601	3
"901S04309"	"901S04309_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.004900794	0.004900794	0.004900794	"MaxMonthQ"	20351601	3
"901S04309"	"901S04309_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-183.5	-183.5	-183.5	"NoDisturb"	20351601	3
"901S04309"	"901S04309_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-16.5	-16.5	-16.5	"HighDur"	20351601	3
"901S04309"	"901S04309_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.00260148	0.00260148	0.00260148	"RBI"	20351601	3
"901S04409"	"901S04409_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-122	-122	-122	"NoDisturb"	20348383	3
"901S04409"	"901S04409_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	2.5	2.5	2.5	"HighDur"	20348383	3
"901S04409"	"901S04409_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	-0.000887792	-0.000887792	-0.000887792	"RBI"	20348383	3
"901S04409"	"901S04409_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	20348383	3
"901S04409"	"901S04409_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.001484577	0.001484577	0.001484577	"MaxMonthQ"	20348383	3
"901S04409"	"901S04409_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	20348383	3
"901S04409"	"901S04409_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.027401944	0.027401944	0.027401944	"QmaxIDR"	20348383	3
"901S04565"	"901S04565_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.006666211	0.006666211	0.006666211	"MaxMonthQ"	20348767	3
"901S04565"	"901S04565_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	20348767	3
"901S04565"	"901S04565_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-4.5	-4.5	-4.5	"HighDur"	20348767	3
"901S04565"	"901S04565_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.04905	0.04905	0.04905	"QmaxIDR"	20348767	3
"901S04565"	"901S04565_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-106.5	-106.5	-106.5	"NoDisturb"	20348767	3
"901S04565"	"901S04565_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	20348767	3
"901S04565"	"901S04565_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	-0.000349244	-0.000349244	-0.000349244	"RBI"	20348767	3
"901S06851"	"901S06851_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	2.529512	2.529512	2.529512	"QmaxIDR"	20348813	1
"901S06851"	"901S06851_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-22.5	-22.5	-22.5	"HighDur"	20348813	1
"901S06851"	"901S06851_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.309468812	0.309468812	0.309468812	"MaxMonthQ"	20348813	1
"901S06851"	"901S06851_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	17	17	17	"HighNum"	20348813	1
"901S06851"	"901S06851_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	1.30153731	1.30153731	1.30153731	"RBI"	20348813	1
"901S06851"	"901S06851_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	2.065735783	2.065735783	2.065735783	"Q99"	20348813	1
"901S06851"	"901S06851_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-90	-90	-90	"NoDisturb"	20348813	1
"901S06969"	"901S06969_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	-0.000889866	-0.000889866	-0.000889866	"RBI"	20348657	3
"901S06969"	"901S06969_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.007403811	0.007403811	0.007403811	"MaxMonthQ"	20348657	3
"901S06969"	"901S06969_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	20348657	3
"901S06969"	"901S06969_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	0.07111536	0.07111536	0.07111536	"QmaxIDR"	20348657	3
"901S06969"	"901S06969_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-121.5	-121.5	-121.5	"NoDisturb"	20348657	3
"901S06969"	"901S06969_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	6	6	6	"HighDur"	20348657	3
"901S06969"	"901S06969_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	20348657	3
"901SJC74x"	"901SJC74x_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	0	0	0	"NoDisturb"	20350533	4
"901SJC74x"	"901SJC74x_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	0	0	0	"HighNum"	20350533	4
"901SJC74x"	"901SJC74x_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	1.26868	1.26868	1.26868	"QmaxIDR"	20350533	4
"901SJC74x"	"901SJC74x_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	7.5	7.5	7.5	"HighDur"	20350533	4
"901SJC74x"	"901SJC74x_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0	0	0	"RBI"	20350533	4
"901SJC74x"	"901SJC74x_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	0.101447343	0.101447343	0.101447343	"MaxMonthQ"	20350533	4
"901SJC74x"	"901SJC74x_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0	0	0	"Q99"	20350533	4
"901SJSJC9"	"901SJSJC9_modeledflow"	NA	"modeled flow"	"flow"	"NoDisturb"	-205.5	-205.5	-205.5	"NoDisturb"	20350775	5
"901SJSJC9"	"901SJSJC9_modeledflow"	NA	"modeled flow"	"flow"	"RBI"	0.577184046	0.577184046	0.577184046	"RBI"	20350775	5
"901SJSJC9"	"901SJSJC9_modeledflow"	NA	"modeled flow"	"flow"	"HighDur"	-32	-32	-32	"HighDur"	20350775	5
"901SJSJC9"	"901SJSJC9_modeledflow"	NA	"modeled flow"	"flow"	"HighNum"	15.5	15.5	15.5	"HighNum"	20350775	5
"901SJSJC9"	"901SJSJC9_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	4.188798558	4.188798558	4.188798558	"Q99"	20350775	5
"901SJSJC9"	"901SJSJC9_modeledflow"	NA	"modeled flow"	"flow"	"MaxMonthQ"	1.114700156	1.114700156	1.114700156	"MaxMonthQ"	20350775	5
"901SJSJC9"	"901SJSJC9_modeledflow"	NA	"modeled flow"	"flow"	"QmaxIDR"	18.4725098	18.4725098	18.4725098	"QmaxIDR"	20350775	5
"902S01097"	"902S01097_modeledflow"	NA	"modeled flow"	"flow"	"Q99"	0.003038799	0.003038799	0.003038799	"Q99"	22549067	3
