"StationID_Master"	"ChemSampleID"	"SampDate"	"SampYear"	"StdParamName"	"ResultValue"	"ConvertTo"	"COMID_NHD2"	"clust"
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"XCMG_score"	1	"XCMG_score"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"Chromium_ug_L"	0.29	"Chromium_ug_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"Arsenic_uf_ug_L"	0.53	"Arsenic_uf_ug_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"Manganese_uf_ug_L"	2.335	"Manganese_uf_ug_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"Arsenic_f_ug_L"	0.555	"Arsenic_f_ug_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"TDS_f_mg_L"	646	"TDS_f_mg_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"NO3_N_f_mg_L"	0.7615	"NO3_N_f_mg_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"Hardness_CaCO3_f_mg_L"	410.5	"Hardness_CaCO3_f_mg_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"IPI"	1.2	"IPI"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"Nickel_uf_ug_L"	5.925	"Nickel_uf_ug_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"Cadmium_f_ug_L"	0.045	"Cadmium_f_ug_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"Sulfate_f_mg_L"	252	"Sulfate_f_mg_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"Iron_f_ug_L"	3.465	"Iron_f_ug_L"	17586848	5
"402BA0335"	"402BA0335_2008-05-27"	"05/27/2008"	2008	"Iron_uf_ug_L"	11.25	"Iron_uf_ug_L"	17586848	5
"402M00002"	"402M00002_2015-08-13"	"08/13/2015"	2015	"PCT_SAFN_score"	0.81	"PCT_SAFN_score"	17586972	5
"402M00002"	"402M00002_2015-08-13"	"08/13/2015"	2015	"XCMG_score"	0.68	"XCMG_score"	17586972	5
