FinalID	LifeStageCode	Phylum	Class	Order	Family	Tribe	Genus	Species	FFG	TolVal	Habit	SpecCondTolVal	PCT_SAFN_score
Rhithrogena decora	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena decora	NA	0	CN	NA	
Rhithrogena decora	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena decora	SC	0	CN	NA	
Rhithrogena flavianula	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena flavianula	NA	0	CN	NA	
Rhithrogena flavianula	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena flavianula	SC	0	CN	NA	
Rhithrogena hageni	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena hageni	NA	0	CN	NA	
Rhithrogena hageni	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena hageni	SC	0	CN	NA	
Rhithrogena morrisoni	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena morrisoni	NA	0	CN	NA	
Rhithrogena morrisoni	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena morrisoni	SC	0	CN	NA	
Rhithrogena plana	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena plana	NA	0	CN	NA	
Rhithrogena plana	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena plana	SC	0	CN	NA	
Rhithrogena robusta	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena robusta	NA	0	CN	NA	
Rhithrogena robusta	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena robusta	SC	0	CN	NA	
Rhithrogena undulata	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena undulata	NA	0	CN	NA	
Rhithrogena undulata	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena undulata	SC	0	CN	NA	
Rhithrogena virilis	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena virilis	NA	0	CN	NA	
Rhithrogena virilis	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Rhithrogena	Rhithrogena virilis	SC	0	CN	NA	
Rhithropanopeus	X	Arthropoda	Malacostraca	Decapoda	Panopeidae	NA	Rhithropanopeus	NA	NA	NA	NA	NA	
Rhithropanopeus harrisii	X	Arthropoda	Malacostraca	Decapoda	Panopeidae	NA	Rhithropanopeus	Rhithropanopeus harrisii	NA	NA	NA	NA	
Rhizelmis	A	Arthropoda	Insecta	Coleoptera	Elmidae	NA	Rhizelmis	NA	SC	2	CN	NA	
Rhizelmis	L	Arthropoda	Insecta	Coleoptera	Elmidae	NA	Rhizelmis	NA	SC	2	CN	NA	
Rhizelmis	U	Arthropoda	Insecta	Coleoptera	Elmidae	NA	Rhizelmis	NA	SC	2	CN	NA	
Rhizelmis nigra	A	Arthropoda	Insecta	Coleoptera	Elmidae	NA	Rhizelmis	Rhizelmis nigra	SC	2	CN	NA	
Rhizelmis nigra	L	Arthropoda	Insecta	Coleoptera	Elmidae	NA	Rhizelmis	Rhizelmis nigra	SC	2	CN	NA	
Rhyacodrilus	X	Annelida	Oligochaeta	Tubificida	Tubificidae	NA	Rhyacodrilus	NA	CG	10	NA	NA	
Rhyacodrilus sodalis	X	Annelida	Oligochaeta	Tubificida	Tubificidae	NA	Rhyacodrilus	Rhyacodrilus sodalis	CG	10	NA	NA	
Rhyacophila	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	NA	0	CN	NA	
Rhyacophila	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila	U	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila alberta	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila alberta	NA	0	CN	NA	
Rhyacophila alberta	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila alberta	P	0	CN	NA	
Rhyacophila alberta	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila alberta	P	0	CN	NA	
Rhyacophila alberta group	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	NA	0	CN	NA	
Rhyacophila alberta group	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila alberta group	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila amabilis	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila amabilis	NA	2	CN	NA	
Rhyacophila amabilis	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila amabilis	P	2	CN	NA	
Rhyacophila amabilis	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila amabilis	P	2	CN	NA	
Rhyacophila angelita	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila angelita	NA	0	CN	NA	
Rhyacophila angelita	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila angelita	P	0	CN	NA	
Rhyacophila angelita	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila angelita	P	0	CN	NA	
Rhyacophila angelita group	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	NA	0	CN	NA	
Rhyacophila angelita group	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila angelita group	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila arcella	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila arcella	NA	1	CN	NA	
Rhyacophila arcella	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila arcella	P	1	CN	NA	
Rhyacophila arcella	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila arcella	P	1	CN	NA	
Rhyacophila ardala	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila ardala	NA	1	CN	NA	
Rhyacophila ardala	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila ardala	P	1	CN	NA	
Rhyacophila ardala	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila ardala	P	1	CN	NA	
Rhyacophila arnaudi	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila arnaudi	NA	0	CN	NA	
Rhyacophila arnaudi	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila arnaudi	P	0	CN	NA	
Rhyacophila arnaudi	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila arnaudi	P	0	CN	NA	
Rhyacophila balosa	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila balosa	NA	0	CN	NA	
Rhyacophila balosa	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila balosa	P	0	CN	NA	
Rhyacophila balosa	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila balosa	P	0	CN	NA	
Rhyacophila basalis	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila basalis	NA	0	CN	NA	
Rhyacophila basalis	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila basalis	P	0	CN	NA	
Rhyacophila basalis	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila basalis	P	0	CN	NA	
Rhyacophila betteni	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila betteni	NA	1	CN	NA	
Rhyacophila betteni	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila betteni	P	1	CN	NA	
Rhyacophila betteni	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila betteni	P	1	CN	NA	
Rhyacophila betteni group	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	NA	1	CN	NA	
Rhyacophila betteni group	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	1	CN	NA	
Rhyacophila betteni group	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	1	CN	NA	
Rhyacophila bifila	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila bifila	NA	2	CN	NA	
Rhyacophila bifila	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila bifila	P	2	CN	NA	
Rhyacophila bifila	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila bifila	P	2	CN	NA	
Rhyacophila blarina	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila blarina	NA	1	CN	NA	
Rhyacophila blarina	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila blarina	P	1	CN	NA	
Rhyacophila blarina	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila blarina	P	1	CN	NA	
Rhyacophila brunnea	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila brunnea	NA	1	CN	NA	
Rhyacophila brunnea	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila brunnea	P	1	CN	NA	
Rhyacophila brunnea	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila brunnea	P	1	CN	NA	
Rhyacophila brunnea group	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	NA	1	CN	NA	
Rhyacophila brunnea group	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	1	CN	NA	
Rhyacophila brunnea group	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	1	CN	NA	
Rhyacophila californica	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila californica	NA	1	CN	NA	
Rhyacophila californica	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila californica	P	1	CN	NA	
Rhyacophila californica	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila californica	P	1	CN	NA	
Rhyacophila cerita	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila cerita	NA	1	CN	NA	
Rhyacophila cerita	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila cerita	P	1	CN	NA	
Rhyacophila cerita	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila cerita	P	1	CN	NA	
Rhyacophila chandleri	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila chandleri	NA	0	CN	NA	
Rhyacophila chandleri	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila chandleri	P	0	CN	NA	
Rhyacophila chandleri	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila chandleri	P	0	CN	NA	
Rhyacophila chilsia	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila chilsia	NA	1	CN	NA	
Rhyacophila chilsia	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila chilsia	P	1	CN	NA	
Rhyacophila chilsia	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila chilsia	P	1	CN	NA	
Rhyacophila chordata	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila chordata	NA	0	CN	NA	
Rhyacophila chordata	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila chordata	P	0	CN	NA	
Rhyacophila chordata	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila chordata	P	0	CN	NA	
Rhyacophila colonus	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila colonus	NA	0	CN	NA	
Rhyacophila colonus	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila colonus	P	0	CN	NA	
Rhyacophila colonus	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila colonus	P	0	CN	NA	
Rhyacophila coloradensis	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila coloradensis	NA	2	CN	NA	
Rhyacophila coloradensis	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila coloradensis	P	2	CN	NA	
Rhyacophila coloradensis	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila coloradensis	P	2	CN	NA	
Rhyacophila coloradensis group	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	NA	2	CN	NA	
Rhyacophila coloradensis group	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	2	CN	NA	
Rhyacophila coloradensis group	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	2	CN	NA	
Rhyacophila darbyi	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila darbyi	NA	0	CN	NA	
Rhyacophila darbyi	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila darbyi	P	0	CN	NA	
Rhyacophila darbyi	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila darbyi	P	0	CN	NA	
Rhyacophila ebria	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila ebria	NA	0	CN	NA	
Rhyacophila ebria	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila ebria	P	0	CN	NA	
Rhyacophila ebria	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila ebria	P	0	CN	NA	
Rhyacophila ecosa	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila ecosa	NA	0	CN	NA	
Rhyacophila ecosa	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila ecosa	P	0	CN	NA	
Rhyacophila ecosa	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila ecosa	P	0	CN	NA	
Rhyacophila ecosa group	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	NA	0	CN	NA	
Rhyacophila ecosa group	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila ecosa group	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila fenderi	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila fenderi	NA	1	CN	NA	
Rhyacophila fenderi	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila fenderi	P	1	CN	NA	
Rhyacophila fenderi	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila fenderi	P	1	CN	NA	
Rhyacophila gemona	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila gemona	NA	0	CN	NA	
Rhyacophila gemona	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila gemona	P	0	CN	NA	
Rhyacophila gemona	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila gemona	P	0	CN	NA	
Rhyacophila grandis	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila grandis	NA	1	CN	NA	
Rhyacophila grandis	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila grandis	P	1	CN	NA	
Rhyacophila grandis	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila grandis	P	1	CN	NA	
Rhyacophila grandis group	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	NA	1	CN	NA	
Rhyacophila grandis group	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	1	CN	NA	
Rhyacophila grandis group	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	1	CN	NA	
Rhyacophila haddocki	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila haddocki	NA	0	CN	NA	
Rhyacophila haddocki	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila haddocki	P	0	CN	NA	
Rhyacophila haddocki	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila haddocki	P	0	CN	NA	
Rhyacophila harmstoni	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila harmstoni	NA	0	CN	NA	
Rhyacophila harmstoni	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila harmstoni	P	0	CN	NA	
Rhyacophila harmstoni	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila harmstoni	P	0	CN	NA	
Rhyacophila hyalinata	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila hyalinata	NA	1	CN	NA	
Rhyacophila hyalinata	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila hyalinata	P	1	CN	NA	
Rhyacophila hyalinata	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila hyalinata	P	1	CN	NA	
Rhyacophila hyalinata group	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	NA	1	CN	NA	
Rhyacophila hyalinata group	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	1	CN	NA	
Rhyacophila hyalinata group	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	1	CN	NA	
Rhyacophila inculta	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila inculta	NA	1	CN	NA	
Rhyacophila inculta	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila inculta	P	1	CN	NA	
Rhyacophila inculta	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila inculta	P	1	CN	NA	
Rhyacophila insularis	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila insularis	NA	2	CN	NA	
Rhyacophila insularis	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila insularis	P	2	CN	NA	
Rhyacophila insularis	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila insularis	P	2	CN	NA	
Rhyacophila iranda	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila iranda	NA	0	CN	NA	
Rhyacophila iranda	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila iranda	P	0	CN	NA	
Rhyacophila iranda	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila iranda	P	0	CN	NA	
Rhyacophila jenniferae	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila jenniferae	NA	2	CN	NA	
Rhyacophila jenniferae	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila jenniferae	P	2	CN	NA	
Rhyacophila jenniferae	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila jenniferae	P	2	CN	NA	
Rhyacophila jewetti	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila jewetti	NA	1	CN	NA	
Rhyacophila jewetti	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila jewetti	P	1	CN	NA	
Rhyacophila jewetti	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila jewetti	P	1	CN	NA	
Rhyacophila karila	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila karila	NA	1	CN	NA	
Rhyacophila karila	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila karila	P	1	CN	NA	
Rhyacophila karila	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila karila	P	1	CN	NA	
Rhyacophila kernada	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila kernada	NA	2	CN	NA	
Rhyacophila kernada	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila kernada	P	2	CN	NA	
Rhyacophila kernada	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila kernada	P	2	CN	NA	
Rhyacophila kincaidi	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila kincaidi	NA	0	CN	NA	
Rhyacophila kincaidi	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila kincaidi	P	0	CN	NA	
Rhyacophila kincaidi	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila kincaidi	P	0	CN	NA	
Rhyacophila latitergum	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila latitergum	NA	0	CN	NA	
Rhyacophila latitergum	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila latitergum	P	0	CN	NA	
Rhyacophila latitergum	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila latitergum	P	0	CN	NA	
Rhyacophila leechi	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila leechi	NA	0	CN	NA	
Rhyacophila leechi	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila leechi	P	0	CN	NA	
Rhyacophila leechi	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila leechi	P	0	CN	NA	
Rhyacophila lieftincki group	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	NA	0	CN	NA	
Rhyacophila lieftincki group	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila lieftincki group	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	NA	P	0	CN	NA	
Rhyacophila lineata	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila lineata	NA	0	CN	NA	
Rhyacophila lineata	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila lineata	P	0	CN	NA	
Rhyacophila lineata	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila lineata	P	0	CN	NA	
Rhyacophila lurella	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila lurella	NA	0	CN	NA	
Rhyacophila lurella	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila lurella	P	0	CN	NA	
Rhyacophila lurella	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila lurella	P	0	CN	NA	
Rhyacophila malkini	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila malkini	NA	2	CN	NA	
Rhyacophila malkini	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila malkini	P	2	CN	NA	
Rhyacophila malkini	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila malkini	P	2	CN	NA	
Rhyacophila mosana	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila mosana	NA	0	CN	NA	
Rhyacophila mosana	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila mosana	P	0	CN	NA	
Rhyacophila mosana	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila mosana	P	0	CN	NA	
Rhyacophila narvae	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila narvae	NA	1	CN	NA	
Rhyacophila narvae	L	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila narvae	P	1	CN	NA	
Rhyacophila narvae	P	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila narvae	P	1	CN	NA	
Rhyacophila neograndis	A	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	NA	Rhyacophila	Rhyacophila neograndis	NA	1	CN	NA	
