FinalID	LifeStageCode	Phylum	Class	Order	Family	Tribe	Genus	Species	FFG	TolVal	Habit	SpecCondTolVal	PCT_SAFN_score
Abedus	A	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	NA	P	8	CB	NA	
Abedus	L	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	NA	P	8	CB	NA	
Abedus	U	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	NA	P	8	CB	NA	
Abedus breviceps	A	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus breviceps	P	8	CB	NA	
Abedus breviceps	L	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus breviceps	P	NA	CB	NA	
Abedus herberti	A	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus herberti	P	8	CB	NA	
Abedus herberti	L	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus herberti	P	NA	CB	NA	
Abedus indentatus	A	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus indentatus	P	8	CB	NA	
Abedus indentatus	L	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus indentatus	P	8	CB	NA	
Abedus indentatus	U	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus indentatus	P	8	CB	NA	
Abedus ovatus	A	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus ovatus	P	8	CB	NA	
Abedus ovatus	L	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus ovatus	P	NA	CB	NA	
Abedus parkeri	A	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus parkeri	P	8	CB	NA	
Abedus parkeri	L	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus parkeri	P	NA	CB	NA	
Abedus vicinus	A	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus vicinus	P	8	CB	NA	
Abedus vicinus	L	Arthropoda	Insecta	Hemiptera	Belostomatidae	NA	Abedus	Abedus vicinus	P	NA	CB	NA	
Ablabesmyia	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneurini	Ablabesmyia	NA	CG	8	SP	4	
Ablabesmyia	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneurini	Ablabesmyia	NA	CG	8	SP	4	
Ablabesmyia	U	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneurini	Ablabesmyia	NA	CG	8	SP	4	
Ablabesmyia annulata	A	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia annulata	NA	NA	SP	NA	
Ablabesmyia annulata	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia annulata	OM	8	SP	NA	
Ablabesmyia annulata	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia annulata	OM	8	SP	NA	
Ablabesmyia aspera	A	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia aspera	NA	NA	SP	NA	
Ablabesmyia aspera	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia aspera	OM	8	SP	NA	
Ablabesmyia aspera	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia aspera	OM	8	SP	NA	
Ablabesmyia cinctipes	A	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia cinctipes	NA	NA	SP	NA	
Ablabesmyia cinctipes	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia cinctipes	OM	8	SP	NA	
Ablabesmyia cinctipes	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia cinctipes	OM	8	SP	NA	
Ablabesmyia mallochi	A	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia mallochi	NA	NA	SP	NA	
Ablabesmyia mallochi	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia mallochi	OM	8	SP	NA	
Ablabesmyia mallochi	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia mallochi	OM	8	SP	NA	
Ablabesmyia monilis	A	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia monilis	NA	NA	SP	NA	
Ablabesmyia monilis	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia monilis	CG	8	SP	NA	
Ablabesmyia monilis	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia monilis	CG	8	SP	NA	
Ablabesmyia peleensis	A	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia peleensis	NA	NA	SP	NA	
Ablabesmyia peleensis	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia peleensis	OM	8	SP	NA	
Ablabesmyia peleensis	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia peleensis	OM	8	SP	NA	
Ablabesmyia pulchripennis	A	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia pulchripennis	NA	NA	SP	NA	
Ablabesmyia pulchripennis	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia pulchripennis	CG	8	SP	NA	
Ablabesmyia pulchripennis	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Ablabesmyia	Ablabesmyia pulchripennis	CG	8	SP	NA	
Acalyptonotidae	X	Arthropoda	Arachnida	Trombidiformes	Acalyptonotidae	NA	NA	NA	P	NA	NA	NA	
Acalyptonotus	X	Arthropoda	Arachnida	Trombidiformes	Acalyptonotidae	NA	Acalyptonotus	NA	P	NA	NA	NA	
Acalyptonotus pacificus	X	Arthropoda	Arachnida	Trombidiformes	Acalyptonotidae	NA	Acalyptonotus	Acalyptonotus pacificus	P	NA	NA	NA	
Acanthomysis	X	Arthropoda	Malacostraca	Mysida	Mysidae	NA	Acanthomysis	NA	NA	NA	NA	NA	
Acanthomysis aspera	X	Arthropoda	Malacostraca	Mysida	Mysidae	NA	Acanthomysis	Acanthomysis aspera	NA	NA	NA	NA	
Acanthomysis hwanhaiensis	X	Arthropoda	Malacostraca	Mysida	Mysidae	NA	Acanthomysis	Acanthomysis hwanhaiensis	NA	NA	NA	NA	
Acari	U	Arthropoda	Arachnida	NA	NA	NA	NA	NA	P	5	NA	NA	
Acari	X	Arthropoda	Arachnida	NA	NA	NA	NA	NA	P	5	NA	NA	
Acentrella	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acentrella	NA	NA	4	SW	NA	
Acentrella	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acentrella	NA	CG	4	SW	NA	
Acentrella insignificans	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acentrella	Acentrella insignificans	NA	4	SW	NA	
Acentrella insignificans	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acentrella	Acentrella insignificans	CG	4	SW	NA	
Acentrella turbida	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acentrella	Acentrella turbida	NA	4	SW	NA	
Acentrella turbida	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acentrella	Acentrella turbida	CG	4	SW	NA	
Acerpenna	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acerpenna	NA	NA	NA	SW	NA	
Acerpenna	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acerpenna	NA	SH	NA	SW	NA	
Acerpenna pygmaea	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acerpenna	Acerpenna pygmaea	NA	NA	SW	NA	
Acerpenna pygmaea	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acerpenna	Acerpenna pygmaea	OM	NA	SW	NA	
Acerpenna sulfurosus	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acerpenna	Acerpenna sulfurosus	NA	NA	SW	NA	
Acerpenna sulfurosus	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acerpenna	Acerpenna sulfurosus	SH	NA	SW	NA	
Acerpenna thermophilus	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acerpenna	Acerpenna thermophilus	NA	4	SW	NA	
Acerpenna thermophilus	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Acerpenna	Acerpenna thermophilus	SH	4	SW	NA	
Aciculata	X	Annelida	Polychaeta	Aciculata	NA	NA	NA	NA	NA	NA	NA	NA	
Acilius	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Acilius	NA	P	5	SW	NA	
Acilius	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Acilius	NA	P	5	SW	NA	
Acilius abbreviatus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Acilius	Acilius abbreviatus	P	5	SW	NA	
Acilius abbreviatus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Acilius	Acilius abbreviatus	P	5	SW	NA	
Acmira catherinae	U	Annelida	Sedentaria	Scolecida	Paraonidae	NA	Acmira	Acmira catherinae	NA	NA	NA	NA	
Acneus	A	Arthropoda	Insecta	Coleoptera	Psephenidae	NA	Acneus	NA	NA	4	CN	NA	
Acneus	L	Arthropoda	Insecta	Coleoptera	Psephenidae	NA	Acneus	NA	SC	4	CN	NA	
Acneus beeri	A	Arthropoda	Insecta	Coleoptera	Psephenidae	NA	Acneus	Acneus beeri	NA	NA	CN	NA	
Acneus beeri	L	Arthropoda	Insecta	Coleoptera	Psephenidae	NA	Acneus	Acneus beeri	SC	NA	CN	NA	
Acneus burnelli	A	Arthropoda	Insecta	Coleoptera	Psephenidae	NA	Acneus	Acneus burnelli	NA	NA	CN	NA	
Acneus burnelli	L	Arthropoda	Insecta	Coleoptera	Psephenidae	NA	Acneus	Acneus burnelli	SC	NA	CN	NA	
Acneus oregonensis	A	Arthropoda	Insecta	Coleoptera	Psephenidae	NA	Acneus	Acneus oregonensis	NA	NA	CN	NA	
Acneus oregonensis	L	Arthropoda	Insecta	Coleoptera	Psephenidae	NA	Acneus	Acneus oregonensis	SC	NA	CN	NA	
Acneus quadrimaculatus	A	Arthropoda	Insecta	Coleoptera	Psephenidae	NA	Acneus	Acneus quadrimaculatus	NA	4	CN	NA	
Acneus quadrimaculatus	L	Arthropoda	Insecta	Coleoptera	Psephenidae	NA	Acneus	Acneus quadrimaculatus	SC	4	CN	NA	
Acricotopus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Acricotopus	NA	CG	5	SP	NA	
Acricotopus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Acricotopus	NA	CG	5	SP	NA	
Acteocina inculta	U	Mollusca	Gastropoda	Cephalaspidea	Cylichnidae	NA	Acteocina	Acteocina inculta	NA	NA	NA	NA	
Adenophorea	X	Nematoda	Adenophorea	NA	NA	NA	NA	NA	P	5	NA	NA	
Aedes	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Aedes	NA	CF	8	SW	NA	
Aedes	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Aedes	NA	CF	8	SW	NA	
Aedes	U	Arthropoda	Insecta	Diptera	Culicidae	NA	Aedes	NA	CF	8	SW	NA	
Aedes aegypti	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Aedes	Aedes aegypti	CF	8	SW	NA	
Aedes aegypti	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Aedes	Aedes aegypti	CF	8	SW	NA	
Aedes cinereus	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Aedes	Aedes cinereus	CF	8	SW	NA	
Aedes cinereus	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Aedes	Aedes cinereus	CF	8	SW	NA	
Aedes vexans	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Aedes	Aedes vexans	CF	8	SW	NA	
Aedes vexans	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Aedes	Aedes vexans	CF	8	SW	NA	
Aeolosoma	X	Annelida	Polychaeta	NA	Aeolosomatidae	NA	Aeolosoma	NA	NA	NA	NA	NA	
Aeolosomatidae	X	Annelida	Polychaeta	NA	Aeolosomatidae	NA	NA	NA	NA	NA	NA	NA	
Aeshna	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	NA	P	5	CB	NA	
Aeshna	U	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	NA	P	5	CB	NA	
Aeshna canadensis	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna canadensis	P	5	CB	NA	
Aeshna constricta	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna constricta	P	5	CB	NA	
Aeshna eremita	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna eremita	P	5	CB	NA	
Aeshna interrupta	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna interrupta	P	5	CB	NA	
Aeshna juncea	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna juncea	P	5	CB	NA	
Aeshna palmata	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna palmata	P	5	CB	NA	
Aeshna persephone	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna persephone	P	5	CB	NA	
Aeshna subarctica	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna subarctica	P	5	CB	NA	
Aeshna tuberculifera	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna tuberculifera	P	5	CB	NA	
Aeshna umbrosa	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna umbrosa	P	5	CB	NA	
Aeshna walkeri	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	Aeshna	Aeshna walkeri	P	5	CB	NA	
Aeshna/ Rhionaeshna	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	NA	NA	P	5	CB	NA	
Aeshna/ Rhionaeshna	U	Arthropoda	Insecta	Odonata	Aeshnidae	NA	NA	NA	P	5	CB	NA	
Aeshnidae	L	Arthropoda	Insecta	Odonata	Aeshnidae	NA	NA	NA	P	5	CB	NA	
Aeshnidae	U	Arthropoda	Insecta	Odonata	Aeshnidae	NA	NA	NA	P	5	CB	NA	
Agabinus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabinus	NA	P	5	SW	NA	
Agabinus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabinus	NA	P	5	SW	NA	
Agabinus	U	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabinus	NA	P	5	SW	NA	
Agabinus glabrellus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabinus	Agabinus glabrellus	P	5	SW	NA	
Agabinus glabrellus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabinus	Agabinus glabrellus	P	5	SW	NA	
Agabinus sculpturellus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabinus	Agabinus sculpturellus	P	5	SW	NA	
Agabinus sculpturellus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabinus	Agabinus sculpturellus	P	5	SW	NA	
Agabus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	NA	P	8	SW	3	
Agabus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	NA	P	8	SW	3	
Agabus	U	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	NA	P	8	SW	3	
Agabus ambiguus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus ambiguus	P	8	SW	NA	
Agabus ambiguus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus ambiguus	P	8	SW	NA	
Agabus ancillus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus ancillus	P	8	SW	NA	
Agabus ancillus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus ancillus	P	8	SW	NA	
Agabus anthracinus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus anthracinus	P	8	SW	NA	
Agabus anthracinus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus anthracinus	P	8	SW	NA	
Agabus apache	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus apache	P	8	SW	NA	
Agabus apache	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus apache	P	8	SW	NA	
Agabus approximatus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus approximatus	P	8	SW	NA	
Agabus approximatus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus approximatus	P	8	SW	NA	
Agabus austinii	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus austinii	P	8	SW	NA	
Agabus austinii	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus austinii	P	8	SW	NA	
Agabus austrodiscors	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus austrodiscors	P	8	SW	NA	
Agabus austrodiscors	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus austrodiscors	P	8	SW	NA	
Agabus bifarius	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus bifarius	P	8	SW	NA	
Agabus bifarius	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus bifarius	P	8	SW	NA	
Agabus bjorkmanae	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus bjorkmanae	P	8	SW	NA	
Agabus bjorkmanae	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus bjorkmanae	P	8	SW	NA	
Agabus brevicollis	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus brevicollis	P	8	SW	NA	
Agabus brevicollis	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus brevicollis	P	8	SW	NA	
Agabus canadensis	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus canadensis	P	8	SW	NA	
Agabus canadensis	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus canadensis	P	8	SW	NA	
Agabus confertus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus confertus	P	8	SW	NA	
Agabus confertus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus confertus	P	8	SW	NA	
Agabus cordatus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus cordatus	P	8	SW	NA	
Agabus cordatus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus cordatus	P	8	SW	NA	
Agabus discors	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus discors	P	8	SW	NA	
Agabus discors	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus discors	P	8	SW	NA	
Agabus disintegratus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus disintegratus	P	8	SW	NA	
Agabus disintegratus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus disintegratus	P	8	SW	NA	
Agabus erichsoni	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus erichsoni	P	8	SW	NA	
Agabus erichsoni	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus erichsoni	P	8	SW	NA	
Agabus euryomus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus euryomus	P	8	SW	NA	
Agabus euryomus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus euryomus	P	8	SW	NA	
Agabus griseipennis	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus griseipennis	P	8	SW	NA	
Agabus griseipennis	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus griseipennis	P	8	SW	NA	
Agabus hoppingi	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus hoppingi	P	8	SW	NA	
Agabus hoppingi	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus hoppingi	P	8	SW	NA	
Agabus hypomelas	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus hypomelas	P	8	SW	NA	
Agabus hypomelas	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus hypomelas	P	8	SW	NA	
Agabus ilybiiformis	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus ilybiiformis	P	8	SW	NA	
Agabus ilybiiformis	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus ilybiiformis	P	8	SW	NA	
Agabus jimzim	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus jimzim	P	8	SW	NA	
Agabus jimzim	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus jimzim	P	8	SW	NA	
Agabus klamathensis	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus klamathensis	P	8	SW	NA	
Agabus klamathensis	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus klamathensis	P	8	SW	NA	
Agabus kootenai	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus kootenai	P	8	SW	NA	
Agabus kootenai	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus kootenai	P	8	SW	NA	
Agabus lineelus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus lineelus	P	8	SW	NA	
Agabus lineelus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus lineelus	P	8	SW	NA	
Agabus lugens	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus lugens	P	8	SW	NA	
Agabus lugens	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus lugens	P	8	SW	NA	
Agabus lutosus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus lutosus	P	8	SW	NA	
Agabus lutosus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus lutosus	P	8	SW	NA	
Agabus minnesotensis	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus minnesotensis	P	8	SW	NA	
Agabus minnesotensis	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus minnesotensis	P	8	SW	NA	
Agabus morosus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus morosus	P	8	SW	NA	
Agabus morosus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus morosus	P	8	SW	NA	
Agabus obliteratus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus obliteratus	P	8	SW	NA	
Agabus obliteratus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus obliteratus	P	8	SW	NA	
Agabus oblongulus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus oblongulus	P	8	SW	NA	
Agabus oblongulus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus oblongulus	P	8	SW	NA	
Agabus obsoletus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus obsoletus	P	8	SW	NA	
Agabus obsoletus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus obsoletus	P	8	SW	NA	
Agabus pandurus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus pandurus	P	8	SW	NA	
Agabus pandurus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus pandurus	P	8	SW	NA	
Agabus perplexus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus perplexus	P	8	SW	NA	
Agabus perplexus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus perplexus	P	8	SW	NA	
Agabus pisobius	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus pisobius	P	8	SW	NA	
Agabus pisobius	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus pisobius	P	8	SW	NA	
Agabus punctulatus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus punctulatus	P	8	SW	NA	
Agabus punctulatus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus punctulatus	P	8	SW	NA	
Agabus regularis	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus regularis	P	8	SW	NA	
Agabus regularis	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus regularis	P	8	SW	NA	
Agabus roguus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus roguus	P	8	SW	NA	
Agabus roguus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus roguus	P	8	SW	NA	
Agabus rumppi	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus rumppi	P	8	SW	NA	
Agabus rumppi	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus rumppi	P	8	SW	NA	
Agabus sasquatch	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus sasquatch	P	8	SW	NA	
Agabus sasquatch	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus sasquatch	P	8	SW	NA	
Agabus semipunctatus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus semipunctatus	P	8	SW	NA	
Agabus semipunctatus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus semipunctatus	P	8	SW	NA	
Agabus semivittatus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus semivittatus	P	8	SW	NA	
Agabus semivittatus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus semivittatus	P	8	SW	NA	
Agabus seriatus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus seriatus	P	8	SW	NA	
Agabus seriatus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus seriatus	P	8	SW	NA	
Agabus seriatus	U	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus seriatus	P	8	SW	NA	
