StationID_Master	SampleID	CollDate	ConvertTo	ResultValue	MDLvalue	ResultQualCode	Description
802LEL223	802LEL223_4/30/2003_1	4/30/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	1.70	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_4/30/2003_1	4/30/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	5.09	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_4/30/2003_1	4/30/2003 0:00:00	Sand_Med0.25LT0.5mm_%	0.40	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_4/30/2003_1	4/30/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	13.90	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_4/30/2003_1	4/30/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	20.50	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_4/30/2003_1	4/30/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	19.50	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_4/30/2003_1	4/30/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	25.20	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_4/30/2003_1	4/30/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.22	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_6/27/2002_1	6/27/2002 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	7.28	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_6/27/2002_1	6/27/2002 0:00:00	Clay_Medium0.00098LT0.00195mm_%	51.00	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_6/27/2002_1	6/27/2002 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.09	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_6/27/2002_1	6/27/2002 0:00:00	Sand_Fine0.125LT0.25mm_%	0.22	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_6/27/2002_1	6/27/2002 0:00:00	Sand_Med0.25LT0.5mm_%	0.15	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_6/27/2002_1	6/27/2002 0:00:00	Sand_VFine0.0625LT0.125mm_%	0.23	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_6/27/2002_1	6/27/2002 0:00:00	Silt_Coarse0.031LT0.0625mm_%	2.08	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_6/27/2002_1	6/27/2002 0:00:00	Silt_Fine0.0078LT0.0156mm_%	14.50	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_6/27/2002_1	6/27/2002 0:00:00	Silt_Med0.0156LT0.031mm_%	14.50	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL223	802LEL223_6/27/2002_1	6/27/2002 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	9.88	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	0.97	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Clay_FineLT0.00098mm_%	0.32	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	0.66	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.57	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	25.30	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Sand_Med0.25LT0.5mm_%	7.22	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	30.60	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	18.50	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	4.84	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	9.11	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_4/30/2003_1	4/30/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	1.91	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	10.40	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Clay_Medium0.00098LT0.00195mm_%	35.00	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.20	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Sand_Fine0.125LT0.25mm_%	0.18	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Sand_Med0.25LT0.5mm_%	0.13	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Sand_VCoarse1.0LT2.0mm_%	0.04	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Sand_VFine0.0625LT0.125mm_%	0.17	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Silt_Coarse0.031LT0.0625mm_%	20.10	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Silt_Fine0.0078LT0.0156mm_%	14.90	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Silt_Med0.0156LT0.031mm_%	11.20	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL224	802LEL224_6/27/2002_1	6/27/2002 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	7.81	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	2.49	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Clay_FineLT0.00098mm_%	1.24	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	1.19	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.04	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	8.63	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Sand_Med0.25LT0.5mm_%	1.41	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	18.10	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	22.60	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	15.10	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	23.30	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_4/29/2003_1	4/29/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	5.90	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	6.22	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Clay_Medium0.00098LT0.00195mm_%	27.80	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.28	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Sand_Fine0.125LT0.25mm_%	0.30	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Sand_Med0.25LT0.5mm_%	0.18	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Sand_VCoarse1.0LT2.0mm_%	0.03	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Sand_VFine0.0625LT0.125mm_%	0.60	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Silt_Coarse0.031LT0.0625mm_%	13.80	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Silt_Fine0.0078LT0.0156mm_%	15.10	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Silt_Med0.0156LT0.031mm_%	20.00	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL225	802LEL225_6/27/2002_1	6/27/2002 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	15.60	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_4/30/2003_1	4/30/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	3.41	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_4/30/2003_1	4/30/2003 0:00:00	Clay_FineLT0.00098mm_%	1.82	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_4/30/2003_1	4/30/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	1.62	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_4/30/2003_1	4/30/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	5.60	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_4/30/2003_1	4/30/2003 0:00:00	Sand_Med0.25LT0.5mm_%	0.43	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_4/30/2003_1	4/30/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	14.40	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_4/30/2003_1	4/30/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	20.20	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_4/30/2003_1	4/30/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	19.30	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_4/30/2003_1	4/30/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	25.20	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_4/30/2003_1	4/30/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.02	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	0.87	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Clay_Medium0.00098LT0.00195mm_%	4.27	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.23	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Sand_Fine0.125LT0.25mm_%	7.42	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Sand_Med0.25LT0.5mm_%	1.10	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Sand_VCoarse1.0LT2.0mm_%	0.08	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Sand_VFine0.0625LT0.125mm_%	29.90	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Silt_Coarse0.031LT0.0625mm_%	46.30	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Silt_Fine0.0078LT0.0156mm_%	2.26	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Silt_Med0.0156LT0.031mm_%	6.61	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL226	802LEL226_6/27/2002_1	6/27/2002 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	1.04	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	0.93	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Clay_FineLT0.00098mm_%	0.19	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	0.61	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.56	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	28.00	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Sand_Med0.25LT0.5mm_%	2.89	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	29.70	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	16.10	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	4.98	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	9.10	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_4/30/2003_1	4/30/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	1.91	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	8.23	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Clay_Medium0.00098LT0.00195mm_%	34.00	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.39	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Sand_Fine0.125LT0.25mm_%	0.84	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Sand_Med0.25LT0.5mm_%	0.43	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Sand_VCoarse1.0LT2.0mm_%	0.03	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Sand_VFine0.0625LT0.125mm_%	1.35	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Silt_Coarse0.031LT0.0625mm_%	17.30	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Silt_Fine0.0078LT0.0156mm_%	12.80	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Silt_Med0.0156LT0.031mm_%	16.50	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL227	802LEL227_6/27/2002_1	6/27/2002 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.23	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_4/30/2003_1	4/30/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	3.08	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_4/30/2003_1	4/30/2003 0:00:00	Clay_FineLT0.00098mm_%	1.63	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_4/30/2003_1	4/30/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	1.47	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_4/30/2003_1	4/30/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	6.54	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_4/30/2003_1	4/30/2003 0:00:00	Sand_Med0.25LT0.5mm_%	1.38	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_4/30/2003_1	4/30/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	13.40	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_4/30/2003_1	4/30/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	20.60	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_4/30/2003_1	4/30/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	18.60	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_4/30/2003_1	4/30/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	26.00	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_4/30/2003_1	4/30/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	7.37	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	15.00	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Clay_Medium0.00098LT0.00195mm_%	45.70	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.05	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Sand_Fine0.125LT0.25mm_%	0.14	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Sand_Med0.25LT0.5mm_%	0.15	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Sand_VCoarse1.0LT2.0mm_%	0.02	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Sand_VFine0.0625LT0.125mm_%	0.19	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Silt_Coarse0.031LT0.0625mm_%	0.52	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Silt_Fine0.0078LT0.0156mm_%	11.90	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Silt_Med0.0156LT0.031mm_%	12.90	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL228	802LEL228_6/27/2002_1	6/27/2002 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	13.40	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_4/30/2003_1	4/30/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	2.26	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_4/30/2003_1	4/30/2003 0:00:00	Clay_FineLT0.00098mm_%	1.19	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_4/30/2003_1	4/30/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	1.14	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_4/30/2003_1	4/30/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	6.41	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_4/30/2003_1	4/30/2003 0:00:00	Sand_Med0.25LT0.5mm_%	0.93	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_4/30/2003_1	4/30/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	17.10	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_4/30/2003_1	4/30/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	24.50	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_4/30/2003_1	4/30/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	15.50	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_4/30/2003_1	4/30/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	25.40	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_4/30/2003_1	4/30/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	5.55	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_6/27/2002_1	6/27/2002 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	9.44	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_6/27/2002_1	6/27/2002 0:00:00	Clay_Medium0.00098LT0.00195mm_%	39.90	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_6/27/2002_1	6/27/2002 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.02	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_6/27/2002_1	6/27/2002 0:00:00	Sand_Fine0.125LT0.25mm_%	0.08	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_6/27/2002_1	6/27/2002 0:00:00	Sand_Med0.25LT0.5mm_%	0.02	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_6/27/2002_1	6/27/2002 0:00:00	Sand_VFine0.0625LT0.125mm_%	0.02	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_6/27/2002_1	6/27/2002 0:00:00	Silt_Coarse0.031LT0.0625mm_%	25.00	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_6/27/2002_1	6/27/2002 0:00:00	Silt_Fine0.0078LT0.0156mm_%	2.36	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_6/27/2002_1	6/27/2002 0:00:00	Silt_Med0.0156LT0.031mm_%	14.20	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL229	802LEL229_6/27/2002_1	6/27/2002 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.97	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	0.80	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Clay_FineLT0.00098mm_%	0.07	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	0.55	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.44	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	24.20	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Sand_Med0.25LT0.5mm_%	4.93	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	35.80	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	21.00	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	3.37	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	7.48	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_4/29/2003_1	4/29/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	1.46	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_6/27/2002_1	6/27/2002 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	13.00	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_6/27/2002_1	6/27/2002 0:00:00	Clay_Medium0.00098LT0.00195mm_%	48.60	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_6/27/2002_1	6/27/2002 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.09	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_6/27/2002_1	6/27/2002 0:00:00	Sand_Fine0.125LT0.25mm_%	0.11	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_6/27/2002_1	6/27/2002 0:00:00	Sand_Med0.25LT0.5mm_%	0.11	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_6/27/2002_1	6/27/2002 0:00:00	Sand_VCoarse1.0LT2.0mm_%	0.04	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_6/27/2002_1	6/27/2002 0:00:00	Sand_VFine0.0625LT0.125mm_%	0.32	0.01	=	Detected value is equal to the value in the ResultValue field
802LEL230	802LEL230_6/27/2002_1	6/27/2002 0:00:00	Silt_Coarse0.031LT0.0625mm_%	2.16	0.01	=	Detected value is equal to the value in the ResultValue field
