StationID_Master	SampleID	CollDate	ConvertTo	ResultValue	MDLvalue	ResultQualCode	Description
801ANH015	801ANH015_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	23.72	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	4.79	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	2.00	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	2.25	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.17	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	21.72	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	4.12	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	18.84	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	12.57	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	12.17	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	13.26	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.06	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_8/8/2001_1	8/8/2001 0:00:00	Clay_LT0.0039mm_%	6.19	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_8/8/2001_1	8/8/2001 0:00:00	Sand_0.0625LT2.0mm_%	87.43	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH016	801ANH016_8/8/2001_1	8/8/2001 0:00:00	Silt_0.0039LT0.0625mm_%	6.36	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	5.12	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	2.31	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	2.37	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	15.31	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	1.22	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	19.56	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	15.44	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	13.82	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	15.90	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.91	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	23.57	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	32.00	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH017	801ANH017_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	44.36	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	3.34	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	1.39	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	1.62	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.17	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	30.12	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	5.44	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	20.20	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	11.53	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	9.15	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	11.18	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	5.79	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	2.33	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	96.52	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH018	801ANH018_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	1.07	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH019	801ANH019_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	1.59	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH019	801ANH019_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	97.46	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH019	801ANH019_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	0.70	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	4.80	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	2.10	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	2.22	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.27	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	24.05	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	6.10	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	15.81	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	11.28	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	12.05	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	13.22	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.05	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	25.26	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	25.44	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH020	801ANH020_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	49.29	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	4.29	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	1.76	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	1.93	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	12.31	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	1.75	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	19.75	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	18.82	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	13.71	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	17.60	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.04	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	26.68	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	20.91	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH021	801ANH021_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	52.40	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	4.76	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	2.07	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	2.18	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	9.80	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	0.77	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	17.73	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	19.45	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	15.04	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	19.37	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.78	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	10.93	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	65.06	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH023	801ANH023_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	23.99	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	4.91	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	2.20	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	2.24	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	12.93	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	0.99	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	21.38	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	17.59	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	13.29	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	15.68	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.75	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	22.74	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	27.92	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH024	801ANH024_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	49.33	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	4.41	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	1.86	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	2.02	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	11.62	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	1.06	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	19.13	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	18.90	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	14.27	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	18.52	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	8.16	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	25.00	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	19.93	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH025	801ANH025_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	55.06	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	5.55	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	2.51	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	2.55	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	7.81	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	0.45	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	18.10	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	18.78	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	15.69	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	18.52	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	9.99	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	5.97	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	82.48	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH027	801ANH027_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	11.54	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	4.05	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	1.76	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	1.87	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.25	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	15.64	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	3.32	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	18.54	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	16.72	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	13.33	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	16.82	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	7.64	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	18.78	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	42.37	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH028	801ANH028_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	38.67	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	3.15	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	1.24	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	1.46	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.70	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	37.62	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	19.54	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	9.84	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	5.69	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	7.80	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	7.42	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH029	801ANH029_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	5.51	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	2.89	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	1.32	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	1.43	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Sand_Coarse0.5LT1.0mm_%	0.51	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Sand_Fine0.125LT0.25mm_%	41.77	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Sand_Med0.25LT0.5mm_%	9.43	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Sand_VFine0.0625LT0.125mm_%	16.71	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Silt_Coarse0.031LT0.0625mm_%	6.76	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Silt_Fine0.0078LT0.0156mm_%	6.96	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Silt_Med0.0156LT0.031mm_%	7.38	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_2/28/2003_1	2/28/2003 0:00:00	Silt_Vfine0.0039LT0.0078mm_%	4.80	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_8/25/2001_1	8/25/2001 0:00:00	Clay_LT0.0039mm_%	27.05	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_8/25/2001_1	8/25/2001 0:00:00	Sand_0.0625LT2.0mm_%	20.47	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH030	801ANH030_8/25/2001_1	8/25/2001 0:00:00	Silt_0.0039LT0.0625mm_%	52.46	0.10	=	Detected value is equal to the value in the ResultValue field
801ANH031	801ANH031_2/28/2003_1	2/28/2003 0:00:00	Clay_Coarse0.00195LT0.0039mm_%	1.45	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH031	801ANH031_2/28/2003_1	2/28/2003 0:00:00	Clay_FineLT0.00098mm_%	0.56	-88.00	=	Detected value is equal to the value in the ResultValue field
801ANH031	801ANH031_2/28/2003_1	2/28/2003 0:00:00	Clay_Medium0.00098LT0.00195mm_%	0.79	-88.00	=	Detected value is equal to the value in the ResultValue field
