"STATION_CD"	"STATION_NAME"	"COMID"	"STATION_RID"	"HUC12"	"COUNTY_NAME"	"STATION_TYPE"	"LATITUDE"	"LONGITUDE"	"UTM_EAST"	"UTM_NORTH"	"UTM_ZONE"	"Elevation"	"ReferenceStatus"	"Year"
"MGAFR034.50"	100781	24979654	429	15070102	"MARICOPA"	"Stream"	33.831944	-112.274167	382099	3744253	"12N"	NA	NA	NA
"MGAFR053.33"	101304	20413978	644	15070102	"MARICOPA"	"Stream"	34.01725	-112.1735	391649	3764689	"12N"	NA	NA	NA
"MGAFR053.72"	100778	20413978	427	15070102	"YAVAPAI"	"Stream"	34.015556	-112.168056	392149	3764496	"12N"	NA	NA	NA
"MGAFR081.12"	103780	20412610	1696	15070102	"YAVAPAI"	"Stream"	34.257778	-112.063611	402073	3791250	"12N"	NA	NA	NA
"MGAFR081.57"	103779	20412606	1695	15070102	"YAVAPAI"	"Stream"	34.262222	-112.058889	402513	3791738	"12N"	NA	NA	NA
"MGAFR087.06"	100710	20413810	670	15070102	"YAVAPAI"	"Stream"	34.314057	-112.061406	402342	3797489	"12N"	3445	NA	NA
"MGAFR087.35"	100711	20412498	1006	15070102	"YAVAPAI"	"Stream"	34.315696	-112.066611	401865	3797676	"12N"	3480	NA	NA
"MGAFR088.43"	103778	20412496	1694	15070102	"YAVAPAI"	"Stream"	34.323611	-112.071667	401409	3798558	"12N"	NA	NA	NA
"MGAFR088.52"	103765	20412484	1691	15070102	"YAVAPAI"	"Stream"	34.324722	-112.071111	401461	3798681	"12N"	NA	NA	NA
"MGAFR091.65"	103781	20412448	1697	15070102	"YAVAPAI"	"Stream"	34.351389	-112.103056	398554	3801669	"12N"	NA	NA	NA
"MGAFR100.15"	103783	20413772	1699	15070102	"YAVAPAI"	"Stream"	34.428611	-112.167222	392751	3810299	"12N"	NA	NA	NA
"MGAFR103.11"	103777	20412276	1693	15070102	"YAVAPAI"	"Stream"	34.445556	-112.200833	389685	3812214	"12N"	NA	NA	NA
"MGAFR104.20"	103782	20412276	1698	15070102	"YAVAPAI"	"Stream"	34.449167	-112.214167	388465	3812629	"12N"	NA	NA	NA
"MGAFR109.37"	101672	20412230	875	15070102	"YAVAPAI"	"Stream"	34.485167	-112.238083	386317	3816648	"12N"	NA	NA	NA
"MGAFR110.01"	106462	20412230	2148	15070102	"YAVAPAI"	"Stream"	34.4899	-112.230944	386979	3817165	"12N"	4410	NA	NA
"MGAFR111.17"	103766	20410842	1692	15070102	"YAVAPAI"	"Stream"	34.502222	-112.23	387082	3818530	"12N"	NA	NA	NA
"MGALC000.46"	107882	21270566	2297	15050100	"PINAL"	"Stream"	33.272583	-111.175111	483692	3681520	"12N"	NA	NA	NA
"MGANT013.23"	111460	20401939	61674	15070103	"YAVAPAI"	"Stream"	34.1952	-112.7167	341821	3785132	"12N"	NA	NA	NA
"MGANT013.35"	100713	20401939	397	15070103	"YAVAPAI"	"Stream"	34.195999	-112.715039	341976	3785218	"12N"	3850	NA	NA
"MGARN000.11"	103503	21270564	1603	15050100	"PINAL"	"Stream"	33.27711	-111.170379	484134	3682021	"12N"	NA	NA	NA
"MGARN002.74"	101306	21270564	646	15050100	"PINAL"	"Stream"	33.264167	-111.138556	487095	3680582	"12N"	NA	NA	NA
"MGARN003.84"	107823	21270590	2289	15050100	"PINAL"	"Stream"	33.260944	-111.12375	488474	3680223	"12N"	NA	NA	NA
"MGARN005.52"	107842	21270648	2290	15050100	"PINAL"	"Stream"	33.246222	-111.110889	489670	3678589	"12N"	NA	NA	NA
"MGARN007.64"	103462	21270680	1600	15050100	"PINAL"	"Stream"	33.229417	-111.089139	491695	3676724	"12N"	NA	NA	NA
"MGARN008.31"	106222	21270686	2116	15050100	"PINAL"	"Stream"	33.225556	-111.079472	492595	3676295	"12N"	NA	NA	NA
"MGARS000.04"	107783	20413806	2282	15070102	"YAVAPAI"	"Stream"	34.327861	-112.370861	373888	3799360	"12N"	NA	NA	NA
"MGBEA000.02"	102524	20412520	1303	15070102	"YAVAPAI"	"Stream"	34.316667	-112.303611	380059	3798038	"12N"	NA	NA	NA
"MGBEA001.08"	104882	20412520	1948	15070102	"YAVAPAI"	"Stream"	34.312194	-112.313806	379115	3797554	"12N"	NA	NA	NA
"MGBEA002.08"	107703	20412522	2272	15070102	"YAVAPAI"	"Stream"	34.303192	-112.320314	378503	3796563	"12N"	NA	NA	NA
"MGBEA003.05"	105347	20412596	2017	15070102	"YAVAPAI"	"Stream"	34.291722	-112.325222	378035	3795297	"12N"	NA	NA	NA
"MGBEC000.22"	107386	21270562	2237	15050100	"PINAL"	"Stream"	33.268694	-111.089778	491639	3681079	"12N"	NA	NA	NA
"MGBGB000.02"	103837	20412536	1715	15070102	"YAVAPAI"	"Stream"	34.314722	-112.066944	401833	3797568	"12N"	NA	NA	NA
"MGBGB009.57"	107763	20412462	2280	15070102	"YAVAPAI"	"Stream"	34.344083	-112.163028	393029	3800921	"12N"	NA	NA	NA
"MGBGB023.15"	109422	20412294	2440	15070102	"YAVAPAI"	"Stream"	34.4535	-112.306472	379991	3813215	"12N"	5070	NA	NA
"MGBGB026.57"	103838	20412300	1716	15070102	"YAVAPAI"	"Stream"	34.438333	-112.355278	375485	3811592	"12N"	NA	NA	NA
"MGBGB027.21"	111499	20412300	61759	15070102	"YAVAPAI"	"Stream"	34.43641	-112.36469	374618	3811390	"12N"	NA	NA	NA
"MGBGB027.37"	111498	20412300	61758	15070102	"YAVAPAI"	"Stream"	34.43569	-112.36716	374390	3811314	"12N"	NA	NA	NA
"MGBGB028.27"	108102	20412300	2322	15070102	"YAVAPAI"	"Stream"	34.425778	-112.375056	373649	3810224	"12N"	NA	NA	NA
"MGBLA001.61"	100470	20412966	270	15070102	"YAVAPAI"	"Stream"	34.090028	-112.152667	393663	3772738	"12N"	NA	NA	NA
"MGBLJ000.06"	103409	20413762	1576	15070102	"YAVAPAI"	"Stream"	34.453667	-112.391194	372209	3813337	"12N"	NA	NA	NA
"MGCED000.25"	102522	20413802	1301	15070102	"YAVAPAI"	"Stream"	34.296667	-112.226694	387110	3795732	"12N"	NA	NA	NA
"MGCED000.78"	111416	20413802	2659	15070102	"YAVAPAI"	"Stream"	34.302528	-112.226639	387123	3796381	"12N"	NA	NA	NA
"MGCED001.75"	104542	20413802	1901	15070102	"YAVAPAI"	"Stream"	34.313306	-112.22875	386943	3797579	"12N"	NA	NA	NA
"MGCGA001.32"	107762	20411336	2279	15070102	"YAVAPAI"	"Stream"	34.502	-112.245083	385697	3818523	"12N"	NA	NA	NA
"MGCMW000.15"	108026	21270096	2315	15050100	"PINAL"	"Stream"	33.326333	-111.099639	490727	3687470	"12N"	NA	NA	NA
"MGCMW000.88"	106230	21270098	2120	15050100	"PINAL"	"Stream"	33.329333	-111.090083	491616	3687801	"12N"	NA	NA	NA
"MGCMW001.16"	106225	21270098	2119	15050100	"PINAL"	"Stream"	33.331611	-111.086056	491991	3688054	"12N"	NA	NA	NA
"MGCNE000.50"	110777	20412250	2595	15070102	"YAVAPAI"	"Stream"	34.475269	-112.049319	403639	3815354	"12N"	NA	NA	NA
"MGCON000.41"	108025	21270146	2314	15050100	"PINAL"	"Stream"	33.322417	-111.090361	491590	3687035	"12N"	NA	NA	NA
"MGCRB001.74"	104478	20413828	1895	15070102	"YAVAPAI"	"Stream"	34.260528	-112.2825	381923	3791787	"12N"	NA	NA	NA
"MGCRB001.87"	102691	20413836	1376	15070102	"YAVAPAI"	"Stream"	34.2595	-112.2345	386341	3791619	"12N"	NA	NA	NA
"MGCRC000.78"	107787	21270418	2286	15050100	"PINAL"	"Stream"	33.284139	-111.098278	490849	3682792	"12N"	NA	NA	NA
"MGCSM000.01"	111201	20402993	2648	15070103	"YAVAPAI"	"Stream"	34.427569	-112.429411	368657	3810492	"12N"	NA	NA	NA
"MGCSM000.29"	100833	20402993	457	15070103	"YAVAPAI"	"Stream"	34.425581	-112.425724	368993	3810267	"12N"	NA	NA	NA
"MGCSM000.34"	102818	20402993	1414	15070103	"YAVAPAI"	"Stream"	34.425417	-112.425194	369041	3810248	"12N"	NA	NA	NA
"MGCSM000.47"	100832	20402993	456	15070103	"YAVAPAI"	"Stream"	34.423444	-112.423389	369204	3810027	"12N"	NA	NA	NA
"MGCVE001.53"	111256	20474916	2664	NA	"YAVAPAI"	"Stream"	34.031944	-111.859154	420688	3766031	"12N"	NA	NA	NA
"MGCVE025.98"	101305	20476698	645	NA	"MARICOPA"	"Stream"	33.88125	-111.962472	410993	3749406	"12N"	NA	NA	NA
"MGCVE026.19"	100471	20476698	271	NA	"MARICOPA"	"Stream"	33.881694	-111.959028	411312	3749452	"12N"	NA	NA	NA
"MGCVE026.85"	100928	20476698	483	NA	"MARICOPA"	"Stream"	33.888889	-111.954444	411743	3750246	"12N"	2280	NA	NA
"MGCVE027.15"	100927	20476694	482	NA	"MARICOPA"	"Stream"	33.893056	-111.952778	411901	3750707	"12N"	2320	NA	NA
"MGCVE029.10"	111186	20476682	2657	NA	"MARICOPA"	"Stream"	33.91492	-111.94934	412242	3753128	"12N"	NA	NA	NA
"MGCVE037.68"	100527	20476614	307	NA	"MARICOPA"	"Stream"	33.963788	-111.878899	418800	3758489	"12N"	3280	NA	NA
"MGCVE038.30"	106862	20476614	2188	NA	"MARICOPA"	"Stream"	33.963467	-111.869911	419630	3758446	"12N"	3320	NA	NA
"MGD1Y007.40"	111255	20414626	2663	15070102	"SANTA CRUZ"	"Stream"	34.342969	-111.920489	415337	3800568	"12N"	NA	NA	NA
"MGDKC000.31"	107802	21270524	2287	15050100	"PINAL"	"Stream"	33.272111	-111.096917	490974	3681458	"12N"	NA	NA	NA
"MGDSW016.30"	103644	21274098	1652	15050100	"PINAL"	"Stream"	33.195833	-110.915556	507871	3673001	"12N"	NA	NA	NA
"MGDTA000.36"	108142	21270464	2328	15050100	"PINAL"	"Stream"	33.296694	-111.123889	488466	3684186	"12N"	NA	NA	NA
"MGDTB000.75"	108143	21270562	2329	15050100	"PINAL"	"Stream"	33.263833	-111.096472	491015	3680540	"12N"	NA	NA	NA
"MGDTC000.47"	108144	21270472	2330	15050100	"PINAL"	"Stream"	33.277167	-111.098444	490833	3682019	"12N"	NA	NA	NA
"MGDTD000.17"	108145	21270524	2331	15050100	"PINAL"	"Stream"	33.275361	-111.098	490874	3681818	"12N"	NA	NA	NA
"MGDTF000.02"	108162	21270418	2333	15050100	"PINAL"	"Stream"	33.283611	-111.098333	490844	3682733	"12N"	NA	NA	NA
"MGDTG000.62"	108163	21270404	2334	15050100	"PINAL"	"Stream"	33.28975	-111.096389	491025	3683414	"12N"	NA	NA	NA
"MGDTH000.01"	108164	21272858	2335	15050100	"PINAL"	"Stream"	33.252778	-111.206889	480729	3679330	"12N"	NA	NA	NA
"MGDTI000.01"	108165	21272858	2336	15050100	"PINAL"	"Stream"	33.252306	-111.206778	480739	3679277	"12N"	NA	NA	NA
"MGDTJ000.01"	108167	21272858	2338	15050100	"PINAL"	"Stream"	33.246833	-111.210889	480355	3678671	"12N"	NA	NA	NA
"MGDTK000.01"	108168	21272858	2339	15050100	"PINAL"	"Stream"	33.250889	-111.20775	480648	3679120	"12N"	NA	NA	NA
"MGDTL000.16"	108182	21270404	2340	15050100	"PINAL"	"Stream"	33.304222	-111.087972	491810	3685017	"12N"	NA	NA	NA
"MGDTM000.10"	108222	21270404	2342	15050100	"PINAL"	"Stream"	33.28925	-111.096417	491023	3683358	"12N"	NA	NA	NA
"MGDTN000.05"	108223	21270562	2343	15050100	"PINAL"	"Stream"	33.264139	-111.081417	492417	3680573	"12N"	NA	NA	NA
"MGDTO000.14"	108225	21270478	2345	15050100	"PINAL"	"Stream"	33.295333	-111.121111	488724	3684035	"12N"	NA	NA	NA
"MGDTP000.62"	108226	21270266	2346	15050100	"PINAL"	"Stream"	33.311417	-111.112639	489515	3685817	"12N"	NA	NA	NA
"MGDTQ000.10"	108227	21270044	2347	15050100	"PINAL"	"Stream"	33.337694	-111.091778	491459	3688729	"12N"	NA	NA	NA
"MGDTR000.10"	108228	21270146	2348	15050100	"PINAL"	"Stream"	33.323194	-111.092639	491378	3687121	"12N"	NA	NA	NA
"MGDTR000.19"	108242	21270146	2349	15050100	"PINAL"	"Stream"	33.322472	-111.091139	491517	3687041	"12N"	NA	NA	NA
"MGDTS000.11"	108262	21270146	2350	15050100	"PINAL"	"Stream"	33.324917	-111.092389	491401	3687312	"12N"	NA	NA	NA
"MGDTT000.35"	108263	21270266	2351	15050100	"PINAL"	"Stream"	33.313333	-111.104722	490252	3686029	"12N"	NA	NA	NA
"MGDTU000.49"	108265	21270146	2353	15050100	"PINAL"	"Stream"	33.321694	-111.097167	490956	3686955	"12N"	NA	NA	NA
"MGDTV000.35"	108266	21270266	2354	15050100	"PINAL"	"Stream"	33.31575	-111.111639	489608	3686297	"12N"	NA	NA	NA
"MGDTW001.06"	108146	21270524	2332	15050100	"PINAL"	"Stream"	33.273889	-111.097528	490918	3681655	"12N"	NA	NA	NA
"MGDTW001.50"	108267	21270524	2355	15050100	"PINAL"	"Stream"	33.274639	-111.094667	491184	3681738	"12N"	NA	NA	NA
"MGDTX000.29"	108282	21270630	2356	15050100	"PINAL"	"Stream"	33.254583	-111.084472	492132	3679514	"12N"	NA	NA	NA
"MGDTY000.05"	108283	21270086	2357	15050100	"PINAL"	"Stream"	33.331583	-111.097444	490931	3688052	"12N"	NA	NA	NA
"MGDTZ000.24"	108285	21270300	2359	15050100	"PINAL"	"Stream"	33.303417	-111.067389	493726	3684927	"12N"	NA	NA	NA
"MGDTZ000.38"	108284	21270404	2358	15050100	"PINAL"	"Stream"	33.305056	-111.066861	493776	3685108	"12N"	NA	NA	NA
"MGDVC005.49"	100534	21270496	995	15050100	"PINAL"	"Stream"	33.276585	-111.027755	497415	3681950	"12N"	3560	NA	NA
"MGDVC009.11"	105979	21270160	2091	15050100	"PINAL"	"Stream"	33.325306	-111.032	497022	3687352	"12N"	NA	NA	NA
"MGELM000.16"	107786	21270404	2285	15050100	"PINAL"	"Stream"	33.293194	-111.088333	491776	3683795	"12N"	NA	NA	NA
"MGEUG000.21"	109502	20412270	2444	15070102	"YAVAPAI"	"Stream"	34.453722	-112.311833	379499	3813246	"12N"	NA	NA	NA
"MGEUG000.75"	108103	20412270	2323	15070102	"YAVAPAI"	"Stream"	34.455583	-112.319933	378758	3813462	"12N"	NA	NA	NA
"MGFOW000.28"	106231	21270086	2121	15050100	"PINAL"	"Stream"	33.329111	-111.098528	490830	3687778	"12N"	NA	NA	NA
"MGFOW000.48"	107902	21270086	2298	15050100	"PINAL"	"Stream"	33.331611	-111.097194	490955	3688055	"12N"	NA	NA	NA
"MGFOW001.22"	107903	21270044	2299	15050100	"PINAL"	"Stream"	33.338833	-111.089139	491705	3688855	"12N"	NA	NA	NA
"MGFRE007.49"	103901	20413104	1733	15070102	"YAVAPAI"	"Stream"	34.017222	-112.344722	375839	3764881	"12N"	NA	NA	NA
"MGFRG000.19"	102084	20401851	1057	15070103	"YAVAPAI"	"Stream"	34.240339	-112.551713	357101	3789894	"12N"	NA	NA	NA
"MGFRG006.95"	101650	20401809	871	15070103	"YAVAPAI"	"Stream"	34.300335	-112.615838	351301	3796639	"12N"	NA	NA	NA
"MGFRG007.06"	101649	20401817	870	15070103	"YAVAPAI"	"Stream"	34.300446	-112.616069	351280	3796652	"12N"	NA	NA	NA
"MGFRG007.28"	102242	20401797	1141	15070103	"YAVAPAI"	"Stream"	34.303015	-112.616062	351285	3796937	"12N"	4700	NA	NA
"MGFRG008.09"	101620	20401797	859	15070103	"YAVAPAI"	"Stream"	34.308858	-112.624544	350515	3797597	"12N"	4700	NA	NA
"MGFRG008.19"	102235	20401797	1140	15070103	"YAVAPAI"	"Stream"	34.30921	-112.627423	350250	3797640	"12N"	NA	NA	NA
"MGFRG009.59"	102087	20401797	1060	15070103	"YAVAPAI"	"Stream"	34.30338	-112.640885	349001	3797014	"12N"	NA	NA	NA
"MGFRG009.79"	101619	20401797	858	15070103	"YAVAPAI"	"Stream"	34.302892	-112.642872	348817	3796963	"12N"	NA	NA	NA
"MGFRG010.13"	102086	20401797	1059	15070103	"YAVAPAI"	"Stream"	34.296512	-112.648473	348290	3796263	"12N"	NA	NA	NA
"MGFRG010.14"	102088	20401797	1061	15070103	"YAVAPAI"	"Stream"	34.299628	-112.646692	348460	3796606	"12N"	NA	NA	NA
"MGFRG010.19"	102085	20401797	1058	15070103	"YAVAPAI"	"Stream"	34.299094	-112.647647	348371	3796548	"12N"	NA	NA	NA
"MGFRG010.33"	102234	20401797	1139	15070103	"YAVAPAI"	"Stream"	34.297119	-112.648155	348321	3796330	"12N"	NA	NA	NA
"MGGLR167.44"	100734	20427202	409	15070101	"MARICOPA"	"Stream"	33.229167	-112.7675	335305	3678085	"12N"	NA	NA	NA
"MGGLR170.67"	109062	945070205	2416	15070101	"MARICOPA"	"Stream"	33.271911	-112.772536	334916	3682833	"12N"	764	NA	NA
"MGGLR174.91"	109823	20428952	2474	15070101	"MARICOPA"	"Stream"	33.308044	-112.746411	337417	3686799	"12N"	NA	NA	NA
"MGGLR179.53"	109822	945070203	2473	15070101	"MARICOPA"	"Stream"	33.32145	-112.674783	344110	3688176	"12N"	NA	NA	NA
"MGGLR183.10"	109042	20427074	2415	15070101	"MARICOPA"	"Stream"	33.333633	-112.623061	348946	3689450	"12N"	810	NA	NA
"MGGLR199.33"	101495	20427008	789	15070101	"MARICOPA"	"Stream"	33.388333	-112.3925	370486	3695205	"12N"	NA	NA	NA
"MGGLR204.04"	101264	20427004	632	15070101	"MARICOPA"	"Stream"	33.375972	-112.320528	377163	3693747	"12N"	NA	NA	NA
"MGGLR204.47"	100467	20427004	268	15070101	"MARICOPA"	"Stream"	33.378639	-112.314556	377723	3694036	"12N"	NA	NA	NA
"MGGLR205.04"	100468	21268022	990	15050100	"MARICOPA"	"Stream"	33.3805	-112.302194	378875	3694228	"12N"	NA	NA	NA
"MGGLR312.41"	110656	21274482	2579	15050100	"PINAL"	"Stream"	33.10375	-110.991689	500775	3662789	"12N"	NA	NA	NA
"MGGLR313.73"	100748	21274490	417	15050100	"PINAL"	"Stream"	33.102778	-110.974722	502359	3662681	"12N"	NA	NA	NA
"MGGLR322.65"	111295	21275814	2640	15050100	"PINAL"	"Stream"	33.040858	-110.888453	510415	3655822	"12N"	NA	NA	NA
"MGGLR327.90"	103635	21275082	1651	15050100	"PINAL"	"Stream"	33.0125	-110.834444	515463	3652685	"12N"	NA	NA	NA
"MGGLR333.13"	110082	21279688	2512	15050100	"PINAL"	"Stream"	32.9853	-110.7665	521816	3649682	"12N"	1920	NA	NA
"MGGLR337.14"	104638	21274998	1914	15050100	"GILA"	"Stream"	33.024361	-110.7385	524422	3654018	"12N"	NA	NA	NA
"MGGLR343.27"	101652	21274678	872	15050100	"GILA"	"Stream"	33.082111	-110.708806	527177	3660428	"12N"	2040	NA	NA
"MGHCC001.02"	108043	21270458	2317	15050100	"PINAL"	"Stream"	33.2895	-111.157917	485296	3683393	"12N"	NA	NA	NA
"MGHCC002.88"	107904	21272786	2300	15050100	"PINAL"	"Stream"	33.309111	-111.141444	486833	3685565	"12N"	NA	NA	NA
"MGHSR000.77"	101197	24979886	619	15070103	"MARICOPA"	"Stream"	33.322694	-112.711111	340730	3688369	"12N"	NA	NA	NA
"MGHSR002.67"	101496	20405291	790	15070103	"MARICOPA"	"Stream"	33.347222	-112.725833	339405	3691111	"12N"	831.91	NA	NA
"MGHSR047.05"	100567	20403917	324	15070103	"YAVAPAI"	"Stream"	33.926837	-112.686426	344120	3755324	"12N"	1925	NA	NA
"MGHSR048.20"	100462	20403905	264	15070103	"MARICOPA"	"Stream"	33.937944	-112.699694	342914	3756576	"12N"	1969	NA	NA
"MGHSR058.80"	100463	20403179	1056	15070103	"YAVAPAI"	"Stream"	34.045167	-112.710111	342150	3768483	"12N"	2236	NA	NA
"MGHSR082.11"	100566	20401975	323	15070103	"YAVAPAI"	"Stream"	34.186834	-112.540034	358087	3783944	"12N"	3270	NA	NA
"MGHSR083.94"	101003	20401895	1170	15070103	"YAVAPAI"	"Stream"	34.211222	-112.538528	358267	3786646	"12N"	NA	NA	NA
"MGHSR085.79"	100464	20401895	265	15070103	"YAVAPAI"	"Stream"	34.233333	-112.546	357615	3789109	"12N"	3460	NA	NA
"MGHSR086.26"	101128	20401895	591	15070103	"YAVAPAI"	"Stream"	34.239139	-112.548972	357351	3789757	"12N"	NA	NA	NA
"MGHSR089.46"	101004	20401815	528	15070103	"YAVAPAI"	"Stream"	34.282028	-112.549611	357365	3794514	"12N"	NA	NA	NA
"MGHSR092.07"	100940	20403015	492	15070103	"YAVAPAI"	"Stream"	34.310194	-112.568722	355654	3797665	"12N"	NA	NA	NA
"MGHSR095.83"	101193	20401723	615	15070103	"YAVAPAI"	"Stream"	34.354861	-112.562611	356293	3802609	"12N"	NA	NA	NA
"MGHSR102.01"	101196	20401675	618	15070103	"YAVAPAI"	"Stream"	34.413778	-112.525806	359776	3809092	"12N"	NA	NA	NA
"MGHSR102.66"	100565	20401675	719	15070103	"YAVAPAI"	"Stream"	34.420998	-112.52531	359834	3809892	"12N"	4750	NA	NA
"MGHSR108.19"	101195	20401639	617	15070103	"YAVAPAI"	"Stream"	34.453333	-112.486667	363438	3813425	"12N"	5400	NA	NA
"MGHSR110.58"	106662	20401663	2169	15070103	"YAVAPAI"	"Stream"	34.444167	-112.4585	366011	3812371	"12N"	5820	NA	NA
"MGHSR111.40"	100941	20401663	493	15070103	"YAVAPAI"	"Stream"	34.439028	-112.447028	367056	3811786	"12N"	NA	NA	NA
"MGHSR112.91"	100466	20402993	267	15070103	"YAVAPAI"	"Stream"	34.426139	-112.4335	368279	3810339	"12N"	NA	NA	NA
"MGHSR112.97"	103355	20402993	1547	15070103	"YAVAPAI"	"Stream"	34.426667	-112.433056	368321	3810397	"12N"	NA	NA	NA
"MGHSR113.01"	101084	20402993	582	15070103	"YAVAPAI"	"Stream"	34.426694	-112.431778	368438	3810398	"12N"	NA	NA	NA
"MGHSR113.09"	100465	20402993	266	15070103	"YAVAPAI"	"Stream"	34.4275	-112.430833	368526	3810486	"12N"	NA	NA	NA
"MGHSR113.15"	101065	20402993	566	15070103	"YAVAPAI"	"Stream"	34.427722	-112.429611	368639	3810509	"12N"	NA	NA	NA
"MGHSR113.16"	101066	20402993	567	15070103	"YAVAPAI"	"Stream"	34.427611	-112.429583	368641	3810497	"12N"	NA	NA	NA
"MGHSR113.17"	101067	20402993	568	15070103	"YAVAPAI"	"Stream"	34.42775	-112.429417	368657	3810512	"12N"	NA	NA	NA
"MGHSR113.60"	103431	20402993	1586	15070103	"YAVAPAI"	"Stream"	34.431639	-112.423806	369179	3810936	"12N"	NA	NA	NA
"MGHSR113.86"	100942	20402993	494	15070103	"YAVAPAI"	"Stream"	34.432944	-112.420333	369500	3811076	"12N"	NA	NA	NA
"MGHSR113.91"	103436	20402993	1591	15070103	"YAVAPAI"	"Stream"	34.433194	-112.419361	369589	3811103	"12N"	NA	NA	NA
"MGHSR113.96"	103435	20402993	1590	15070103	"YAVAPAI"	"Stream"	34.4335	-112.4185	369669	3811136	"12N"	NA	NA	NA
"MGHSR114.54"	101005	20402993	529	15070103	"YAVAPAI"	"Stream"	34.428444	-112.412194	370241	3810567	"12N"	NA	NA	NA
"MGHSR115.34"	101151	20402993	595	15070103	"YAVAPAI"	"Stream"	34.422778	-112.400833	371276	3809924	"12N"	NA	NA	NA
"MGIBW000.66"	101492	20480292	787	NA	"MARICOPA"	"Stream"	33.443611	-111.915278	414928	3700842	"12N"	NA	NA	NA
"MGIBW014.04"	101520	20477244	812	NA	"MARICOPA"	"Stream"	33.599167	-111.995833	407605	3718158	"12N"	NA	NA	NA
"MGIDN002.66"	106182	20402979	2107	15070103	"YAVAPAI"	"Stream"	34.485361	-112.505667	361745	3817003	"12N"	5950	NA	NA
"MGLAS004.25"	103979	20412408	1764	15070102	"YAVAPAI"	"Stream"	34.3825	-112.031667	405155	3805050	"12N"	NA	NA	NA
"MGLAS004.52"	100578	20412408	867	15070102	"YAVAPAI"	"Stream"	34.383779	-112.02585	405691	3805187	"12N"	3840	NA	NA
"MGLIO000.19"	100586	20402007	724	15070103	"YAVAPAI"	"Stream"	34.170722	-112.693927	343875	3782382	"12N"	3850	NA	NA
"MGLNX012.98"	103434	20410782	1589	15070102	"YAVAPAI"	"Stream"	34.5125	-112.380389	373290	3819848	"12N"	NA	NA	NA
"MGLNX013.41"	100469	20410812	269	15070102	"YAVAPAI"	"Stream"	34.508028	-112.375111	373768	3819346	"12N"	NA	NA	NA
"MGLNX015.08"	105368	20412258	2019	15070102	"YAVAPAI"	"Stream"	34.494111	-112.366111	374573	3817791	"12N"	NA	NA	NA
"MGLNX018.81"	108104	20413762	2324	15070102	"YAVAPAI"	"Stream"	34.452306	-112.387808	372518	3813182	"12N"	NA	NA	NA
"MGLOG000.56"	110778	20412600	2596	15070102	"YAVAPAI"	"Stream"	34.26309	-112.04221	404050	3791819	"12N"	3346	NA	NA
"MGLSY000.16"	103989	20414606	1774	15070102	"YAVAPAI"	"Stream"	34.361944	-111.979722	409909	3802724	"12N"	NA	NA	NA
"MGLSY000.42"	106742	20414606	2173	15070102	"YAVAPAI"	"Stream"	34.363444	-111.974361	410403	3802885	"12N"	3960	NA	NA
"MGLSY000.91"	109522	20414598	2445	15070102	"YAVAPAI"	"Stream"	34.365082	-111.966682	411111	3803060	"12N"	4000	NA	NA
"MGLWL000.32"	107784	20413794	2283	15070102	"YAVAPAI"	"Stream"	34.374833	-112.32325	378336	3804511	"12N"	NA	NA	NA
"MGMHA000.24"	102955	20403121	1453	15070103	"YAVAPAI"	"Stream"	34.199944	-112.539	358204	3785396	"12N"	NA	NA	NA
"MGMHA001.85"	111461	20403121	61675	15070103	"YAVAPAI"	"Stream"	34.19848	-112.51448	360461	3785200	"12N"	NA	NA	NA
"MGMIN000.08"	103645	21274478	1653	15050100	"PINAL"	"Stream"	33.104444	-110.975	502333	3662866	"12N"	NA	NA	NA
"MGMIN001.38"	100472	21274366	272	15050100	"PINAL"	"Stream"	33.122	-110.976222	502218	3664812	"12N"	NA	NA	NA
"MGMIN002.65"	103334	21274306	1543	15050100	"PINAL"	"Stream"	33.138056	-110.975556	502280	3666592	"12N"	NA	NA	NA
"MGMIN003.69"	103333	21274284	1542	15050100	"PINAL"	"Stream"	33.151944	-110.976944	502150	3668132	"12N"	NA	NA	NA
"MGMIN006.99"	103332	21274116	1541	15050100	"PINAL"	"Stream"	33.191389	-110.997778	500207	3672505	"12N"	NA	NA	NA
"MGMIN008.81"	103331	21273998	1540	15050100	"PINAL"	"Stream"	33.213333	-110.999444	500052	3674937	"12N"	NA	NA	NA
"MGMNR000.21"	102520	20413804	1299	15070102	"YAVAPAI"	"Stream"	34.297	-112.228611	386934	3795771	"12N"	NA	NA	NA
"MGMNR002.52"	110182	20413804	2525	15070102	"YAVAPAI"	"Stream"	34.323889	-112.242028	385735	3798767	"12N"	NA	NA	NA
"MGMZC006.18"	101349	21272938	1178	15050100	"PINAL"	"Stream"	33.162222	-111.164111	484698	3669283	"12N"	NA	NA	NA
"MGNMT000.14"	109802	20412300	2472	15070102	"YAVAPAI"	"Stream"	34.429111	-112.388139	372452	3810610	"12N"	NA	NA	NA
"MGNMT000.32"	109882	20412300	2477	15070102	"YAVAPAI"	"Stream"	34.428833	-112.391556	372138	3810584	"12N"	NA	NA	NA
"MGNWR041.98"	111183	20415686	2646	15070102	"MARICOPA"	"Stream"	33.97425	-112.05415	402620	3759802	"12N"	NA	NA	NA
"MGNWR054.26"	100604	20414898	343	15070102	"YAVAPAI"	"Stream"	34.066444	-111.941957	413079	3769923	"12N"	3960	NA	NA
