"STATION_CD"	"STATION_NAME"	"COMID"	"STATION_RID"	"HUC12"	"COUNTY_NAME"	"STATION_TYPE"	"LATITUDE"	"LONGITUDE"	"UTM_EAST"	"UTM_NORTH"	"UTM_ZONE"	"Elevation"	"ReferenceStatus"	"Year"
"BWBOU000.66"	101007	21396859	530	15030202	"YAVAPAI"	"Stream"	34.612885	-113.299833	289133	3832520	"12N"	NA	NA	NA
"BWBOU001.51"	102225	21396859	1130	15030202	"YAVAPAI"	"Stream"	34.606937	-113.289473	290068	3831838	"12N"	NA	NA	NA
"BWBOU002.18"	102224	21396855	1129	15030202	"YAVAPAI"	"Stream"	34.608333	-113.278056	291118	3831969	"12N"	NA	NA	NA
"BWBOU005.11"	101008	21397227	531	15030202	"YAVAPAI"	"Stream"	34.60738	-113.2328	295266	3831771	"12N"	NA	NA	NA
"BWBOU005.15"	102193	21396853	1116	15030202	"YAVAPAI"	"Stream"	34.6075	-113.231667	295371	3831782	"12N"	NA	NA	NA
"BWBOU006.01"	101009	21396853	1071	15030202	"YAVAPAI"	"Stream"	34.614143	-113.220615	296400	3832496	"12N"	NA	NA	NA
"BWBOU006.53"	102082	21396853	1054	15030202	"YAVAPAI"	"Stream"	34.619	-113.218528	296604	3833031	"12N"	NA	NA	NA
"BWBOU006.57"	102223	21396849	1128	15030202	"YAVAPAI"	"Stream"	34.619444	-113.217222	296724	3833077	"12N"	NA	NA	NA
"BWBOU007.13"	101010	21396849	532	15030202	"YAVAPAI"	"Stream"	34.625844	-113.216667	296791	3833786	"12N"	NA	NA	NA
"BWBOU007.43"	102230	21396849	1135	15030202	"YAVAPAI"	"Stream"	34.62925	-113.214028	297041	3834159	"12N"	NA	NA	NA
"BWBOU007.49"	102229	21396849	1134	15030202	"YAVAPAI"	"Stream"	34.629889	-113.213778	297066	3834229	"12N"	NA	NA	NA
"BWBOU007.55"	102228	21396849	1133	15030202	"YAVAPAI"	"Stream"	34.631861	-113.213111	297132	3834446	"12N"	NA	NA	NA
"BWBOU007.59"	102227	21396849	1132	15030202	"YAVAPAI"	"Stream"	34.632389	-113.21275	297166	3834504	"12N"	NA	NA	NA
"BWBOU007.76"	101011	21396849	1066	15030202	"YAVAPAI"	"Stream"	34.63277	-113.212465	297193	3834546	"12N"	NA	NA	NA
"BWBOU007.83"	102024	21396849	1049	15030202	"YAVAPAI"	"Stream"	34.633333	-113.211666	297268	3834607	"12N"	NA	NA	NA
"BWBOU007.92"	101012	21396849	533	15030202	"YAVAPAI"	"Stream"	34.634566	-113.211459	297290	3834743	"12N"	NA	NA	NA
"BWBOU007.98"	102226	21396849	1131	15030202	"YAVAPAI"	"Stream"	34.636667	-113.213611	297098	3834980	"12N"	NA	NA	NA
"BWBOU008.28"	101439	21396849	763	15030202	"YAVAPAI"	"Stream"	34.638278	-113.212028	297247	3835156	"12N"	NA	NA	NA
"BWBOU008.35"	100402	21396825	236	15030202	"YAVAPAI"	"Stream"	34.639278	-113.210861	297356	3835264	"12N"	NA	NA	NA
"BWBOU008.42"	102023	21396825	1048	15030202	"YAVAPAI"	"Stream"	34.638712	-113.207204	297690	3835194	"12N"	NA	NA	NA
"BWBOU008.49"	102231	21396825	1136	15030202	"YAVAPAI"	"Stream"	34.639222	-113.209194	297509	3835255	"12N"	NA	NA	NA
"BWBOU008.53"	102232	21396825	1137	15030202	"YAVAPAI"	"Stream"	34.639139	-113.208611	297562	3835245	"12N"	NA	NA	NA
"BWBOU008.62"	101013	21396825	1064	15030202	"YAVAPAI"	"Stream"	34.63836	-113.20638	297765	3835154	"12N"	NA	NA	NA
"BWBOU008.92"	100401	21396829	235	15030202	"YAVAPAI"	"Stream"	34.641139	-113.204361	297956	3835458	"12N"	NA	NA	NA
"BWBOU009.00"	101015	21396829	535	15030202	"YAVAPAI"	"Stream"	34.64077	-113.202559	298121	3835413	"12N"	NA	NA	NA
"BWBOU009.21"	102222	21396829	1127	15030202	"YAVAPAI"	"Stream"	34.639444	-113.201667	298199	3835265	"12N"	NA	NA	NA
"BWBOU012.82"	102233	21396839	1138	15030202	"YAVAPAI"	"Stream"	34.629889	-113.155194	302437	3834113	"12N"	NA	NA	NA
"BWBOU013.05"	102219	21396841	1122	15030202	"YAVAPAI"	"Stream"	34.629444	-113.151389	302785	3834056	"12N"	NA	NA	NA
"BWBOU013.17"	103858	21396841	1723	15030202	"YAVAPAI"	"Stream"	34.629167	-113.149722	302937	3834022	"12N"	NA	NA	NA
"BWBOU017.35"	102022	21396847	1047	15030202	"YAVAPAI"	"Stream"	34.640917	-113.100806	307449	3835230	"12N"	NA	NA	NA
"BWBOU025.64"	102021	21396815	1046	15030202	"YAVAPAI"	"Stream"	34.709028	-113.035833	313558	3842663	"12N"	NA	NA	NA
"BWBRI009.54"	102313	21388788	1223	15030203	"YAVAPAI"	"Stream"	34.464881	-113.228003	295358	3815955	"12N"	NA	NA	NA
"BWBRI016.91"	102310	21387206	1220	15030203	"YAVAPAI"	"Stream"	34.513492	-113.150328	302608	3821193	"12N"	NA	NA	NA
"BWBRI021.70"	102317	21387418	1227	15030203	"YAVAPAI"	"Stream"	34.563622	-113.169975	300924	3826791	"12N"	NA	NA	NA
"BWBRO004.16"	103183	21396929	1503	15030202	"MOHAVE"	"Stream"	34.554028	-113.531306	267741	3826499	"12N"	NA	NA	NA
"BWBRO012.95"	102025	21396935	1050	15030202	"YAVAPAI"	"Stream"	34.534883	-113.453355	274843	3824199	"12N"	NA	NA	NA
"BWBRO014.14"	102220	21396935	1123	15030202	"MOHAVE"	"Stream"	34.547222	-113.443889	275745	3825547	"12N"	NA	NA	NA
"BWBRO023.18"	101365	21396921	674	15030202	"YAVAPAI"	"Stream"	34.558639	-113.356861	283762	3826623	"12N"	2200	NA	NA
"BWBRO023.54"	102244	25132515	1144	15030202	"MOHAVE"	"Stream"	34.5625	-113.353056	284121	3827043	"12N"	NA	NA	NA
"BWBRO025.09"	102243	25132513	1143	15030202	"YAVAPAI"	"Stream"	34.578611	-113.335833	285743	3828794	"12N"	NA	NA	NA
"BWBRO029.27"	100403	25132521	237	15030202	"YAVAPAI"	"Stream"	34.617528	-113.312417	287990	3833061	"12N"	2400	NA	NA
"BWBRO029.91"	100404	21397225	238	15030202	"YAVAPAI"	"Stream"	34.618361	-113.302972	288859	3833134	"12N"	2420	NA	NA
"BWBRO037.65"	110629	21396791	2569	15030202	"YAVAPAI"	"Stream"	34.695991	-113.259509	293037	3841654	"12N"	2865	NA	NA
"BWBRO041.38"	100405	21397201	239	15030202	"YAVAPAI"	"Stream"	34.733917	-113.245194	294443	3845832	"12N"	NA	NA	NA
"BWBRO042.16"	100426	21397195	689	15030202	"YAVAPAI"	"Stream"	34.743914	-113.240428	294904	3846931	"12N"	3100	NA	NA
"BWBSR003.10"	102304	945030238	1214	15030201	"MOHAVE"	"Stream"	34.347214	-113.531825	267119	3803560	"12N"	NA	NA	NA
"BWBSR015.60"	100457	21403895	874	15030201	"MOHAVE"	"Stream"	34.462528	-113.624389	258934	3816567	"12N"	1400	NA	NA
"BWBSR019.76"	102312	21402993	1222	15030201	"MOHAVE"	"Stream"	34.512628	-113.597489	261549	3822061	"12N"	NA	NA	NA
"BWBSR034.68"	100400	21402565	985	15030201	"MOHAVE"	"Stream"	34.663417	-113.5805	263536	3838748	"12N"	1840	NA	NA
"BWBSR037.79"	107384	21402543	2232	15030201	"MOHAVE"	"Stream"	34.698017	-113.598747	261963	3842629	"12N"	1920	NA	NA
"BWBSR053.33"	100458	21402229	989	15030201	"MOHAVE"	"Stream"	34.901111	-113.6205	260559	3865211	"12N"	NA	NA	NA
"BWBUT000.02"	102081	21396863	1053	15030202	"YAVAPAI"	"Stream"	34.6185	-113.217833	296666	3832974	"12N"	NA	NA	NA
"BWBUT000.59"	103504	21396863	1604	15030202	"YAVAPAI"	"Stream"	34.617222	-113.211944	297203	3832820	"12N"	NA	NA	NA
"BWBWR003.45"	105129	21382982	1983	15030204	"LA PAZ"	"Stream"	34.293611	-114.082222	768563	3798567	"12N"	NA	NA	NA
"BWBWR009.92"	100924	21382966	479	15030204	"LA PAZ"	"Stream"	34.255	-114.009722	775364	3794477	"12N"	NA	NA	NA
"BWBWR025.86"	107385	21383492	2236	15030204	"MOHAVE"	"Stream"	34.229294	-113.777527	244156	3791070	"12N"	790	NA	NA
"BWBWR032.89"	111486	21384186	61716	15030204	"MOHAVE"	"Stream"	34.210072	-113.682205	252882	3788702	"12N"	NA	NA	NA
"BWBWR038.52"	102316	21384136	1226	15030204	"LA PAZ"	"Stream"	34.231333	-113.61	259597	3790888	"12N"	1120	NA	NA
"BWBWR045.08"	102307	21389988	1217	15030204	"LA PAZ"	"Stream"	34.30425	-113.520917	268005	3798769	"12N"	NA	NA	NA
"BWCBW000.26"	102322	21390632	1232	15030203	"YAVAPAI"	"Stream"	34.431942	-112.690244	344696	3811346	"12N"	NA	NA	NA
"BWCBW009.00"	107324	21390550	2231	15030203	"YAVAPAI"	"Stream"	34.487333	-112.585389	354427	3817333	"12N"	NA	NA	NA
"BWCBW009.10"	107323	21390518	2230	15030203	"YAVAPAI"	"Stream"	34.488444	-112.584611	354501	3817455	"12N"	NA	NA	NA
"BWCBW009.23"	102323	21390518	1233	15030203	"YAVAPAI"	"Stream"	34.490531	-112.583972	354563	3817686	"12N"	NA	NA	NA
"BWCBW009.38"	107322	21390518	2229	15030203	"YAVAPAI"	"Stream"	34.492361	-112.582944	354661	3817887	"12N"	NA	NA	NA
"BWCNG006.59"	100432	21396729	698	15030202	"YAVAPAI"	"Stream"	34.758665	-113.120304	305937	3848328	"12N"	4360	NA	NA
"BWCOP000.01"	102083	21397227	1055	15030202	"YAVAPAI"	"Stream"	34.606921	-113.232164	295324	3831719	"12N"	NA	NA	NA
"BWCRW000.98"	102392	21388728	1269	15030203	"YAVAPAI"	"Stream"	34.485844	-113.087725	308292	3818006	"12N"	NA	NA	NA
"BWCSW002.16"	102488	21402211	1283	15030201	"MOHAVE"	"Stream"	34.918056	-113.660278	256973	3867187	"12N"	NA	NA	NA
"BWCTC009.32"	100524	21387760	305	15030203	"YAVAPAI"	"Stream"	34.729604	-112.897546	326267	3844697	"12N"	4740	NA	NA
"BWCWW001.07"	102314	21388710	1224	15030203	"YAVAPAI"	"Stream"	34.498019	-113.176347	300182	3819528	"12N"	NA	NA	NA
"BWDAT038.02"	100529	21389560	308	15030203	"YAVAPAI"	"Stream"	34.23294	-113.014771	314435	3789820	"12N"	2990	NA	NA
"BWFRA000.04"	100406	21397195	877	15030202	"YAVAPAI"	"Stream"	34.741694	-113.243528	294615	3846691	"12N"	3080	NA	NA
"BWFRA000.46"	100554	21397197	710	15030202	"YAVAPAI"	"Stream"	34.745156	-113.249778	294051	3847088	"12N"	3120	NA	NA
"BWFRA001.04"	100555	21397197	319	15030202	"YAVAPAI"	"Stream"	34.750295	-113.255442	293545	3847669	"12N"	3200	NA	NA
"BWFRA002.33"	100556	21396719	868	15030202	"MOHAVE"	"Stream"	34.763211	-113.264229	292773	3849120	"12N"	3280	NA	NA
"BWKNI000.53"	102311	21402199	1221	15030201	"MOHAVE"	"Stream"	34.926744	-113.632219	259562	3868083	"12N"	NA	NA	NA
"BWKRK009.32"	102320	21391518	1230	15030203	"YAVAPAI"	"Stream"	34.473328	-112.889461	326475	3816260	"12N"	NA	NA	NA
"BWKRK017.08"	100408	21390600	241	15030203	"YAVAPAI"	"Stream"	34.45	-112.793778	335217	3813512	"12N"	NA	NA	NA
"BWKRK024.13"	102194	21390702	1117	15030203	"YAVAPAI"	"Stream"	34.391111	-112.722778	341629	3806868	"12N"	NA	NA	NA
"BWKSC000.02"	102041	21396909	1051	15030202	"YAVAPAI"	"Stream"	34.564667	-113.498111	270816	3827604	"12N"	NA	NA	NA
"BWMAM001.87"	105959	21396875	2089	15030202	"YAVAPAI"	"Stream"	34.590194	-113.304111	288683	3830012	"12N"	2550	NA	NA
"BWMSW000.02"	102305	21388790	1215	15030203	"YAVAPAI"	"Stream"	34.465028	-113.228778	295287	3815973	"12N"	NA	NA	NA
"BWMUL000.96"	105960	21397237	2090	15030202	"YAVAPAI"	"Stream"	34.602361	-113.266639	292150	3831283	"12N"	2780	NA	NA
"BWPEE003.51"	100407	21389078	240	15030203	"YAVAPAI"	"Stream"	34.376139	-113.271028	291184	3806200	"12N"	2440	NA	NA
"BWSMR006.66"	102308	25129638	1218	15030203	"MOHAVE"	"Stream"	34.298917	-113.421147	277174	3797954	"12N"	NA	NA	NA
"BWSMR011.51"	102195	21389354	1118	15030203	"LA PAZ"	"Stream"	34.305833	-113.347222	283997	3798562	"12N"	NA	NA	NA
"BWSMR023.60"	103173	21389162	1493	15030203	"YAVAPAI"	"Stream"	34.352575	-113.218844	295926	3803480	"12N"	NA	NA	NA
"BWSMR026.08"	100399	21389102	873	15030203	"YAVAPAI"	"Stream"	34.366667	-113.193444	298297	3804993	"12N"	1760	NA	NA
"BWSMR026.65"	102306	21389092	1216	15030203	"YAVAPAI"	"Stream"	34.369425	-113.185075	299073	3805282	"12N"	NA	NA	NA
"BWSMR029.44"	100647	21389000	744	15030203	"YAVAPAI"	"Stream"	34.400221	-113.174014	300164	3808676	"12N"	1830	NA	NA
"BWSMR038.62"	102315	21388822	1225	15030203	"YAVAPAI"	"Stream"	34.457651	-113.088788	308130	3814881	"12N"	NA	NA	NA
"BWSMR041.23"	102319	21388818	1229	15030203	"YAVAPAI"	"Stream"	34.473856	-113.069081	309977	3816641	"12N"	NA	NA	NA
"BWSMR042.16"	102318	21388734	1228	15030203	"YAVAPAI"	"Stream"	34.4823	-113.056997	311106	3817555	"12N"	NA	NA	NA
"BWSVW001.65"	102321	21390654	1231	15030203	"YAVAPAI"	"Stream"	34.415442	-112.710178	342833	3809547	"12N"	NA	NA	NA
"BWSVW002.82"	108802	21390650	2402	15030203	"YAVAPAI"	"Stream"	34.426417	-112.697111	344055	3810744	"12N"	NA	NA	NA
"BWSVW004.01"	104104	21390626	1818	15030203	"YAVAPAI"	"Stream"	34.442778	-112.698056	343998	3812560	"12N"	NA	NA	NA
"BWSVW004.84"	104105	21390626	1819	15030203	"YAVAPAI"	"Stream"	34.452778	-112.701667	343685	3813674	"12N"	NA	NA	NA
"BWSVW009.04"	108782	21388070	2401	15030203	"YAVAPAI"	"Stream"	34.504361	-112.686194	345202	3819371	"12N"	NA	NA	NA
"BWSYS006.58"	110654	21387900	2577	15030203	"YAVAPAI"	"Stream"	34.592161	-112.950619	321112	3829546	"12N"	NA	NA	NA
"BWTRT000.19"	102309	21402197	1219	15030201	"MOHAVE"	"Stream"	34.924131	-113.626981	260033	3867780	"12N"	NA	NA	NA
"BWTRT002.43"	100397	21402111	599	15030201	"MOHAVE"	"Stream"	34.94675	-113.616667	261041	3870265	"12N"	2550	NA	NA
"BWTRT011.97"	100670	21402007	751	15030201	"MOHAVE"	"Stream"	34.987121	-113.52173	269826	3874520	"12N"	3230	NA	NA
"BWUCB000.18"	108804	21390550	2404	15030203	"YAVAPAI"	"Stream"	34.486222	-112.589194	354076	3817215	"12N"	NA	NA	NA
"BWUFW000.01"	108803	21391522	2403	15030203	"YAVAPAI"	"Stream"	34.498972	-112.618083	351446	3818672	"12N"	NA	NA	NA
"BWUUB001.15"	102408	21388722	1270	15030203	"YAVAPAI"	"Stream"	34.481111	-113.199722	297995	3817699	"12N"	NA	NA	NA
"BWUUC000.01"	108805	21390550	2405	15030203	"YAVAPAI"	"Stream"	34.486361	-112.589667	354033	3817232	"12N"	NA	NA	NA
"BWUUP000.06"	111451	21401435	61632	15030201	"MOHAVE"	"Stream"	35.17764	-113.78178	246674	3896287	"12N"	NA	NA	NA
"BWWIL008.41"	102254	21400595	1152	15030201	"MOHAVE"	"Stream"	35.181111	-113.469722	275108	3895922	"12N"	NA	NA	NA
"BWWLD000.10"	101014	21396821	534	15030202	"YAVAPAI"	"Stream"	34.640568	-113.205821	297821	3835397	"12N"	NA	NA	NA
"CANCRK-HATCHERY"	111418	22437550	61584	NA	NA	"Stream"	34.291207	-110.80743	517723	3794462	"12N"	NA	NA	NA
"CG234000.16"	103757	20721752	1684	15010002	"MOHAVE"	"Stream"	35.763333	-113.503611	273660	3960590	"12N"	NA	NA	NA
"CGBDW000.10"	100452	4916220	257	15010010	"MOHAVE"	"Stream"	36.895556	-113.921556	239665	4087273	"12N"	1780	NA	NA
"CGBDW000.65"	100451	4916220	256	15010010	"MOHAVE"	"Stream"	36.898389	-113.93025	238899	4087611	"12N"	NA	NA	NA
"CGBDW000.70"	100450	4916220	988	15010010	"MOHAVE"	"Stream"	36.899139	-113.930278	238899	4087694	"12N"	1820	NA	NA
"CGBDW000.99"	100449	4916220	255	15010010	"MOHAVE"	"Stream"	36.901944	-113.933611	238612	4088015	"12N"	1840	NA	NA
"CGBDW001.18"	100448	4916220	254	15010010	"MOHAVE"	"Stream"	36.903583	-113.936667	238345	4088205	"12N"	NA	NA	NA
"CGBDW001.19"	100447	4916220	253	15010010	"MOHAVE"	"Stream"	36.903417	-113.936778	238335	4088187	"12N"	NA	NA	NA
"CGBDW001.20"	100446	4916220	252	15010010	"MOHAVE"	"Stream"	36.90325	-113.936972	238317	4088169	"12N"	NA	NA	NA
"CGBDW006.86"	100453	945010186	258	15010010	"MOHAVE"	"Stream"	36.972694	-113.984389	234332	4096007	"12N"	2060	NA	NA
"CGBOU001.47"	103801	20719890	1704	15010002	"COCONINO"	"Stream"	36.106667	-112.24	388390	3996491	"12N"	NA	NA	NA
"CGBRA000.44"	100422	20735503	245	15010001	"COCONINO"	"Stream"	36.102344	-112.095863	401358	3995856	"12N"	2520	NA	NA
"CGBRA000.50"	101758	20735503	923	15010001	"COCONINO"	"Stream"	36.103056	-112.096389	401312	3995935	"12N"	NA	NA	NA
"CGBRA001.36"	100423	20735503	246	15010001	"COCONINO"	"Stream"	36.111788	-112.088919	401995	3996896	"12N"	2660	NA	NA
"CGBRA002.26"	103175	20735483	1495	15010001	"COCONINO"	"Stream"	36.117806	-112.084083	402438	3997559	"12N"	NA	NA	NA
"CGBRA002.67"	103214	20735483	1512	15010001	"COCONINO"	"Stream"	36.121361	-112.080639	402752	3997950	"12N"	NA	NA	NA
"CGBRA007.21"	103807	20735431	1710	15010001	"COCONINO"	"Stream"	36.169167	-112.043056	406191	4003216	"12N"	NA	NA	NA
"CGBRC000.29"	103877	20721716	1724	15010002	"MOHAVE"	"Stream"	35.770278	-113.526389	271620	3961414	"12N"	NA	NA	NA
"CGCAT056.68"	102091	20694366	1067	15010004	"COCONINO"	"Stream"	35.723333	-112.442778	369509	3954222	"12N"	NA	NA	NA
"CGCLE000.19"	101964	20735515	1021	15010001	"COCONINO"	"Stream"	36.084111	-112.034167	406891	3993773	"12N"	2500	NA	NA
"CGCLE004.58"	103806	20735489	1709	15010001	"COCONINO"	"Stream"	36.114167	-112.011944	408926	3997085	"12N"	NA	NA	NA
"CGCLR473.00"	101483	20721986	779	15010002	"MOHAVE"	"Stream"	35.773611	-113.363611	286347	3961416	"12N"	NA	NA	NA
"CGCLR531.57"	101831	20720034	937	15010002	"COCONINO"	"Stream"	36.259722	-112.890833	330135	4014414	"12N"	NA	NA	NA
"CGCLR610.88"	101481	20735673	777	15010001	"COCONINO"	"Stream"	36.101389	-112.086389	402210	3995740	"12N"	NA	NA	NA
"CGCLR637.11"	101476	20736137	776	15010001	"COCONINO"	"Stream"	36.202222	-111.817222	426533	4006688	"12N"	NA	NA	NA
"CGCLR698.93"	100743	20733845	414	14070006	"COCONINO"	"Stream"	36.864722	-111.588333	447560	4080027	"12N"	NA	NA	NA
"CGCLR713.70"	101718	3528941	892	14070006	"COCONINO"	"Stream"	36.921667	-111.483611	456926	4086292	"12N"	NA	NA	NA
"CGCLR714.16"	110760	3529025	2592	14070006	"COCONINO"	"Stream"	36.935997	-111.483	456988	4087881	"12N"	NA	NA	NA
"CGCRY000.05"	100525	20719480	994	15010002	"COCONINO"	"Stream"	36.135278	-112.244201	388052	3999670	"12N"	2360	NA	NA
"CGCRY000.41"	100526	20719480	306	15010002	"COCONINO"	"Stream"	36.138731	-112.239756	388457	4000048	"12N"	2400	NA	NA
"CGCTC002.01"	105327	20718784	2016	15010002	"MOHAVE"	"Stream"	36.329722	-112.923056	327394	4022237	"12N"	NA	NA	NA
"CGDEE000.07"	100532	20718400	309	15010002	"COCONINO"	"Stream"	36.389288	-112.508379	364720	4028184	"12N"	1960	NA	NA
"CGDEE000.10"	105701	20718394	2066	15010002	"COCONINO"	"Stream"	36.389806	-112.50805	364750	4028241	"12N"	2060	NA	NA
"CGDIA000.06"	102090	20721204	1065	15010002	"MOHAVE"	"Stream"	35.765278	-113.373333	285445	3960513	"12N"	1340	NA	NA
"CGDIA000.37"	101830	20721204	936	15010002	"MOHAVE"	"Stream"	35.765	-113.368333	285897	3960471	"12N"	1400	NA	NA
"CGDIA000.66"	106142	20721204	2103	15010002	"MOHAVE"	"Stream"	35.762944	-113.367694	285949	3960242	"12N"	1440	NA	NA
"CGDIA001.44"	105699	20721216	2064	15010002	"MOHAVE"	"Stream"	35.757833	-113.359694	286659	3959657	"12N"	1400	NA	NA
"CGDTW013.48"	104017	945010208	1788	15010014	"MOHAVE"	"Stream"	35.853333	-114.511944	724679	3970540	"12N"	NA	NA	NA
"CGGDN001.09"	100763	20719584	422	15010002	"COCONINO"	"Stream"	36.083333	-112.123917	398809	3993776	"12N"	3600	NA	NA
"CGGDN001.39"	103798	20719586	1701	15010002	"COCONINO"	"Stream"	36.079444	-112.126389	398581	3993347	"12N"	NA	NA	NA
"CGGDN001.47"	103800	20719618	1703	15010002	"COCONINO"	"Stream"	36.078611	-112.1275	398480	3993256	"12N"	NA	NA	NA
"CGGRA002.91"	103805	20735543	1708	15010001	"COCONINO"	"Stream"	36.035833	-112.022222	407910	3988406	"12N"	NA	NA	NA
"CGHAV000.36"	100568	20691582	325	15010004	"COCONINO"	"Stream"	36.304288	-112.758944	342074	4019135	"12N"	1840	NA	NA
"CGHAV009.36"	104100	20691656	1814	15010004	"COCONINO"	"Stream"	36.218889	-112.6925	347875	4009555	"12N"	NA	NA	NA
"CGHCE002.69"	104177	20735847	1852	15010001	"COCONINO"	"Stream"	36.02	-111.960556	413448	3986593	"12N"	NA	NA	NA
"CGHRM000.01"	103804	20719566	1707	15010002	"COCONINO"	"Stream"	36.097778	-112.183306	393481	3995442	"12N"	NA	NA	NA
"CGHRM000.08"	100570	20719582	327	15010002	"COCONINO"	"Stream"	36.098732	-112.209477	391126	3995576	"12N"	2400	NA	NA
"CGHRM000.27"	100572	20719582	997	15010002	"COCONINO"	"Stream"	36.096788	-112.211422	390948	3995363	"12N"	2440	NA	NA
"CGHRM001.58"	100569	20719582	326	15010002	"COCONINO"	"Stream"	36.080667	-112.214056	390689	3993578	"12N"	2920	NA	NA
"CGKAN000.03"	103917	20709491	1735	15010003	"COCONINO"	"Stream"	36.392222	-112.629167	353892	4028686	"12N"	NA	NA	NA
"CGKAN000.26"	100577	20709491	330	15010003	"MOHAVE"	"Stream"	36.394288	-112.632551	353592	4028920	"12N"	1880	NA	NA
"CGKAN057.62"	101829	20706483	935	15010003	"COCONINO"	"Stream"	36.863889	-112.58	359163	4080938	"12N"	NA	NA	NA
"CGKAN068.61"	100576	20706385	329	15010003	"COCONINO"	"Stream"	36.961236	-112.530062	363788	4091666	"12N"	4680	NA	NA
"CGMAT000.03"	100591	20718732	335	15010002	"COCONINO"	"Stream"	36.343733	-112.672274	349932	4023373	"12N"	1900	NA	NA
"CGMHC000.58"	104010	20719232	1786	15010002	"COCONINO"	"Stream"	36.226667	-112.968056	323122	4010885	"12N"	NA	NA	NA
"CGMON000.01"	103803	20719566	1706	15010002	"COCONINO"	"Stream"	36.097778	-112.183306	393481	3995442	"12N"	NA	NA	NA
"CGMON000.19"	101434	20719566	713	15010002	"COCONINO"	"Stream"	36.096389	-112.18475	393349	3995289	"12N"	2400	NA	NA
"CGMON002.10"	103802	20719616	1705	15010002	"COCONINO"	"Stream"	36.077778	-112.181389	393627	3993221	"12N"	NA	NA	NA
"CGNAN000.20"	100594	20736061	337	15010001	"COCONINO"	"Stream"	36.305124	-111.86058	422737	4018136	"12N"	2800	NA	NA
"CGNAN002.23"	104011	20736071	1787	15010001	"COCONINO"	"Stream"	36.288889	-111.887222	420328	4016356	"12N"	NA	NA	NA
"CGNAT000.48"	100602	20719164	342	15010002	"COCONINO"	"Stream"	36.254843	-112.88617	330543	4013865	"12N"	2120	NA	NA
"CGNCA028.70"	100606	20735231	344	15010001	"COCONINO"	"Stream"	36.408178	-112.078644	403286	4029763	"12N"	7440	NA	NA
"CGPAR000.49"	101073	18267741	1171	14070007	"COCONINO"	"Stream"	36.864313	-111.597178	446771	4079987	"12N"	1000	NA	NA
"CGPAR001.23"	101447	18267741	765	14070007	"COCONINO"	"Stream"	36.872222	-111.594722	446995	4080863	"12N"	NA	NA	NA
"CGPAR001.62"	100617	18267741	347	14070007	"COCONINO"	"Stream"	36.872626	-111.600856	446449	4080911	"12N"	3120	NA	NA
"CGPAR008.41"	101074	18267735	573	14070007	"COCONINO"	"Stream"	36.931879	-111.664988	440779	4087522	"12N"	NA	NA	NA
"CGPAR009.70"	101719	18267735	893	14070007	"COCONINO"	"Stream"	36.946389	-111.676389	439775	4089139	"12N"	NA	NA	NA
"CGPAR014.25"	101075	18267733	574	14070007	"COCONINO"	"Stream"	36.956563	-111.743691	433791	4090312	"12N"	NA	NA	NA
"CGPAR021.57"	101076	18267517	575	14070007	"COCONINO"	"Stream"	36.995167	-111.793528	429390	4094630	"12N"	NA	NA	NA
"CGPAR029.84"	101077	18267075	576	14070007	"COCONINO"	"Stream"	37.000853	-111.864986	423037	4095317	"12N"	NA	NA	NA
"CGPAR029.91"	101079	18267073	1172	14070007	"COCONINO"	"Stream"	37.001414	-111.866322	422919	4095380	"12N"	NA	NA	NA
"CGPAR029.95"	101078	18267071	577	14070007	"COCONINO"	"Stream"	37.0019	-111.865375	423003	4095433	"12N"	NA	NA	NA
"CGPAR036.80"	101729	18267045	902	14070007	"COCONINO"	"Stream"	37.075278	-111.890556	420839	4103594	"12N"	NA	NA	NA
"CGPIP000.15"	101435	20719552	714	15010002	"COCONINO"	"Stream"	36.097281	-112.111342	399959	3995310	"12N"	NA	NA	NA
"CGPIP002.37"	103799	20719596	1702	15010002	"COCONINO"	"Stream"	36.073333	-112.102778	400699	3992645	"12N"	NA	NA	NA
"CGRED001.94"	104178	20736327	1853	15010001	"COCONINO"	"Stream"	36.021944	-111.931667	416053	3986784	"12N"	NA	NA	NA
"CGRYA000.05"	100632	20720162	355	15010002	"COCONINO"	"Stream"	36.197342	-112.450875	369558	4006812	"12N"	2160	NA	NA
"CGSHI000.05"	101436	20719198	715	15010002	"COCONINO"	"Stream"	36.237322	-112.348667	378810	4011115	"12N"	2200	NA	NA
"CGSHI000.06"	105700	20719198	2065	15010002	"COCONINO"	"Stream"	36.237558	-112.348861	378793	4011141	"12N"	2200	NA	NA
"CGSLT001.37"	104277	20719590	1871	15010002	"COCONINO"	"Stream"	36.084722	-112.1625	395337	3993971	"12N"	NA	NA	NA
"CGSPC000.44"	104106	20682349	1820	15010005	"MOHAVE"	"Stream"	35.820556	-113.652222	260394	3967293	"12N"	NA	NA	NA
"CGSPG000.17"	100648	20716600	363	15010002	"MOHAVE"	"Stream"	36.018735	-113.353405	287925	3988589	"12N"	1520	NA	NA
"CGSPG000.43"	100649	20716600	762	15010002	"MOHAVE"	"Stream"	36.017624	-113.357849	287521	3988475	"12N"	1600	NA	NA
"CGTAP000.08"	100662	20718528	369	15010002	"COCONINO"	"Stream"	36.370954	-112.468333	368281	4026095	"12N"	2000	NA	NA
