StationID_Master	Group	SampYear	ChemSampleID	SampDate	BenCollDate	IBI	124Trichlorobenzene_uf_ug_L	12Dichlorobenzene_uf_ug_L	13Dichlorobenzene_uf_ug_L	14Dichlorobenzene_uf_ug_L	245Trichlorophenol_uf_ug_L	246Trichlorophenol_uf_ug_L	24Dichlorophenol_uf_ug_L	24Dimethylphenol_uf_ug_L	24Dinitrophenol_uf_ug_L	24Dinitrotoluene_uf_ug_L	26Dinitrotoluene_uf_ug_L	2Chlorophenol_uf_ug_L	2Methylnaphthalene_uf_ug_L	2Methylphenol_uf_ug_L	2Nitroaniline_uf_ug_L	2Nitrophenol_uf_ug_L	33primeDichlorobenzidine_uf_ug_L	3Nitroaniline_uf_ug_L	4Chlorophenylphenylether_uf_ug_L	4Methylphenol_uf_ug_L	4Nitroaniline_uf_ug_L	Acenaphthene_uf_ug_L	Acenaphthylene_uf_ug_L	Aldrin_uf_ug_L	Alkalinity_phenolphthalein_uf_mg_L	Alpha_grossAsUNatural_calc_pCi_L	Alpha_grossAsUNatural_uf_pCi_L	alphaHexachlorocyclohexane_uf_ug_L	Aluminum_f_mg_L	Aluminum_uf_ug_L	Ammonia_N_calc_mg_kg	Aniline_uf_ug_L	Anthracene_uf_ug_L	Antimony_f_mg_L	Antimony_uf_mg_L	Arsenic_inorg_calc_mg_kg	Arsenic_inorg_f_ug_L	Arsenic_inorg_susp_ug_L	Arsenic_inorg_uf_ug_L	Azobenzene_uf_ug_L	Barium_cmpds_calc_mg_kg	Barium_cmpds_f_ug_L	Barium_cmpds_uf_pCi_L	Barium_cmpds_uf_ug_L	BarometricPressure_mmHg	Benzo_a_antracene_uf_ug_L	Benzo_a_pyrene_uf_ug_L	Benzo_b_flouranthene_uf_ug_L	Benzo_ghi_perylene_uf_ug_L	Benzo_k_fluoranthene_uf_ug_L	BenzoicAcid_uf_ug_L	BenzylAlcohol_uf_ug_L	Beryllium_cmpds_calc_mg_kg	Beryllium_cmpds_f_mg_L	Beryllium_cmpds_uf_mg_L	Beta_radiation_calc_pCi_L	Beta_radiation_uf_pCi_L	betaChloronapthalene_uf_ug_L	betaHexachlorocyclohexane_uf_ug_L	Bis_2chloroethoxy_methane_uf_ug_L	Bis_2chloroisopropyl_ether_uf_ug_L	Bis_chloroethyl_ether_uf_ug_L	Bismuth_f_pCi_L	BOD_uf_mg_L	Bolstar_uf_ug_L	Boron_borates_f_mg_L	Boron_borates_uf_mg_L	ButylBenzylPhthalate_uf_ug_L	CaCO3_calc_mg_L	CaCO3_f_mg_L	CaCO3_mg_L	CaCO3_other_mg_L	CaCO3_uf_mg_L	Cadmium_calc_mg_kg	Cadmium_f_mg_L	Cadmium_uf_mg_L	Caffeine_f_mg_L	Calcium_f_mg_L	Calcium_uf_mg_L	Carbazole_uf_ug_L	Carbon_calc_%	Carbon_f_mg_L	Carbon_uf_mg_L	Carbonate_uf_mg_L	Cesium_134_uf_pCi_L	Cesium_137_uf_pCi_L	Chlordane_cis_uf_ug_L	Chlordane_gamma_uf_ug_L	Chlordane_uf_ug_L	Chloride_uf_mg_L	Chlorine_other_mg_L	Chlorine_uf_mg_L	Chlorophyll_a_uf_ug_L	Chlorpyrifos_uf_ug_L	Chromium_calc_mg_kg	Chromium_f_mg_L	Chromium_mg_L	Chromium_uf_mg_L	Chrysene_uf_ug_L	Cobalt_58_uf_pCi_L	Cobalt_60_uf_pCi_L	Cobalt_f_mg_L	Cobalt_uf_ug_L	Copper_f_ug_L	Copper_uf_mg_kg	Copper_uf_ug_L	Coumaphos_uf_ug_L	CrossSectionalArea_calc	Cyanide_uf_mg_L	deltaHexachlorocyclohexane_uf_ug_L	Demeton_o_uf_ug_L	Demeton_s_total_uf_ug_L	Depth_ft	Di_2ethylhexylPhthalate_uf_ug_L	Di_n_octylPhthalate_uf_ug_L	Diazinon_uf_ug_L	Dibenz_ah_anthracene_uf_ug_L	Dibenzofuran_uf_ug_L	DibutylPhthalate_uf_ug_L	Dichlorvos_uf_ug_L	Dieldrin_uf_ug_L	DiethylPhthalate_uf_ug_L	Dimethoate_uf_ug_L	DimethylPhthalate_uf_ug_L	Dinitro_o_cresol_uf_ug_L	Disulfoton_uf_ug_L	DO_f_%	DO_f_mg_L	Ecoli_uf_CFU_100	Ecoli_uf_mg_L	Endosulfan_alpha_uf_ug_L	Endosulfan_beta_uf_ug_L	EndosulfanSulfate_uf_ug_L	Endrin_uf_ug_L	EndrinAldehyde_uf_ug_L	EndrinKetone_uf_ug_L	Ethoprop_std_ug_L	Ethyl_p_nitrophenylPhenylphosphorothioate_uf_ug_L	Fensulfothion_uf_ug_L	Fenthion_uf_ug_L	Flow_calc_cfs	Flow_cfs	Flow_ft_sec	Fluoranthene_uf_ug_L	Fluorene_uf_ug_L	Fluoride_f_mg_L	Fluoride_uf_mg_L	gammaHexachlorocyclohexane_uf_ug_L	Hardness_CaCO3_MgCO3_calc_mg_L	Hardness_CaCO3_MgCO3_f_mg_L	Heptachlor_uf_ug_L	HeptachlorEpoxide_uf_ug_L	Hexachlorobenzene_uf_ug_L	Hexachlorobutadiene_uf_ug_L	Hexachlorocyclopentadiene_uf_ug_L	Hexachloroethane_uf_ug_L	HydrogenCarbonate_uf_mg_L	Indeno_123cd_pyrene_uf_ug_L	Iodine_131_uf_pCi_L	Iron_59_uf_pCi_L	Iron_f_mg_L	Iron_uf_ug_L	Isophorone_uf_ug_L	Kjeldahl_N_calc_mg_kg	Kjeldahl_N_uf_mg_L	Lanthanum_140_uf_pCi_L	Lead_214_uf_pCi_L	Lead_cmpdsInorg_calc_mg_kg	Lead_cmpdsInorg_f_mg_L	Lead_cmpdsInorg_susp_mg_L	Lead_cmpdsInorg_uf_mg_L	Magnesium_f_mg_L	Magnesium_uf_mg_L	Malathion_uf_ug_L	Manganese_54_uf_pCi_L	Manganese_f_ug_L	Manganese_uf_ug_L	Mercury_elemental_calc_mg_kg	Mercury_elemental_f_mg_L	Mercury_elemental_susp_mg_kg	Mercury_elemental_uf_mg_L	Mercury_elemental_uf_ng_g	Merphos_uf_ug_L	Methoxychlor_uf_ug_L	MethylAzinphos_uf_ug_L	Methylmercury_uf_ng_g	Methylmercury_uf_ng_L	MethylParathion_uf_ug_L	Mevinphos_uf_ug_L	Molybdenum_f_mg_L	Molybdenum_uf_ug_L	Monocrotophos_uf_ug_L	N_nitrosodi_N_propylamine_uf_ug_L	N_nitrosodiphenylamine_uf_ug_L	Naled_uf_ug_L	Naphthalene_uf_ug_L	NH3_N_uf_mg_L	Nickel_calc_mg_kg	Nickel_f_mg_L	Nickel_uf_ug_L	Niobium_95_uf_pCi_L	Nitrobenzene_uf_ug_L	Nitrogen_uf_mg_L	NO2_N_uf_mg_L	NO2NO3_calc_mg_kg	NO3_N_uf_mg_L	NO3NO2_uf_mg_L	p_BromodiphenylEther_uf_ug_L	p_Chloroaniline_uf_ug_L	p_Nitrophenol_uf_ug_L	p_p_primeDichlorodiphenyldichloroethane_uf_ug_L	p_p_primeDichlorodiphenyldichloroethylene_uf_ug_L	p_p_primeDichlorodiphenyltrichloroethane_uf_ug_L	ParachlorometaCresol_uf_ug_L	Parathion_uf_ug_L	Pentachlorophenol_uf_ug_L	Perchlorate_uf_ug_L	pH_SU	Phenanthrene_uf_ug_L	Phenol_uf_ug_L	PheophytinA_uf_ug_L	Phorate_uf_ug_L	Phosphorus_calc_mg_kg	Phosphorus_uf_mg_L	Potassium_40_uf_pCi_L	Potassium_f_mg_L	Potassium_uf_mg_L	Pyrene_uf_ug_L	Radium_226_228_calc_pCi_L	Radium_226_228_uf_pCi_L	Radium_226_uf_pCi_L	Radium_228_f_pCi_L	Radium_228_uf_pCi_L	RedoxPotential_uf_mV	Ronnel_uf_ug_L	Selenium_cmpds_calc_mg_kg	Selenium_cmpds_f_mg_L	Selenium_cmpds_uf_mg_L	Silica_uf_mg_L	Silicon_uf_ug_L	Silver_calc_mg_kg	Silver_f_mg_L	Silver_uf_mg_L	Sodium_f_mg_L	Sodium_uf_mg_L	SolidsInSediment_calc_%	SpecCond_umhos_cm	StreamWidth_ft	Strontium_f_mg_L	Sulfate_uf_mg_L	TDS_calc_mg_L	TDS_f_mg_L	Temp_degC	Temp_degF	Tetrachlorovinphos_uf_ug_L	Tetraethyldithiopyrophosphate_uf_ug_L	Tetraethylpyrophosphate_uf_ug_L	Thallium_208_uf_pCi_L	Thallium_f_mg_L	Thallium_uf_mg_L	Tokuthion_uf_ug_L	Toxaphene_uf_ug_L	Trichloronate_uf_ug_L	TSS_coarse_susp_mg_L	TSS_fine_susp_mg_L	TSS_susp_mg_L	Turbidity_NTU	Uranium_natural_f_ug_L	Uranium_Natural_uf_pCi_L	Uranium_Natural_uf_ug_L	Vanadium_f_mg_L	Vanadium_uf_mg_L	Velocity_ft_sec	Zinc_65_uf_pCi_L	Zinc_calc_mg_kg	Zinc_f_mg_L	Zinc_uf_mg_L	Zirconium_95_uf_pCi_L
SCSCR039.63	1	2014	SCSCR039.63_4/14/2014	4/14/2014	4/14/2014	29.16127765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00059	0.00054	NA	2.9	NA	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.1	6.33	281.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	0.37	NA	221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5	NA	NA	NA	NA	NA	NA	NA	13.2	NA	NA	NA	15.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.905	NA	NA	NA	NA	NA	2.7	NA	NA	17.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	143	NA	1130	25	NA	144	NA	685	20.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	NA	NA	NA	0.0557	0.056	NA
SCSCR039.63	1	2011	SCSCR039.63_5/12/2011	5/12/2011	5/12/2011	19.00643759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	NA	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	180	NA	NA	NA	NA	NA	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130	NA	NA	4.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.1	6.21	218.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	NA	NA	NA	NA	0.41	NA	200	NA	NA	NA	NA	NA	NA	NA	180	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.67	NA	NA	NA	NA	NA	4	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023	NA	NA	NA	NA	NA	NA	130	NA	1125	30	NA	140	NA	723.5	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCSCR039.63	1	2014	SCSCR039.63_11/17/2014	11/17/2014	4/14/2014	29.16127765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	NA	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.6	6.79	307.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	NA	NA	NA	NA	0.34	NA	226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	12.9	NA	NA	NA	17.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.86	NA	NA	NA	NA	NA	2.9	NA	NA	16.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131	NA	1122.9	NA	NA	155	NA	687.64	23.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	2.95	NA	NA	NA	NA	NA	NA	NA	NA	0.0588	0.0592	NA
SCSCR039.63	1	2013	SCSCR039.63_4/17/2013	4/17/2013	4/17/2013	21.90018895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.7	5.85	260.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	NA	0.44	NA	220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.855	NA	NA	NA	NA	NA	2.1	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140	NA	1193.5	40	NA	160	NA	744.85	18.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	5.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	NA
SCSCR039.63	1	2012	SCSCR039.63_4/18/2012	4/18/2012	4/18/2012	11.85825954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4	NA	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	230	NA	NA	NA	NA	NA	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.9	4.18	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	NA	NA	NA	NA	0.45	NA	220	NA	NA	NA	NA	NA	NA	NA	230	NA	NA	NA	NA	NA	NA	NA	26.2	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.67	NA	NA	NA	NA	NA	3.7	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130	NA	1253.5	30	NA	170	NA	731	28.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCSCR039.63	1	2015	SCSCR039.63_1/29/2015	1/29/2015	4/29/2015	27.95855275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00057	NA	NA	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.7	6.52	49.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	NA	NA	NA	NA	0.28	NA	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	13.3	NA	NA	NA	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.65	NA	NA	NA	NA	NA	3.9	NA	NA	19.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122	NA	1128.5	NA	NA	144	NA	709.015	21.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	2.13	NA	NA	NA	NA	NA	NA	NA	NA	0.0619	0.0632	NA
SCSCR039.63	1	2014	SCSCR039.63_8/27/2014	8/27/2014	4/14/2014	29.16127765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00054	0.00055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.5	6.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.59	NA	NA	NA	NA	NA	0.21	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.75	NA	511.4	NA	NA	5.4	NA	317.5	34.915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	205	1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCSCR039.63	1	2015	SCSCR039.63_4/29/2015	4/29/2015	4/29/2015	27.95855275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00064	NA	NA	4.7	NA	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	152	NA	NA	117.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.4	5.47	426.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	0.38	NA	249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	NA	NA	NA	NA	14.7	NA	NA	NA	22.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.675	NA	NA	70.805	NA	NA	1.5	NA	NA	18.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	142	NA	1172.35	NA	NA	156	NA	731.54	26.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	2.27	NA	NA	NA	NA	NA	NA	NA	NA	0.0606	0.0643	NA
SCSCR039.63	1	2016	SCSCR039.63_4/6/2016	4/6/2016	4/6/2016	23.95909254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.3	NA	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	230	NA	NA	NA	NA	NA	NA	NA	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170	NA	NA	128.345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.2	5.37	242.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.74	NA	NA	NA	NA	NA	0.89	NA	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00094	NA	NA	NA	NA	NA	NA	130	NA	1026.65	NA	NA	160	NA	632.25	23.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.96	7.5	NA	NA	NA	NA	NA	NA	NA	NA	0.056	0.056	NA
SCSCR103.45	1	2015	SCSCR103.45_4/7/2015	4/7/2015	4/7/2015	25.01427158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00069	0.00058	NA	8.3	NA	8.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.85	NA	NA	116.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.8	7.77	13.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.385	NA	233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.4	NA	NA	NA	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.86	NA	NA	NA	NA	NA	1.4	NA	NA	6.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.6	NA	697.4666667	14	NA	88.65	NA	449.6333333	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA
