	COMID	W___IMPERV	SLOPE	SLOPEGRADW	AWS050WTA	SLOPELENKM	RunOffV	MINELEVSMO	W___AGRIC	TempV	HYDCLPRS	W___CANAL_	DivDASqKM	W_RD_CROSS	ST_ORDER	ROCKTYPE1	HYDGRPDCD	DRCLASSDCD	HGroup	KGroup	Temp	HGroup2	KGroup2
1	20331702	8.926329608	0.00039065	4.5	7.23	2.8670001	9.868399	374	0.138500819	1676.930053	54	0.104392135	373.644	1.097301174	5	Alluvium	D	2	1	1	16.76930053	1	1
2	22533046	11.35939323	0.02454076	4.5	6.88	6.0100002	16.1368	45126	5.276805393	1786.920043	67	0	6.9417	1.15245545	1	Alluvium	C	3	2	1	17.86920043	2	1
3	20332458	0.181742489	0.04935928	43.900002	4.08	1.233	28.031099	26588	0.069612219	1732.599975	50	0	65.9367	0.788635161	3	Rock	C	4	3	2	17.32599975	3	2
4	22537332	0.934138129	0.00358736	46	4.24	3.2279999	19.5944	44643	1.645656138	1760.849975	75	0.005175354	682.0866	0.417835507	4	Alluvium	D	3	2	1	17.60849975	4	1
5	17594793	0.129600626	0.08326042	45.5	6.45	2.4690001	88.570098	5699	0	1432.95996	65	0	2.2986	0	1	Rock	D	3	4	3	14.3295996	4	2
6	17574659	1.212522422	0.02372159	2.5	6.02	0.704	95.9029	50822	0	1659.420043	75	0	10.5363	0.094909978	2	Rock	B	3	5	3	16.59420043	2	2
7	20333386	0.295971979	0.03598257	46	4.24	1.033	18	25254	0	1752.75	75	0	0.5139	0	1	Rock	D	3	4	2	17.5275	4	2
8	20332858	0.625398276	0.00053997	9.1	5.13	1.426	23.0935	14052	0.366405131	1760.869995	74	0	516.0681	0.511560393	5	Rock	D	4	1	2	17.60869995	1	2
9	20350741	0.018263473	0.07766566	43.900002	4.08	4.678	111.529998	33999	0	1704.890014	50	0	3.006	0	1	Rock	C	4	3	2	17.04890014	3	2
10	20329628	0.050128789	0.03471993	17.1	5.63	1.214	61.920501	45967	0	1645.790039	34	0	4.5423	0.880611144	2	Rock	B	3	5	2	16.45790039	2	2
11	20341501	0.198997015	0.01419263	3.6	5.59	0.353	19	12818	3.87238592	1800	61	0.019691033	0.1296	0.561256711	5	Alluvium	B	3	2	4	18	5	1
12	17563572	0.098577236	0.10588925	26	6.05	1.535	112.414001	59556	0	1728.400024	48	0	0.8856	0	1	Rock	B	3	5	2	17.28400024	2	2
13	20325661	0.041685754	0.07406422	46	4.24	1.993	18.3129	17058	0	1763.869995	75	0	1.9647	1.01796712	1	Rock	D	3	4	2	17.63869995	4	2
14	22524737	6.428484411	0.01533993	4.3	6.15	12.1199999	74.591499	14073	0.196903376	1841.869995	43	0.020708122	63.4887	1.542488475	3	Alluvium	NA	3	2	4	18.41869995	5	1
15	20333660	0.04284699	0.02362658	46	4.24	1.023	15.6189	16272	0	1762.21997	75	0	8.8641	0	2	Rock	D	3	4	2	17.6221997	4	2
16	17596155	8.08153702	0.05819988	10.6	5.88	1.761	63.130298	436	0	1527.189941	45	0	0.9603	3.124023743	1	Rock	D	2	1	3	15.27189941	1	2
17	22549491	0.223948339	0.01380746	22	5.2	1.849	20.0351	52198	1.798664241	1710.339965	44	0	288.9144	0.619560673	4	Alluvium	B	3	2	4	17.10339965	5	1
18	22561284	1.659459459	0.00001	37.299999	7.58	0.197	33	33557	0	1767	45	0	0.072	1.001001001	1	Rock	C	3	5	2	17.67	2	2
19	17563700	0.133795309	0.09160017	43.700001	7.59	2.306	72.447799	32935	0	1795.140014	42	0	1.6884	0	1	Rock	B	3	5	2	17.95140014	2	2
20	22563118	13.53108108	0.06712939	37.299999	7.58	2.3340001	28.8068	10519	0	1815.699951	45	1.10035281	1.332	8.258258258	1	Alluvium	C	3	2	1	18.15699951	2	1
21	20331304	58.64226682	0.04007017	10.1	5.57	0.57	14	5504	0	1725.420043	73	0	0.7623	0	1	Rock	D	2	1	2	17.25420043	1	2
22	20328642	20.85942979	0.02646818	43.900002	4.08	2.687	18.8623	9695	0	1785.380004	50	0	5.9031	1.185817621	1	Rock	C	4	3	2	17.85380004	3	2
23	17590240	0.050917703	0.03962264	23.200001	4.25	0.848	139.893997	15058	0	1463.73999	45	0	3.0402	0.986777186	2	Rock	D	NA	4	3	14.6373999	1	2
24	20333026	1.694222222	0.15173324	46	4.24	1.477	31.549299	25001	11.28888889	1739.189941	75	0	1.0125	1.975308642	1	Rock	D	3	4	2	17.39189941	4	2
25	20341789	2.833260585	0.02646207	43.900002	4.08	2.0039999	59.8745	32799	10.22975279	1708.939941	50	0.022973691	22.6809	0.925889184	2	Rock	C	4	3	2	17.08939941	3	2
26	20324643	32.57333333	NA	NA	NA	NA	10	NA	0	1663.900024	NA	0	0.2592	0	0	Alluvium	NA	NA	1	1	16.63900024	1	3
27	22535250	0.35263147	0.00321388	2.6	6.31	2.651	17.898599	53041	0.659798855	1746.97998	63	0	390.2553	0.361301948	4	Alluvium	B	3	2	4	17.4697998	5	1
28	20351045	1.9632	0.16041237	9.1	5.13	0.291	14	560	0	1654	74	0	2.8125	1.777777778	2	Water	D	4	1	5	16.54	1	4
29	20341679	1.76272329	0.05078617	17.1	5.63	2.3150001	20.209999	13496	33.80519043	1768.22998	34	0	2.6703	0.748979515	1	Rock	B	3	5	2	17.6822998	2	2
30	22534640	2.250474902	0.00001	2.2	5.29	4.5619998	15.8429	43115	7.784366974	1771.949951	32	0.053408459	1049.9004	0.486712835	4	Alluvium	C	2	2	1	17.71949951	1	1
31	22549443	0.258999046	0.03139737	43.900002	4.08	0.229	20.641599	71056	0	1646.319946	50	0	10.3761	1.349254537	2	Rock	C	4	3	2	16.46319946	3	2
32	20348181	0.204130262	0.19503627	43.900002	4.08	2.619	261.45401	69431	0	1540.699951	50	0	2.2662	0.44126732	1	Rock	C	4	3	3	15.40699951	3	2
33	17586544	0.064451125	0.01674952	2.5	6.02	0.523	182.266006	22331	0.235642851	1611.349975	75	0.002656312	0.2979	0.187018136	5	Alluvium	B	3	2	4	16.11349975	5	1
34	20351071	0	0.0668166	41.5	4.3	1.734	17.9901	11111	0	1761.75	92	0	1.0962	0	1	Rock	D	3	4	2	17.6175	4	2
35	20364915	0.592307692	0.07280266	43.799999	4.3	1.652	132.552993	37545	0	1816.569946	69	0	1.521	1.314924392	1	Rock	D	3	4	2	18.16569946	4	2
36	22563122	3.41208027	0.16512857	46	4.24	4.1999998	83.627296	14380	0	1803.920043	75	0.121576067	4.5297	0.441530344	1	Rock	D	3	4	2	18.03920043	4	2
37	17572783	0.022924447	0.0708614	39.5	6.13	3.622	316.048004	46103	0	1567.329956	54	0	15.6645	0.446870312	3	Rock	D	3	4	3	15.67329956	4	2
38	22556144	2.011575258	0.00830508	5.9	5.36	0.295	18.2325	45707	0.481784506	1803.449951	51	0.057479562	151.6446	0.743774343	3	Alluvium	B	3	2	4	18.03449951	5	1
39	22561286	0.482907506	0.01061258	37.299999	7.58	0.604	31.531099	32916	0	1772.400024	45	0	44.514	0.682203297	3	Rock	C	3	5	2	17.72400024	2	2
40	22560376	0.226783692	0.08283677	43.900002	4.08	2.0339999	23.1755	60410	0	1761.030029	50	0	3.1788	0.62916824	1	Rock	C	4	3	2	17.61030029	3	2
41	17586866	0.085931559	0.09895833	39.5	6.13	2.1600001	181.154006	16684	0	1577.089965	54	0	3.5505	0.281650472	1	Water	D	3	1	5	15.77089965	1	4
42	22535488	0.221216849	0.08071868	43.900002	4.08	1.948	23.4181	79380	0	1605.420043	50	0	2.8845	0	1	Rock	C	4	3	2	16.05420043	3	2
43	20331392	12.25	0.00001	6.1	6.18	0.027	18	8807	0	1796.199951	78	0	1.3968	0	1	Alluvium	B	3	2	1	17.96199951	5	1
44	20366289	37.35505566	0.00389982	1.5	6.64	1.118	68.474403	0	0	1771.359985	46	0	54.7317	0.347147996	1	Alluvium	B	NA	2	4	17.71359985	5	1
45	17586706	0.335466136	0.01301533	13.4	6.05	0.587	209.917007	36135	5.218256789	1676.170043	89	0	18.9891	1.158559384	3	Rock	B	3	5	2	16.76170043	2	2
46	17575803	0.197288519	0.0139726	2.5	6.02	0.219	44.842098	33363	0	1748.890014	75	0.233353723	6.3729	2.981374257	2	Alluvium	B	3	2	4	17.48890014	5	1
47	17573679	0.833953433	0.01109285	2.5	6.02	8.5190001	78.632598	4648	22.64762362	1650.800048	75	0	29.9952	0.900144023	2	Alluvium	B	3	2	4	16.50800048	5	1
48	22561324	0.061686474	0.17428945	43.900002	4.08	1.9069999	43.3022	46295	0	1819.349975	50	0	1.5903	0	1	Rock	C	4	3	2	18.19349975	3	2
49	22558064	30.40996169	0.02249266	4.3	4.51	0.341	65.930801	34150	0	1809.040039	35	0	6.3423	2.049729593	1	Alluvium	A	4	6	6	18.09040039	6	5
50	17573029	1.717205962	0.00001	2.5	6.02	0.212	64	5568	2.272510379	1655	75	0.023094088	3970.3185	0.587862158	6	Alluvium	B	3	2	4	16.55	5	1
51	20341731	2.419672535	0.0153958	16	5.92	6.0510001	17.031299	1647	0.677089745	1713.859985	43	0	7.3107	0.136785807	1	Rock	D	2	1	2	17.13859985	1	2
52	948070229	0.829739554	0.00899262	43.900002	4.08	0.407	20	16287	0.336863194	1786	50	0	314.46	0.578769955	4	Rock	C	4	3	2	17.86	3	2
53	948070554	6.721285396	0.0029	37.299999	7.58	0.2	20	16791	0	1814.560058	45	0.409163778	2.8287	6.009827836	2	Rock	C	3	5	2	18.14560058	2	2
54	22547461	0.655632876	0.06370804	17.1	5.63	3.665	31.004499	51032	0	1748.329956	34	0	4.7853	3.343573026	1	Rock	B	3	5	2	17.48329956	2	2
55	948070275	28.47851499	0.00802776	4.3	4.51	5.1869998	16.690299	19614	0.010855344	1846.70996	35	0.167652341	157.5261	0.983963927	3	Alluvium	A	4	6	6	18.4670996	6	5
56	17591108	0.025510204	0.04779588	23.200001	4.25	3.253	158.934005	12996	0	1389.70996	45	0	2.646	0	1	Rock	D	NA	4	3	13.8970996	1	2
57	20332058	47.84224599	NA	4.5	7.23	NA	10.4947	NA	0	1672.670043	54	0	0.3366	0	0	Water	D	2	1	5	16.72670043	1	4
58	20348465	0.020376176	0.07294586	43.900002	4.08	3.0109999	73.106101	69461	0	1750.71997	50	0	4.0194	0.248793352	1	Rock	C	4	3	2	17.5071997	3	2
59	22555528	0.619632354	0.1565	4.3	4.51	0.02	148	45537	0.048286176	1814	35	0.050331799	0.0036	0.365126949	4	Alluvium	A	4	6	6	18.14	6	5
60	22561256	0.121447485	0.06189749	46	4.24	1.6390001	123.226997	61068	0	1729.910034	75	0	10.197	0.294204178	2	Rock	D	3	4	2	17.29910034	4	2
61	22556162	20.90601321	0.00242424	4.3	4.51	0.099	34	30592	0	1840	35	0.055267754	29.6946	2.694092529	2	Alluvium	A	4	6	6	18.4	6	5
62	22534724	12.0510589	0.0129756	5.9	5.36	0.205	15.207599	51011	0	1774.920043	51	0	20.9934	3.09621119	3	Alluvium	B	3	2	4	17.74920043	5	1
63	17590998	0	NA	NA	NA	NA	20	NA	0	1477	NA	0	0.0027	0	0	Water	NA	NA	1	5	14.77	1	4
64	20332110	24.12041392	NA	4.5	7.23	NA	11.944499	NA	0	1684.790039	54	0	0.9567	0	0	Alluvium	D	2	1	1	16.84790039	1	3
65	22549163	3.728972412	0.00310144	3.6	5.59	0.345	14.5522	856	4.510134826	1675.099975	61	0.036048865	1870.8066	1.001172435	6	Alluvium	B	3	2	4	16.75099975	5	1
66	20348873	0.192394901	0.03422459	46	4.24	0.374	81.967201	26514	0.026675643	1757.199951	75	0	141.7023	0.522221587	3	Rock	D	3	4	2	17.57199951	4	2
67	22560762	11.42755368	0.00001	37.299999	7.58	0.197	20.207199	11354	4.630770835	1840.48999	45	0.104923034	5749.7706	0.963342781	6	Alluvium	C	3	2	4	18.4048999	2	1
68	17575777	0.098346538	0.02809411	43.700001	7.59	0.425	105.941001	31469	0	1731.819946	42	0	5.2254	0.765491637	1	Rock	B	3	5	2	17.31819946	2	2
69	17562588	16.54881426	0.00001	2.5	6.02	0.376	18	3178	5.86830465	1643.790039	75	0.009019507	193.7016	2.106332627	4	Alluvium	B	3	2	4	16.43790039	5	1
70	948070227	1.161462137	0.006469	3.6	5.59	2.2260001	18.654499	13711	0.286516909	1768.270019	61	0	369.7164	0.668079642	4	Rock	B	3	5	4	17.68270019	2	2
71	20348459	0.016332591	0.21690347	43.900002	4.08	2.0409999	92.003303	38274	0	1733.349975	50	0	2.4246	0	1	Rock	C	4	3	2	17.33349975	3	2
72	22532722	46.35761589	0.00734104	4.5	6.88	1.73	13.439499	48129	0	1767.160034	67	0	1.9026	6.307158625	1	Alluvium	C	3	2	1	17.67160034	2	1
73	20331968	6.888567294	0.02028571	16.5	3.43	0.07	14	6414	0	1719	57	0	1.2438	0.803987779	2	Alluvium	D	3	2	1	17.19	4	1
74	22523037	0.166824096	0.01191406	52.900002	4.31	0.256	164.645996	22892	0.002438664	1797.310058	85	0.021214989	553.5819	0.191480249	5	Rock	C	4	3	2	17.97310058	3	2
75	22548581	23.79084646	0.00213235	3.6	5.59	0.816	14	166	0	1629.71997	61	0	1.8288	0.546806649	1	Alluvium	B	3	2	4	16.2971997	5	1
76	22548367	0.020389904	0.01616935	6.1	6.18	0.248	41	38979	0.056507817	1754	78	0	19.1124	0.156966158	3	Alluvium	B	3	2	4	17.54	5	1
77	20333090	0.106532223	0.06591321	43.900002	4.08	4.5170002	110.513	60604	0	1567.010009	50	0	8.2116	0.852452628	1	Rock	C	4	3	3	15.67010009	3	2
78	20343101	0.194010357	0.03339457	3.6	5.59	1.143	23.5286	23826	4.919572889	1772.339965	61	0	39.2778	0.661951535	2	Alluvium	B	3	2	4	17.72339965	5	1
79	20332046	54.9879887	NA	4.5	7.23	NA	12.7852	NA	0	1689.170043	54	0	3.8214	0	0	Water	D	2	1	5	16.89170043	1	4
80	17574311	0.151383614	0.06436341	52.900002	4.31	1.618	97.040702	43174	0	1732.170043	85	0	1.6587	2.4115271	1	Rock	C	4	3	2	17.32170043	3	2
81	22560426	23.32607216	0.03492899	37.299999	7.58	2.1830001	79.021797	21381	0	1818.319946	45	0	1.3221	6.80735194	1	Rock	C	3	5	2	18.18319946	2	2
82	17587714	10.66666667	NA	10.7	2.94	NA	19	NA	0	1591	59	0	0.0108	0	0	Alluvium	A	5	1	1	15.91	6	3
83	20333370	0.025150905	0.16073857	43.900002	4.08	1.882	65.494499	45449	0	1634	50	0	1.7892	0.55890901	1	Rock	C	4	3	3	16.34	3	2
84	20325685	0.519554633	0.03417827	3.6	5.59	0.359	18.791599	14917	0.060545308	1762.699951	61	0.015389052	1258.2882	0.418822969	5	Rock	B	3	5	4	17.62699951	2	1
85	20362739	0.179621849	0.14470471	23.5	5.89	1.507	14.806699	12277	0	1652.199951	50	0	0.8568	1.16713352	1	Rock	D	3	4	2	16.52199951	4	2
86	22560558	14.26394401	0.00766331	6.1	6.18	0.398	52.5802	74818	1.746157731	1722.520019	78	0	12.4731	0.801725313	1	Alluvium	B	3	2	1	17.22520019	5	1
87	22532660	6.983931856	0.0107412	5.9	5.36	0.796	16.378099	52270	0	1770.650024	51	0	9.2979	2.151023349	2	Alluvium	B	3	2	4	17.70650024	5	1
88	20348813	32.12121277	0.0064389	31.200001	7.4	4.7709999	18	4923	0	1782.390014	38	0	42.1812	3.15306345	2	Rock	D	3	4	2	17.82390014	4	2
89	17594715	0.016716418	0.07995825	47	5.95	2.1559999	181.382003	2708	0	1466.20996	49	0	10.5525	0.284292822	2	Rock	D	3	4	3	14.6620996	4	2
90	22523277	27.88040052	0.00719467	1.5	6.64	1.351	39.402198	14207	1.006021026	1857.790039	46	0.016850166	95.3658	1.76163782	3	Alluvium	B	NA	2	4	18.57790039	5	1
91	20329500	0.014034903	0.0088104	6.1	6.18	0.269	93	54352	0	1606	78	0	17.1216	0.817680591	2	Rock	B	3	5	3	16.06	2	2
92	20332502	0.394482091	0.04778181	43.900002	4.08	1.65	60.530998	53783	0	1675.160034	50	0	3.7188	1.344519738	1	Rock	C	4	3	2	16.75160034	3	2
93	22560658	18.39551015	0.02299757	4.5	6.88	0.824	13	31768	7.958128389	1821.290039	67	0	14.2722	3.993778114	3	Alluvium	C	3	2	4	18.21290039	2	1
94	20327393	0.197780179	0.00602777	31.1	3.53	0.36	85.6557	105892	0.035215971	1368.079956	36	0	74.1141	0.310332312	3	Rock	D	4	1	3	13.68079956	1	2
95	20332966	7.763203714	0.01793478	46	4.24	1.012	20.531999	20204	0	1770.140014	75	0	18.6084	1.827131833	3	Rock	D	3	4	2	17.70140014	4	2
96	20365063	6.696118699	0.00463302	43.799999	4.3	0.654	120.542999	13768	2.161468721	1808.770019	69	0	250.4547	2.04428186	4	Rock	D	3	4	2	18.08770019	4	2
97	22556160	20.89569299	0.01157894	4.3	4.51	0.038	34	30858	0	1840	35	0.05558278	29.5263	2.709448864	2	Alluvium	A	4	6	6	18.4	6	5
98	20341695	0.273560689	0.06959377	17.1	5.63	1.477	36.275798	28044	29.37293729	1739.359985	34	0	2.4543	1.222344457	1	Rock	B	3	5	2	17.39359985	2	2
99	22557924	24.72734001	0.00894717	4.3	4.51	5.4330001	22.3708	31128	8.138220572	1816.869995	35	0.153136035	66.8844	1.375507592	2	Alluvium	A	4	6	6	18.16869995	6	5
100	17563310	52.15176501	NA	10.7	2.94	NA	17.178199	NA	0	1595.420043	59	0.444228604	6.9858	1.574622806	0	Water	A	5	1	5	15.95420043	1	4
101	22534716	33.93964236	0.00050209	5.9	5.36	0.239	12	44612	1.327048214	1776.96997	51	0.466258021	17.5653	5.066807854	2	Alluvium	B	3	2	4	17.7696997	5	1
102	17594723	0.14010989	0.06116733	47	5.95	1.739	78.346199	2711	7.623626374	1429.280029	49	0	1.3104	0.763125763	1	Rock	D	3	4	3	14.29280029	4	2
103	22549497	0	0.15361127	6.1	6.18	1.739	58.297298	49507	0	1746.050048	78	0	0.7749	0	1	Alluvium	B	3	2	1	17.46050048	5	1
104	17563736	0.184377199	0.06155973	43.700001	7.59	2.7119999	54.253299	24079	0	1748.849975	42	0	1.2789	0	1	Rock	B	3	5	2	17.48849975	2	2
105	20366449	13.22222222	NA	2.2	3.84	NA	15	NA	0	1696	46	0	0.0081	0	0	Water	A	4	1	5	16.96	1	4
106	20364919	2.058859975	0.05426364	43.799999	4.3	1.942	106.553001	18951	0.185873606	1827.290039	69	0	1.4526	1.376841526	1	Rock	D	3	4	2	18.27290039	4	2
107	22524985	45.61428643	0.00083752	1.5	6.64	4.1789999	15.777999	738	0.047046436	1827.369995	46	0.028911735	321.3846	1.421972304	4	Alluvium	B	NA	2	4	18.27369995	5	1
108	22557848	18.5812524	0.07577235	60.799999	2.18	5.289	120.353996	36946	0	1787.900024	64	0	9.3708	1.494002647	1	Alluvium	D	5	2	1	17.87900024	4	3
109	20348653	30.00043961	0.01728346	31.200001	7.4	0.762	16.452199	4422	0	1760.430053	38	0	8.1891	5.128768729	2	Rock	D	3	4	2	17.60430053	4	2
110	20350701	25.15176596	0.01522088	4.3	6.15	0.249	14	1518	0	1696	43	0	20.3346	4.081712942	3	Rock	NA	3	5	2	16.96	2	1
111	20332086	41.97356677	0.00001	9.1	5.13	0.057	14	159	0	1653	74	0	5.2434	0	1	Alluvium	D	4	1	1	16.53	1	3
112	20332432	0.382870684	0.02846905	43.900002	4.08	0.614	29.8889	37715	0	1701.189941	50	0	2.6586	1.504551268	2	Rock	C	4	3	2	17.01189941	3	2
113	17594831	0.203514293	0.04402684	10.6	5.88	0.149	20	256	0	1435	45	0	10.2951	1.165603054	2	Rock	D	2	1	3	14.35	1	2
114	22555166	0.457851073	0.02555555	4.3	4.51	0.18	230.701004	52070	0.048365969	1782.880004	35	0.050414973	5.7483	0.365730322	4	Alluvium	A	4	6	6	17.82880004	6	5
115	17563576	0.025870329	0.0380136	43.700001	7.59	0.735	102.127998	56770	0	1778.71997	42	0	2.8179	0.354874197	2	Rock	B	3	5	2	17.7871997	2	2
116	948070288	1.204449977	0.01420441	2.5	6.02	0.861	95.196403	13972	28.47362689	1623.109985	75	0.501999849	5.7843	1.210172363	2	Alluvium	B	3	2	4	16.23109985	5	1
117	22515790	16.89443652	0.01960324	4.3	6.15	5.9229999	52.890701	25531	0	1790.73999	43	0.056785404	11.3562	3.610362621	2	Alluvium	NA	3	2	4	17.9073999	5	1
118	22514334	16.80811989	0.02538562	4.3	6.15	5.329	88.314796	35121	0	1729.359985	43	0	16.515	0.544959128	2	Alluvium	NA	3	2	4	17.29359985	5	1
119	22514982	11.0984081	0.08948231	33.5	5.68	1.951	122.958	28401	0	1836.160034	52	0	1.2438	2.411963338	1	Rock	D	3	4	2	18.36160034	4	2
120	22545409	0.798907182	0.01351534	6.1	6.18	1.923	19	42557	5.53957869	1789.550048	78	0	25.0362	2.356587661	2	Alluvium	B	3	2	4	17.89550048	5	1
121	948070534	11.4259946	0.00001	37.299999	7.58	0.455	20	11354	4.631054266	1848.880004	45	0.104882168	5749.4187	0.963401744	6	Alluvium	C	3	2	4	18.48880004	2	1
122	22549137	3.821346956	NA	NA	NA	NA	14	NA	4.470902218	1615.46997	NA	0.035534398	1.7109	0.993734048	0	Water	NA	NA	1	5	16.1546997	1	4
123	20333272	20.7557047	0.05431788	15.1	7.28	2.309	15.9306	7987	0	1752.650024	41	0	2.0115	4.474272931	1	Rock	D	3	4	2	17.52650024	4	2
124	20350947	0.09700816	0.01115183	16	5.92	0.382	18	10424	0	1772	43	0	19.854	0.050367684	2	Rock	D	2	1	2	17.72	1	2
125	20331346	0.946186242	0.03070472	16.5	3.43	2.2420001	18	18748	0	1773.599975	57	0	1.9233	0	1	Rock	D	3	4	2	17.73599975	4	2
126	17564068	27.57894737	0.03532221	43.799999	4.3	2.2190001	20.6604	23859	0	1745.060058	69	0	2.1204	4.244482173	1	Rock	D	3	4	2	17.45060058	4	2
127	20325291	1.476713416	0.04850054	31.1	3.53	4.5949998	122.575996	108029	0	1355.540039	36	0	6.8022	1.32310135	1	Rock	D	4	1	3	13.55540039	1	2
128	17563610	0.101284529	0.02223958	43.700001	7.59	0.192	93.878799	53171	0	1792.119995	42	0	7.9173	0.50522274	2	Rock	B	3	5	2	17.92119995	2	2
129	20359286	58.06153846	NA	1.5	6.64	NA	15	NA	0	1735.349975	46	0	0.117	0	0	Water	B	NA	1	5	17.35349975	1	4
130	20348325	0	0.1288025	46	4.24	1.595	58.519798	41737	0	1751.300048	75	0	1.0233	0	1	Rock	D	3	4	2	17.51300048	4	2
131	17573009	0.787123186	0.16587892	43.700001	7.59	2.23	81.675102	10291	0	1680.380004	42	0	2.4183	2.067568126	1	Alluvium	B	3	5	1	16.80380004	5	1
132	22547089	15.64669784	0.01503267	6.1	6.18	1.989	19.2595	34294	3.097603741	1766.25	78	0.147469451	3.0798	4.221053315	2	Alluvium	B	3	2	4	17.6625	5	1
133	22591473	0.134731224	0.02890173	60.799999	2.18	0.865	115.529998	84991	0	1640.150024	64	0	11.8035	1.101368238	2	Alluvium	D	5	2	1	16.40150024	4	3
134	20332446	0.726336705	0.03570103	43.900002	4.08	3.6659999	63.277099	39924	0	1672.599975	50	0	4.9824	0.200706487	1	Rock	C	4	3	2	16.72599975	3	2
135	948070440	1.637698577	NA	NA	NA	NA	14	NA	0.003755586	1636	NA	0	0.0252	0.417287382	0	Water	NA	NA	1	5	16.36	1	4
136	22525659	9.214126649	0.01010647	37.299999	7.58	1.127	25.054599	12804	0.116104227	1849.73999	45	0	47.2851	1.099712171	2	Rock	C	3	5	2	18.4973999	2	2
137	20362445	0.699386503	0.07144131	26.1	3.92	1.457	12	9	0.122699387	1579.140014	59	0	0.7335	1.363326517	1	Water	D	NA	1	5	15.79140014	1	4
138	17574811	13.15156203	0.01056757	2.5	6.02	2.819	71.532997	37145	0	1728.780029	75	0	18.0342	2.051657406	2	Alluvium	B	3	2	4	17.28780029	5	1
139	17574947	0.078140991	0.02222772	47.700001	4.81	0.404	101	41022	0.04214075	1721	46	0	14.9499	0.334450398	3	Rock	D	NA	4	2	17.21	4	2
140	17591164	0.045579352	0.11283001	23.200001	4.25	2.1589999	51.191699	259	0	1402.150024	45	0	1.6389	0	1	Water	D	NA	1	5	14.02150024	1	4
141	20348811	12.77328104	0.0156564	3.6	5.59	0.617	16.53	4923	0	1762.339965	61	0	94.7799	2.24731193	3	Alluvium	B	3	2	4	17.62339965	5	1
142	20329230	2.073455111	0.02812765	43.900002	4.08	0.235	19	19701	0	1758.71997	50	0	2.3157	0	1	Rock	C	4	3	2	17.5871997	3	2
143	20325597	0.672451994	0.18581069	43.900002	4.08	2.3559999	76.882598	31721	0	1622.630004	50	0	2.4372	0.820613819	1	Rock	C	4	3	3	16.22630004	3	2
144	20326365	0.707045295	0.01240466	31.1	3.53	0.944	86.9104	59610	0.137759887	1567.119995	36	0	184.2336	0.396236083	4	Rock	D	4	1	3	15.67119995	1	2
145	17591012	0.156849768	NA	23.200001	4.25	NA	48.628299	NA	0	1513.98999	45	0	0.1017	0.735348187	0	Rock	D	NA	4	3	15.1398999	1	2
146	20362571	0.269440124	0.04233394	43.099998	5.44	2.168	15.9266	9731	0.229393468	1725.95996	49	0	23.148	1.252808018	3	Rock	D	3	4	2	17.2595996	4	2
147	20364883	0.46042271	0.14362181	43.799999	4.3	1.375	185.550994	39958	0	1713.25	69	0	2.1717	0.920937514	1	Rock	D	3	4	2	17.1325	4	2
148	20331592	31.87530169	0.03373639	15.1	7.28	1.654	14	3430	0	1737.329956	41	0	1.1187	16.09010459	1	Rock	D	3	4	2	17.37329956	4	2
149	17586958	0.601371429	0.04656976	43.700001	7.59	3.7839999	130.518997	16464	0	1642.810058	42	0	3.9375	2.53968254	1	Rock	B	3	5	3	16.42810058	2	2
150	17590158	0	0.20524549	23.200001	4.25	2.444	195.576004	2447	0	1431.22998	45	0	1.0629	0	1	Rock	D	NA	4	3	14.3122998	1	2
151	20331264	46.13568065	0.02348576	16.5	3.43	2.3180001	16.396699	8510	0	1731.23999	57	0.5858666	4.0131	5.482046298	1	Rock	D	3	4	2	17.3123999	4	2
152	20343149	0.080034423	0.15997656	3.6	5.59	2.1340001	126.224998	54341	7.056798623	1630.46997	61	0	1.0458	0.956205775	1	Rock	B	3	5	3	16.3046997	2	2
153	17575841	1.581740336	0.00289719	2.5	6.02	0.107	87	47413	0	1681	75	0	14.9247	0.335015109	2	Rock	B	3	5	2	16.81	2	2
154	20331996	5.313606815	NA	NA	NA	NA	14	NA	2.453872059	1655.46997	NA	0.048122222	3.2859	0.673050844	0	Water	NA	NA	1	5	16.5546997	1	4
155	20362779	0.11	0.14945929	23.5	5.89	1.646	13.6075	8833	0	1671.780029	50	0	1.44	0	1	Rock	D	3	4	2	16.71780029	4	2
156	20333394	0.013321492	0.11116694	46	4.24	1.791	16.555999	8106	0	1751.020019	75	0	1.0134	0	1	Rock	D	3	4	2	17.51020019	4	2
157	20332680	0	0.17949834	16.5	3.43	2.4119999	113.893997	44529	0	1593.22998	57	0	3.3147	0	1	Rock	D	3	4	3	15.9322998	4	2
158	20332790	0.062288422	0.21346103	43.900002	4.08	1.5140001	53.441398	31820	0	1671.310058	50	0	1.3293	0	1	Rock	C	4	3	2	16.71310058	3	2
159	17586516	0.218599034	0.18462593	49.400002	5.57	1.604	273.622009	32823	16.18357488	1561.910034	65	0	0.7452	4.025764895	1	Rock	C	3	5	3	15.61910034	2	2
160	22555282	0.420811695	0.02509174	4.3	4.51	0.436	210.205993	50532	0.048685492	1794.790039	35	0.050748031	0.0612	0.368146465	4	Alluvium	A	4	6	6	17.94790039	6	5
161	948070373	0.964490328	0.00349502	2.5	6.02	0.804	81.458602	5526	2.97459413	1567.300048	75	0.019179807	494.9919	0.664657341	5	Rock	B	3	5	3	15.67300048	2	1
