	COMID	W___IMPERV	SLOPE	SLOPEGRADW	AWS050WTA	SLOPELENKM	RunOffV	MINELEVSMO	W___AGRIC	TempV	HYDCLPRS	W___CANAL_	DivDASqKM	W_RD_CROSS	ST_ORDER	ROCKTYPE1	HYDGRPDCD	DRCLASSDCD	HGroup	KGroup	Temp	HGroup2	KGroup2
540	20333404	3.167488243	0.01047619	46	4.24	1.155	18.0771	23261	0	1767.699951	75	0	15.8841	2.01459321	3	Rock	D	3	4	2	17.67699951	4	2
541	22555518	0.437089202	0.07253456	4.3	4.51	0.651	237.472	60054	0	1757.510009	35	0	0.5895	0.074521201	2	Alluvium	A	4	6	6	17.57510009	6	5
542	20331652	55.30534979	0.01557351	15.1	7.28	2.5369999	13.564599	4266	0	1732.849975	41	0	3.2805	5.79180003	2	Alluvium	D	3	2	1	17.32849975	4	1
543	20333360	1.106635071	0.08864077	46	4.24	1.133	18.8815	28091	0	1717.030029	75	0	0.3798	2.632964718	1	Rock	D	3	4	2	17.17030029	4	2
544	22561340	0.595980596	0.05039399	46	4.24	1.599	15.443499	45124	0	1767.73999	75	0	1.2987	0	1	Rock	D	3	4	2	17.6773999	4	2
545	24845750	0.578790313	0.00133475	6.1	6.18	3.2739999	75.384902	44788	2.964918321	1633.930053	78	0.192370063	23.5251	1.190218107	2	Rock	B	3	5	3	16.33930053	2	2
546	22545221	0.01980198	0.04759541	46	4.24	0.524	17	45079	0	1782.819946	75	0	0.4545	2.200220022	1	Rock	D	3	4	2	17.82819946	4	2
547	22556260	4.005153527	0.03343966	5.9	5.36	0.721	74.680801	72790	0.145701797	1710.260009	51	0	33.3558	0.65955546	3	Alluvium	B	3	2	4	17.10260009	5	1
548	20328694	25.82121531	0.00001	46	4.24	0.084	19	16523	0	1759.930053	75	0	5.1246	3.317332084	2	Rock	D	3	4	2	17.59930053	4	2
549	22568200	6.654495244	0.00026923	37.299999	7.58	0.26	19.7791	16620	0	1814.780029	45	0.437285013	2.9331	5.795915584	2	Rock	C	3	5	2	18.14780029	2	2
550	17563718	2.887809779	0.0459473	43.700001	7.59	4.9720001	58.164398	23212	26.18888145	1717.21997	42	0	2.6874	4.09317556	1	Alluvium	B	3	5	1	17.1721997	5	1
551	22555446	1.291448997	0.0153125	4.3	4.51	0.256	148	45984	0.05102578	1814	35	0.020261892	333.3609	0.638947159	5	Alluvium	A	4	6	6	18.14	6	5
552	20348891	0.088800342	0.04405794	43.900002	4.08	5.6259999	85.091598	32791	0	1724.869995	50	0	18.9729	0.685187821	2	Rock	C	4	3	2	17.24869995	3	2
553	17575847	8.802479095	0.00595628	2.5	6.02	0.549	61.0951	34246	0.26528491	1754.290039	75	0.140382658	116.0262	1.465186311	4	Alluvium	B	3	2	4	17.54290039	5	1
554	17587624	0.992810927	0.0392232	43.700001	7.59	2.0339999	97.930297	15603	0	1589.680053	42	0	2.5038	1.996964614	1	Rock	B	3	5	3	15.89680053	2	2
555	22532962	28.60560186	0.0011759	4.5	6.88	4.1500001	15.140399	43022	8.983015086	1780.640014	67	0	17.0622	0.64469998	1	Alluvium	C	3	2	1	17.80640014	2	1
556	20334444	3.970332401	0.03336842	43.900002	4.08	0.285	65.102302	57167	0	1665.23999	50	0	34.7652	0.345172759	2	Rock	C	4	3	2	16.6523999	3	2
557	22563326	2.812530626	0.00246491	21.4	6.84	1.14	14.154299	42447	2.908749387	1778.98999	26	0.145021808	66.1212	2.08707646	4	Rock	C	3	5	2	17.7898999	2	2
558	22515750	3.928024258	0.07158073	47.700001	4.81	2.948	66.527297	27118	0	1790.119995	46	0	5.6394	1.773238288	1	Rock	D	NA	4	2	17.90119995	4	2
559	17596127	2.448214738	0.03023452	10.6	5.88	3.6670001	94.513496	5550	0.286992488	1514.380004	45	0.073011689	10.6623	0.844095552	2	Rock	D	2	1	3	15.14380004	1	2
560	17594821	0.164740962	0.04196476	45.5	6.45	2.9519999	70.011901	1264	0	1433.670043	65	0	2.4147	2.484780718	1	Rock	D	3	4	3	14.33670043	4	2
561	20331098	16.89597001	0.04922724	16	5.92	1.527	19	17418	0	1760.189941	43	0	0.9603	6.248047485	1	Rock	D	2	1	2	17.60189941	1	2
562	22549399	0.124812781	0.04390637	22	5.2	1.239	20.121799	61010	0	1692.449951	44	0	1.8027	0.55472347	1	Alluvium	B	3	2	1	16.92449951	5	1
563	20333166	0.475258099	0.03214426	43.900002	4.08	3.036	95.776802	72789	0	1575.260009	50	0	5.0562	0.988884933	1	Rock	C	4	3	3	15.75260009	3	2
564	22535262	1.654006969	0.01426415	2.6	6.31	0.265	17	56741	43.37979094	1744	63	0.090170245	2.583	2.322880372	1	Alluvium	B	3	2	4	17.44	5	1
565	20351091	0.313939611	0.0142276	16	5.92	6.6869998	16.522199	2162	0.089509488	1718.95996	43	0	15.0822	0.994549867	2	Rock	D	2	1	2	17.1895996	1	2
566	17564032	0.140223464	0.03882554	39.5	6.13	1.456	45.4286	32199	0	1819.640014	54	0	4.833	0	2	Rock	D	3	4	2	18.19640014	4	2
567	20366429	67.08974359	NA	2.2	3.84	NA	15	NA	0	1703	46	0	0.1404	7.122507123	0	Alluvium	A	4	6	1	17.03	6	3
568	17586764	0.022079486	0.10360099	13.4	6.05	2.4159999	270.903991	36135	10.59815335	1664.339965	89	0	2.2419	0.446050225	1	Rock	B	3	5	3	16.64339965	2	2
569	17586592	0.041203131	0.13542995	49.400002	5.57	2.8840001	305.459014	30818	0	1574.930053	65	0	2.1843	0.457812572	1	Rock	C	3	5	3	15.74930053	2	2
570	20359302	64.68729097	NA	1.5	6.64	NA	15	NA	0	1733.290039	46	1.311703072	0.5382	11.14827202	0	Water	B	NA	1	5	17.33290039	1	4
571	22527369	7.704820123	0.00914915	1.5	6.64	5.947	17.7849	6965	0	1838.910034	46	0.025214017	57.7143	1.767326295	3	Alluvium	B	NA	2	4	18.38910034	5	1
572	17587616	0	0.07073703	43.700001	7.59	4.3959999	147.358993	14160	2.327431868	1669.599975	42	0	4.5243	0	1	Rock	B	3	5	3	16.69599975	2	2
573	20328632	1.756515581	0.03510204	43.900002	4.08	0.294	18	16876	2.067988669	1765.280029	50	0	6.354	0.472143532	1	Rock	C	4	3	2	17.65280029	3	2
574	20329740	0.164277699	0.04613992	44.799999	2	1.658	140.906005	67803	0.025407042	1551.160034	75	0	85.0158	0.529313375	3	Rock	D	NA	4	3	15.51160034	4	2
575	20325315	0.440278336	0.00001	0	0	0.263	76	48689	0.041465279	1631	100	0	3.1338	0.273555662	1	Rock	NA	NA	1	3	16.31	1	2
576	17595485	0.039978094	0.15592513	39.5	6.13	1.87	150.451004	9323	3.99780942	1528.579956	54	0	1.6434	0.608494584	1	Rock	D	3	4	3	15.28579956	4	2
577	20359094	13.99544419	0.00232289	1.5	6.64	0.607	15	21	0	1741.319946	46	1.40782259	0.3951	2.531004809	2	Alluvium	B	NA	2	4	17.41319946	5	1
578	20334574	0.246315631	0.00001	0	0	0.801	41.116401	22927	0.136836774	1748.050048	100	0	286.1073	0.426413447	4	Water	NA	NA	1	5	17.48050048	1	4
579	22514504	0.21308771	0.06898786	4.3	6.15	3.132	85.413803	37950	0	1751.280029	43	0	3.2733	1.222008371	1	Rock	NA	3	5	2	17.51280029	2	2
580	22555354	0.338560983	0.09555599	4.3	4.51	2.5539999	340.417999	58155	0	1647.880004	35	0	8.4933	0	2	Alluvium	A	4	6	6	16.47880004	6	5
581	17564902	21.97699774	0.02587753	2.5	6.02	3.299	30.325399	23547	0	1723.430053	75	0	6.7689	2.954689831	1	Alluvium	B	3	2	4	17.23430053	5	1
582	20333498	32.00537634	0.02526315	15.1	7.28	0.114	14	9010	0	1728	41	0	0.1674	11.9474313	1	Rock	D	3	4	2	17.28	4	2
583	20348827	0.603277154	0.01527952	43.900002	4.08	2.3789999	26.603	60530	0	1725.150024	50	0	9.612	1.248439451	2	Rock	C	4	3	2	17.25150024	3	2
584	17574949	0.041577825	0.19793619	47.700001	4.81	1.536	133.787994	45237	0	1702.140014	46	0	1.6884	0	1	Rock	D	NA	4	2	17.02140014	4	2
585	22525739	20.54136762	0.00154024	1.5	6.64	2.1619999	16.520599	3155	0.077100128	1829.569946	46	0	79.3773	1.549561399	2	Alluvium	B	NA	2	4	18.29569946	5	1
586	20341857	44.02286726	0.00310247	16	5.92	4.2449999	14	468	0	1636.130004	43	0	24.4017	2.376883578	2	Water	D	2	1	5	16.36130004	1	4
587	22591673	6.39712601	0.01241121	5.9	5.36	0.535	65.799003	67397	13.52844703	1720.25	51	0	46.0962	0.99791306	2	Alluvium	B	3	2	4	17.2025	5	1
588	20362461	2.571331058	NA	43.099998	6.07	NA	13.3736	NA	1.194539249	1579.310058	48	0	1.8261	0.189609405	0	Water	D	3	1	5	15.79310058	1	4
589	22514728	15.29690854	0.03163934	1.5	6.64	0.122	164	48864	0	1787	46	0	4.1922	2.862458852	2	Alluvium	B	NA	2	4	17.87	5	1
590	17574943	2.966833691	0.06013712	47.700001	4.81	5.0320001	97.003303	39172	0	1719.23999	46	0	3.7719	2.120947003	1	Alluvium	D	NA	2	1	17.1923999	4	1
591	22556238	2.067219555	0.04329942	5.9	5.36	4.0310001	106.18	80201	0.029099374	1647.96997	51	0	12.3714	0.484989573	2	Alluvium	B	3	2	1	16.4796997	5	1
592	22556252	6.548328764	0.00634615	5.9	5.36	0.052	66	71955	1.312489063	1723	51	0	15.4287	1.037028395	2	Alluvium	B	3	2	4	17.23	5	1
593	17563646	1.480014804	0.04314612	43.700001	7.59	1.923	86.747901	44688	0	1785.810058	42	0	2.4318	0	1	Rock	B	3	5	2	17.85810058	2	2
594	20342679	33.45259128	0.00001	9.1	5.13	0.562	14	1558	0	1663.040039	74	0	3.0564	2.617458448	1	Rock	D	4	1	2	16.63040039	1	2
595	20364785	0.198688583	0.03148535	39.5	6.13	0.478	20	10899	0	1717.949951	54	0	10.0197	0.698623711	2	Rock	D	3	4	2	17.17949951	4	2
596	20350723	0.03336826	0.02579556	43.900002	4.08	1.0369999	96.114402	53575	0	1697.079956	50	0	11.1663	0.089555179	2	Rock	C	4	3	2	16.97079956	3	2
597	17592076	0	NA	23.200001	4.25	0.055	138.440002	36006	0	1452.910034	45	0	0.1269	0	1	Rock	D	NA	4	3	14.52910034	1	2
598	22557874	20.76617587	0.00848265	5.9	5.36	2.7679999	22.150999	32447	0	1842.119995	51	0.486162661	22.005	2.181322427	2	Alluvium	B	3	2	4	18.42119995	5	1
599	20355536	10.37964237	0.01473587	31.200001	7.4	2.177	17.4011	6484	0	1786.300048	38	0	6.543	3.515207092	2	Rock	D	3	4	2	17.86300048	4	2
600	17572833	0.12887538	0.25942618	43.700001	7.59	1.795	234.134002	47548	0	1577.359985	42	0	1.4805	2.026342452	1	Rock	B	3	5	3	15.77359985	2	2
601	22557828	0.029935275	0.23048717	52.099998	3.2	3.51	444.235992	65649	0	1456.579956	73	0	2.2248	0.449478605	1	Alluvium	C	4	3	1	14.56579956	3	3
602	22560942	11.75215076	0.00712978	1.5	6.64	4.1529999	16.950899	3903	4.554668087	1818.800048	46	0.108347816	5845.842	1.002079769	6	Alluvium	B	NA	2	4	18.18800048	5	1
603	22548377	0.282079995	0.01103199	43.900002	4.08	0.969	17.9605	11622	9.113618744	1756.869995	50	0	31.3443	0.797593183	3	Rock	C	4	3	2	17.56869995	3	2
604	20348737	0.269871233	0.01706605	3.6	5.59	0.651	21	11286	0.006741725	1794.099975	61	0	13.3497	1.048712705	3	Alluvium	B	3	2	4	17.94099975	5	1
605	17595387	0.5566787	0.06156577	47	5.95	2.197	144.376998	20389	0	1569.349975	49	0	1.2465	0.80224629	1	Rock	D	3	4	3	15.69349975	4	2
606	22548323	0.408653846	0.06285206	46	4.24	2.2509999	72.6538	29839	53.76602564	1780.46997	75	0	1.1232	3.561253561	1	Rock	D	3	4	2	17.8046997	4	2
607	20365153	1.540461764	0.03239147	33.099998	6.54	6.243	129.757003	136	0	1809.060058	38	0	50.9481	1.530969752	3	Rock	D	3	4	2	18.09060058	4	2
608	22560354	8.927921794	0.00001	4.3	4.51	0.079	13	23429	1.005338225	1862	35	0.096018337	59.9508	0.872855385	6	Alluvium	A	4	6	6	18.62	6	5
609	22563280	0.300718133	0.05225352	4.3	4.51	1.633	25.4004	14857	0	1835.75	35	0	1.0026	3.98962697	1	Alluvium	A	4	6	1	18.3575	6	5
610	22534936	13.72037994	0.01208774	6.1	6.18	6.428	72.2947	75510	12.71454758	1703.260009	78	0	10.8018	1.388657446	1	Alluvium	B	3	2	1	17.03260009	5	1
611	20355412	26.77669143	0.00466194	1.5	6.64	1.834	15	892	0.906171055	1763.23999	46	0.060979023	120.7719	3.013946125	4	Alluvium	B	NA	2	4	17.6323999	5	1
612	20362643	0.033114395	NA	43.099998	5.44	NA	15.313199	NA	0	1674.770019	49	0	1.4022	0	0	Water	D	3	1	5	16.74770019	1	4
613	20348847	0.875101678	0.00001	3.6	5.59	0.196	21	7905	0.629990538	1809	61	0	216.8604	0.650187863	4	Alluvium	B	3	2	4	18.09	5	1
614	22523225	25.02582929	0.01528842	37.299999	7.58	2.5829999	50.771198	17705	0.183558411	1830.800048	45	0	6.8643	1.602494063	1	Alluvium	C	3	2	1	18.30800048	2	1
615	17574983	0.015733551	0.04559029	47.700001	4.81	1.567	191.186996	53030	0	1693.780029	46	0	4.4046	0	2	Rock	D	NA	4	2	16.93780029	4	2
616	22591325	0.139341287	0.0495409	60.799999	2.18	1.699	178.576004	102270	0	1538.109985	64	0.209075353	39.6774	0.478862022	3	Alluvium	D	5	2	1	15.38109985	4	3
617	948070527	4.382302846	0.01012062	4.3	4.51	0.829	18.6061	36405	0.006923769	1829.569946	35	0.080743929	64.9935	0.61544616	3	Alluvium	A	4	6	6	18.29569946	6	5
618	17572793	0.036585992	0.04176795	13.4	6.05	0.543	287.240997	43835	0	1675.25	89	0	17.5149	0.399659718	3	Alluvium	B	3	2	4	16.7525	5	1
619	22525745	17.48846118	0.00530303	4.3	6.15	4.224	16.796499	3488	0.089519622	1826.589965	43	0	68.3649	1.623640201	2	Alluvium	NA	3	2	4	18.26589965	5	1
620	20333294	0.239776022	0.09207843	43.900002	4.08	1.02	79.077499	55279	0.269973003	1619.630004	50	0	9.0009	1.777600018	2	Rock	C	4	3	3	16.19630004	3	2
621	22514532	8.789384092	0.05836742	47.700001	4.81	2.7379999	105.764999	37142	0	1753.5	46	0	5.8158	1.375563121	2	Rock	D	NA	4	2	17.535	4	2
622	20365071	1.132299365	0.02425801	33.099998	6.54	1.186	153.886001	17581	0	1829.079956	38	0	8.6463	0.57828204	2	Rock	D	3	4	2	18.29079956	4	2
623	20325167	0.145776946	0.04890579	31.1	3.53	3.747	129.229995	108126	0.073356436	1336.70996	36	0	35.5797	0.168635486	2	Rock	D	4	1	3	13.3670996	1	2
624	20362649	0.876727427	NA	43.099998	5.44	NA	15.586799	NA	0	1718.47998	49	0	9.1521	0	0	Water	D	3	1	5	17.1847998	1	4
625	17570443	0.183673469	0.0370694	52.900002	4.31	0.389	87.941703	61435	0	1707.22998	85	0	0.3087	9.718172983	1	Rock	C	4	3	2	17.0722998	3	2
626	20365107	0.879202989	0.16223067	33.099998	6.54	2.497	181.289001	15221	0	1808.760009	38	0	2.8908	0.345925003	1	Rock	D	3	4	2	18.08760009	4	2
627	20342609	6.658236138	0.02446043	16	5.92	0.139	17	2588	0.492733737	1705	43	0	28.8594	0.381158305	3	Rock	D	2	1	2	17.05	1	2
628	22555362	0.216612646	0.08709821	4.3	4.51	0.224	238.929992	63698	0	1752.949951	35	0	3.4677	0.244159998	2	Alluvium	A	4	6	6	17.52949951	6	5
629	20343151	0.105045672	0.08459459	3.6	5.59	0.222	86	54341	6.426707264	1662	61	0	8.2764	0.966603837	2	Rock	B	3	5	3	16.62	2	2
630	22560830	2.307674144	0.03004579	17.1	5.63	3.0569999	16	35748	28.66587958	1786.869995	34	0	3.8115	0.262363899	1	Rock	B	3	5	2	17.86869995	2	2
631	20350943	0.064779358	0.0238692	16	5.92	0.367	18.2609	10850	0	1772.109985	43	0	19.7424	0.050652403	2	Rock	D	2	1	2	17.72109985	1	2
632	20325309	0.432500687	0.00001	0	0	0.814	76.259597	48689	0.040732783	1616.97998	100	0	353.5236	0.26872322	4	Rock	NA	NA	1	3	16.1697998	1	2
633	22519444	19.22168587	0.00001	1.5	6.64	0.063	18	4316	0.092987587	1866.599975	46	0.051557491	325.7973	0.939892244	3	Alluvium	B	NA	2	4	18.66599975	5	1
634	22548101	0.207756063	0.00184694	46	4.24	1.359	20.258199	63821	0.412881916	1716.579956	75	0	29.4273	0.849551267	1	Rock	D	3	4	2	17.16579956	4	2
635	20329894	2.423160199	0.04670313	6.1	6.18	2.102	25.104299	29928	1.751547387	1706.280029	78	0.081877194	152.9676	0.941375821	3	Rock	B	3	5	2	17.06280029	2	2
636	20362885	0.081046586	NA	23.5	5.89	NA	15.294799	NA	0	1693.160034	50	0	1.4103	0	0	Rock	D	3	4	2	16.93160034	4	2
637	22515018	33.17949425	0.0012931	1.5	6.64	2.204	20.1553	5862	0.009806085	1892.810058	46	0.10401394	293.6952	1.116804088	3	Alluvium	B	NA	2	4	18.92810058	5	1
638	22545397	0.813899868	0.02046477	6.1	6.18	3.378	18.7926	45156	13.73517787	1788.609985	78	0	2.7324	4.391743522	1	Alluvium	B	3	2	1	17.88609985	5	1
639	20341655	1.675079172	0.00001	17.1	5.63	0.585	21.3663	19396	21.69970934	1766.949951	34	0.063048213	82.9836	1.759383782	4	Rock	B	3	5	2	17.66949951	2	2
640	20329734	0.154766033	0.03286046	43.900002	4.08	0.43	132.524993	63310	0.035520073	1583.290039	50	0	106.4187	0.51682646	3	Rock	C	4	3	3	15.83290039	3	2
641	22547477	0.256418093	0.06152864	46	4.24	3.526	20.3484	60617	0	1696.20996	75	0	2.9448	1.697908177	1	Rock	D	3	4	2	16.9620996	4	2
642	20350819	28.7862628	0.06756068	31.200001	7.4	1.689	17.861799	4838	0	1799.380004	38	0	2.1096	3.318164581	1	Rock	D	3	4	2	17.99380004	4	2
643	20333636	11.27659574	0.031125	46	4.24	0.88	14	12123	0	1736.650024	75	0	0.5076	1.970055162	1	Rock	D	3	4	2	17.36650024	4	2
644	20325373	0	0.17412389	43.900002	4.08	1.6950001	76.993103	51080	0	1608.050048	50	0	1.0467	0	1	Rock	C	4	3	3	16.08050048	3	2
645	20334538	0.0561676	0.04639344	43.900002	4.08	0.061	20.1667	22927	0	1777.5	50	0	4.9833	0.200670239	2	Water	C	4	3	5	17.775	3	4
646	17590962	0	NA	23.200001	4.25	NA	100	NA	0	1484	45	0	0.1521	0	0	Rock	D	NA	4	3	14.84	1	2
647	20364959	7.635396851	0.01421287	43.799999	4.3	1.569	110.422996	18139	2.902011576	1822.680053	69	0	177.8904	2.074310924	4	Rock	D	3	4	2	18.22680053	4	2
648	22521011	23.58516312	0.0088421	1.5	6.64	0.095	19	5802	0.083119762	1895	46	0	12.9933	1.847105816	3	Alluvium	B	NA	2	4	18.95	5	1
649	20341569	0.199028698	0.00338475	3.6	5.59	1.102	41.4449	20981	3.476335684	1735.369995	61	0.021084817	785.3787	0.570425452	5	Alluvium	B	3	2	4	17.35369995	5	1
650	17573757	1.672422268	0.00782426	2.5	6.02	0.239	53.160198	7792	2.112571626	1662.579956	75	0.024250018	3781.0647	0.580259841	6	Alluvium	B	3	2	4	16.62579956	5	1
651	20350959	0.108617713	0.01980434	16	5.92	0.46	18	8786	0	1762	43	0	20.3337	0.049179441	2	Rock	D	2	1	2	17.62	1	2
652	20350511	26.04107425	0.01668253	31.200001	7.4	1.26	17.4295	7039	0	1792.060058	38	0	3.9879	0.501517089	1	Rock	D	3	4	2	17.92060058	4	2
653	20330046	4.360851535	0.00637954	43.900002	4.08	0.743	36.919799	39792	0.18918764	1685.75	50	0	47.0961	1.932219441	3	Rock	C	4	3	2	16.8575	3	2
654	17574987	0.079866889	0.09957537	47.700001	4.81	0.471	173.906997	53030	0	1706.21997	46	0	4.8681	0	2	Rock	D	NA	4	2	17.0621997	4	2
655	22521715	2.803778097	0.00001	1.5	6.64	1.774	22.610399	8270	0.002122526	1908.270019	46	0.027805155	636.0345	0.238980747	5	Alluvium	B	NA	2	4	19.08270019	5	1
656	20329828	1.322910824	0.00001	3.6	5.59	4.2610002	20.581899	13830	30.48233315	1771.060058	61	0	6.4188	0.15579236	1	Rock	B	3	5	2	17.71060058	2	2
657	22556192	4.444724593	0.04280781	5.9	5.36	1.535	113.440002	81716	1.008533747	1588.75	51	0	4.6404	1.292991983	1	Alluvium	B	3	2	1	15.8875	5	1
658	20348603	0.17090979	0.02184027	3.6	5.59	0.288	21	13471	0	1784.380004	61	0	0.0585	0.515935284	3	Alluvium	B	3	2	4	17.84380004	5	1
659	20333196	1.392459452	0.00493206	3.6	5.59	0.736	16	11143	0.275747999	1814.699951	61	0	384.1551	0.666397505	4	Rock	B	3	5	4	18.14699951	2	1
660	948070258	0.298493253	0.05244841	5.9	5.36	0.727	92.302001	73597	0	1722.130004	51	0.139516202	0.2205	0.568253843	3	Alluvium	B	3	2	4	17.22130004	5	1
661	17596211	11.14412853	0.00001	10.6	5.88	0.272	41	107	4.854641591	1529	45	0.105286002	92.9358	1.807699509	4	Alluvium	D	2	1	1	15.29	1	1
662	17586934	0.073593074	0.008879	2.5	6.02	0.562	91.053703	11037	2.105084458	1569.23999	75	0	42.4116	0.542304464	3	Rock	B	3	5	3	15.6923999	2	2
663	20348421	2.813980951	0.01304836	3.6	5.59	0.889	22.968999	19558	0	1781.890014	61	0	35.0577	0.941305334	3	Rock	B	3	5	2	17.81890014	2	2
664	17563942	19.76370013	0.01580708	2.5	6.02	2.54	27.7607	25161	0	1712.569946	75	0.405859456	6.1587	2.273207008	2	Alluvium	B	3	2	4	17.12569946	5	1
665	22560666	24.7181479	0.00001	4.3	4.51	0.575	17.5	14857	7.754469287	1869	35	0.042280379	584.0361	1.138628246	4	Alluvium	A	4	6	6	18.69	6	5
666	20342479	5.167200945	0.03368917	17.1	5.63	4.0279999	24.790599	9241	34.63809684	1787.140014	34	0.361502668	5.3343	4.311718501	1	Rock	B	3	5	2	17.87140014	2	2
667	20343387	0.240485806	0.01038312	3.6	5.59	2.062	59.055698	26260	2.482091796	1723.689941	61	0.255380494	30.5307	1.015371413	3	Rock	B	3	5	2	17.23689941	2	2
668	17586652	0.587454731	0.00268292	2.5	6.02	0.082	148	22005	8.565781107	1634	75	0	65.1114	1.059722261	4	Alluvium	B	3	2	4	16.34	5	1
669	20364681	0.260330579	0.06676231	43.700001	7.59	1.847	58.472698	30377	0	1810.930053	42	0	1.089	0.918273646	1	Rock	B	3	5	2	18.10930053	2	2
670	20342967	0.000682245	0.12065631	43.900002	4.08	3.6719999	104.734001	45424	0	1637.829956	50	0	10.5534	0	2	Rock	C	4	3	3	16.37829956	3	2
671	20326391	0.32339379	0.06338983	0	0	1.534	51.4393	92673	0	1459.660034	100	0	2.9277	0	1	Rock	NA	NA	1	3	14.59660034	1	2
672	22535196	0.046111869	0.09947397	37.799999	6.5	3.5739999	28.7681	57323	0	1706.180053	39	0	3.2985	0	1	Rock	B	NA	5	2	17.06180053	2	2
673	17563308	54.09360731	NA	10.7	2.94	NA	15.7496	NA	0	1593.329956	59	0	1.1826	0	0	Water	A	5	1	5	15.93329956	1	4
674	17594743	0.941908714	0.17012575	47	5.95	2.1470001	109.097999	508	0	1432.650024	49	0	1.3014	3.84201629	1	Rock	D	3	4	3	14.32650024	4	2
675	20348265	49.85786802	0.02425167	3.6	5.59	2.392	23.442499	29321	0	1750.680053	61	0	1.0638	15.04042113	1	Alluvium	B	3	2	4	17.50680053	5	1
676	20332026	36.28040361	NA	NA	NA	NA	13.9336	NA	0	1671.280029	NA	0	1.6947	0	0	Water	NA	NA	1	5	16.71280029	1	4
677	20350841	0.142640184	0.00363157	16	5.92	0.19	18	6255	0.016066961	1751.400024	43	0	235.2654	0.352793058	3	Rock	D	2	1	2	17.51400024	1	2
678	22549145	49.25634675	NA	3.6	5.59	NA	14	NA	0	1621.349975	61	0	1.4535	1.375988992	0	Water	B	3	1	5	16.21349975	1	4
679	20366383	33.56088107	NA	4.3	6.15	NA	21.056699	NA	0	1748.21997	43	0	14.6277	0.820361369	0	Alluvium	NA	3	2	1	17.4821997	5	1
680	17590310	0.168246445	0.1729595	23.200001	4.25	0.963	122.527999	12281	0	1455.890014	45	0	0.7596	0	1	Rock	D	NA	4	3	14.55890014	1	2
681	20328638	2.487387516	0.00947738	43.900002	4.08	0.995	18	13138	6.564776461	1792.780029	50	0.017156477	31.5045	0.476122459	2	Rock	C	4	3	2	17.92780029	3	2
682	20325235	0	0.16853881	31.1	3.53	1.533	96.688598	89210	0	1454.430053	36	0	1.3383	0	1	Rock	D	4	1	3	14.54430053	1	2
683	22556310	0.456389143	0.03032805	6.1	6.18	0.884	18	42327	1.0978957	1805.550048	78	0	5.9022	0.677713395	2	Alluvium	B	3	2	4	18.05550048	5	1
684	20365047	0.397648686	0.21333111	43.799999	4.3	1.5039999	232.492996	25056	0	1808.810058	69	0	1.3014	0	1	Rock	D	3	4	2	18.08810058	4	2
685	17575769	0	0.02433962	43.700001	7.59	0.053	97	32594	0.084674005	1728	42	0	1.0629	0	1	Rock	B	3	5	2	17.28	2	2
686	22556378	7.615285762	0.0237149	6.1	6.18	1.3890001	18	46836	1.831827722	1781.579956	78	0	118.3572	1.17441102	3	Alluvium	B	3	2	4	17.81579956	5	1
687	22556112	1.985019543	0.01120603	5.9	5.36	0.199	18.9449	46337	0.432108615	1791.030029	51	0.057135397	3.6099	0.743747441	1	Alluvium	B	3	2	1	17.91030029	5	1
688	17564138	20.03280784	0.01540481	2.5	6.02	0.914	23.2978	19390	0	1690.369995	75	0	2.1123	7.574681627	2	Alluvium	B	3	2	4	16.90369995	5	1
689	17586922	0.077084276	0.0136717	43.700001	7.59	0.926	100.621002	11536	1.947943705	1577.849975	42	0	37.7937	0.5821076	3	Rock	B	3	5	3	15.77849975	2	2
690	22549177	0.21411836	0.00509433	6.1	6.18	0.583	20.978399	36579	2.978696573	1765	78	0	813.5874	0.613332999	5	Alluvium	B	3	2	4	17.65	5	1
691	22535288	0.140072233	0.02084281	2.6	6.31	2.3729999	17.899599	56741	1.196133511	1735.109985	63	0.000821385	127.8369	0.195561688	3	Alluvium	B	3	2	4	17.35109985	5	1
692	22545227	3.137592333	0.00609008	21.4	6.84	2.0869999	16.962799	39472	9.870006089	1794.829956	26	0.21687424	33.9939	1.029596486	2	Rock	C	3	5	2	17.94829956	2	2
693	22532656	11.07065669	0.146877	43.900002	4.08	1.87	16.7273	53125	0	1759.880004	50	0	1.0827	1.847233767	1	Rock	C	4	3	2	17.59880004	3	2
694	948070330	20.22863597	0.00371069	43.799999	4.3	1.113	19	6933	0.120178595	1660.45996	69	0	118.3239	2.941079528	4	Alluvium	D	3	2	1	16.6045996	4	1
695	17586896	0.223330468	0.00538546	39.5	6.13	2.724	133.576995	7550	1.212734994	1603.72998	54	0.014409532	105.5016	0.387696957	4	Rock	D	3	4	3	16.0372998	4	2
696	22560946	19.51747888	0.06646138	4.5	6.88	6.2030001	21.411699	24150	0.350877193	1807.97998	67	0.18538131	6.9255	2.310302505	1	Alluvium	C	3	2	1	18.0797998	2	1
697	948070396	3.33085018	0.00258101	6.1	6.18	1.728	15.849499	9079	0.571275041	1819.420043	78	0.009513122	880.9767	0.721926017	5	Alluvium	B	3	2	4	18.19420043	5	1
698	948070204	32.38739496	0.01005272	37.299999	7.58	0.569	20	11354	0	1848	45	0.629370965	1.071	15.87301587	1	Alluvium	C	3	2	1	18.48	2	1
699	20350659	0.01027984	0.00001	46	4.24	0.089	118.620002	62508	0	1703.45996	75	0	1.5759	0	1	Rock	D	3	4	2	17.0345996	4	2
